,t0 pain,t1 metformin,t2 cyst,t3 hair,t4 amp,t5 since,t6 insulin,t7 doctor,t8 day,t9 eat,t10 hair,t11 pregnant,t12 level,t13 started,t14 help,t15 weight,t16 control,t17 skin,t18 feel,t19 health,dominant_topic
9eambr,0.0,0.1,0.0,0.31,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.18,0.11,3
9ed83w,0.0,0.23,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.13,0.0,0.0,0.22,0.0,0.13,0.0,1
9ee8cg,0.06,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.12,0.0,0.0,0.1,0.0,0.0,0.12,0.0,0.13,0.0,0.0,0.23,19
9egwdl,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.22,0.0,0.0,0.0,0.11,0.06,0.08,0.0,0.0,0.0,0.09,8
9eh7bm,0.0,0.21,0.18,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
9ehk45,0.01,0.01,0.01,0.25,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.66,0.01,0.01,0.01,0.01,0.01,14
9ei30d,0.0,0.0,0.24,0.0,0.0,0.1,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.23,0.05,0.13,0.0,0.0,0.0,0.0,2
9eiawe,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.53,0.01,0.01,0.01,0.01,0.01,0.01,0.32,0.01,11
9ej7qy,0.0,0.0,0.0,0.4,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.38,0.0,0.0,3
9ekvo2,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.55,0.0,0.04,0.0,0.14,0.06,14
9elynh,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.08,14
9endx8,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.76,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,7
9eomvt,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.09,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.27,0.0,1
9ep8tf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.33,0.0,0.3,0.0,0.0,0.25,0.0,13
9eqamd,0.01,0.01,0.13,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.17,0.01,0.01,0.01,0.01,0.61,0.01,0.01,17
9eqz5i,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.23,0.18,0.0,0.0,0.18,0.0,8
9er288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.06,0.0,0.17,0.28,7
9erp2o,0.0,0.06,0.0,0.04,0.0,0.03,0.0,0.3,0.06,0.02,0.06,0.16,0.03,0.0,0.08,0.0,0.07,0.0,0.11,0.0,7
9es2g4,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.86,0.01,0.01,0.01,0.01,0.01,14
9es2h9,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,4
9et0oc,0.04,0.0,0.15,0.0,0.0,0.1,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.2,0.0,0.17,0.0,8
9et5sp,0.01,0.02,0.06,0.03,0.04,0.07,0.0,0.28,0.08,0.0,0.0,0.06,0.11,0.03,0.0,0.0,0.03,0.0,0.14,0.05,7
9etd3h,0.03,0.0,0.0,0.05,0.0,0.21,0.0,0.12,0.09,0.0,0.07,0.0,0.03,0.16,0.09,0.08,0.0,0.0,0.0,0.07,5
9etrmr,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,1
9eu2gx,0.0,0.0,0.0,0.0,0.18,0.08,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,13
9euajd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.73,0.0,0.0,0.0,0.0,0.0,14
9exarr,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.6,0.0,0.0,17
9exd47,0.0,0.0,0.0,0.41,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
9ez4qu,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.23,0.14,0.0,0.0,0.0,1
9f0xmz,0.0,0.19,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.09,0.0,9
9f1qli,0.0,0.21,0.0,0.0,0.0,0.0,0.28,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.14,0.0,6
9f2ufo,0.16,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.16,15
9f3tjt,0.01,0.0,0.15,0.0,0.03,0.02,0.0,0.13,0.08,0.02,0.03,0.07,0.3,0.0,0.0,0.03,0.05,0.06,0.0,0.03,12
9f4h6w,0.03,0.03,0.03,0.03,0.52,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,4
9f4m1c,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.09,0.0,0.11,0.0,0.0,0.0,0.0,0.0,4
9f53dw,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,3
9f6ctn,0.0,0.0,0.0,0.0,0.0,0.14,0.07,0.2,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.35,0.0,0.0,0.0,0.0,15
9f76dl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.31,18
9f7yev,0.19,0.01,0.01,0.01,0.01,0.26,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.38,0.01,0.01,17
9f85p5,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.19,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.35,19
9f98hj,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.21,0.0,0.47,0.0,0.0,0.0,0.0,0.0,14
9f9fa6,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.52,0.09,0.0,0.0,0.0,0.0,0.14,0.0,12
9f9luw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,7
9f9yrl,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.49,0.1,0.0,0.0,0.0,0.0,14
9fazf7,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.19,0.0,0.0,0.0,0.0,0.16,0.19,0.0,0.0,0.0,1
9fc1f2,0.0,0.23,0.0,0.0,0.0,0.0,0.36,0.15,0.0,0.06,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.09,6
9fci3h,0.03,0.14,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.14,0.12,0.03,0.14,0.06,0.12,0.0,0.06,0.05,0.0,0.0,1
9fctlh,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.07,0.0,0.0,0.0,0.37,0.09,0.0,0.0,0.0,0.17,14
9fd035,0.03,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.29,0.14,3
9fdwa2,0.0,0.0,0.0,0.0,0.0,0.08,0.4,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.15,6
9fetvh,0.0,0.0,0.0,0.23,0.0,0.15,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.39,0.0,18
9ff7py,0.06,0.05,0.0,0.0,0.0,0.14,0.0,0.15,0.0,0.13,0.0,0.0,0.0,0.0,0.12,0.33,0.0,0.0,0.0,0.0,15
9ffpc5,0.0,0.0,0.0,0.0,0.0,0.41,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
9fg6ms,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.68,0.02,0.02,0.02,0.02,15
9fi02a,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0
9fif3p,0.0,0.0,0.0,0.69,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
9figl7,0.0,0.29,0.0,0.0,0.05,0.04,0.0,0.0,0.0,0.06,0.0,0.07,0.0,0.0,0.0,0.19,0.2,0.0,0.09,0.0,1
9fjmkv,0.05,0.12,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.04,0.11,0.0,0.13,0.18,0.0,0.0,0.0,0.0,2
9fjua7,0.0,0.2,0.06,0.04,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.0,0.33,0.05,0.0,0.06,0.0,0.07,0.0,0.08,12
9fl5n5,0.01,0.34,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.55,0.01,0.01,0.01,0.01,0.01,14
9flc0z,0.03,0.05,0.0,0.1,0.0,0.11,0.0,0.45,0.0,0.0,0.11,0.0,0.04,0.0,0.0,0.02,0.04,0.0,0.04,0.0,7
9flg6z,0.01,0.01,0.11,0.21,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.12,0.48,19
9flgi6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,8
9fm79h,0.0,0.24,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.04,0.19,0.0,0.11,0.0,0.28,0.0,0.0,0.0,0.0,0.0,14
9fn5p5,0.0,0.0,0.0,0.09,0.0,0.13,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.12,7
9fq5td,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.64,0.0,0.0,17
9fsdsj,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.05,0.0,0.16,0.0,0.0,0.03,0.0,0.21,0.05,1
9fsezs,0.05,0.12,0.1,0.0,0.0,0.0,0.0,0.18,0.07,0.01,0.22,0.05,0.08,0.0,0.0,0.0,0.0,0.13,0.0,0.0,10
9ftl7c,0.0,0.0,0.0,0.0,0.1,0.44,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,5
9ftsyg,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.04,0.05,0.2,0.0,0.0,0.0,0.04,0.0,0.0,0.0,2
9fvhod,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.16,0.2,0.0,0.0,0.0,0.0,9
9fw3zr,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
9fwmj5,0.0,0.0,0.08,0.13,0.0,0.31,0.0,0.0,0.22,0.0,0.12,0.0,0.0,0.0,0.09,0.06,0.0,0.0,0.0,0.0,5
9fwrw4,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.08,0.0,0.07,0.0,0.56,0.06,0.0,0.0,0.0,0.0,14
9fxj8y,0.0,0.0,0.04,0.15,0.0,0.0,0.0,0.0,0.09,0.03,0.0,0.0,0.14,0.0,0.0,0.47,0.07,0.0,0.0,0.0,15
9fxlxe,0.0,0.0,0.02,0.03,0.0,0.0,0.0,0.09,0.0,0.05,0.14,0.0,0.11,0.1,0.0,0.06,0.05,0.15,0.2,0.0,18
9fxwnf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.03,0.0,0.08,0.2,0.0,0.0,0.29,0.08,9
9fy60q,0.0,0.0,0.0,0.11,0.0,0.0,0.06,0.07,0.15,0.0,0.05,0.06,0.0,0.0,0.05,0.11,0.0,0.33,0.0,0.0,17
9fyfco,0.19,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,1
9fyt2s,0.0,0.21,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,14
9g0rd9,0.0,0.0,0.0,0.13,0.0,0.29,0.21,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.13,0.0,0.0,0.2,0.0,5
9g0zzr,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.34,0.0,0.13,0.0,0.0,0.0,0.0,0.0,10
9g1bw3,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.09,0.0,0.11,0.22,0.1,0.0,0.0,0.0,0.0,1
9g46q4,0.0,0.0,0.11,0.0,0.0,0.04,0.07,0.0,0.09,0.0,0.12,0.19,0.17,0.0,0.09,0.0,0.11,0.0,0.0,0.0,11
9g5puw,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.22,0.0,0.0,7
9g61to,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.1,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.2,0.34,0.0,18
9g6zr3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.1,0.0,0.06,0.0,0.28,0.16,0.0,0.0,0.02,0.0,0.24,13
9g95k2,0.0,0.09,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.16,0.0,0.0,0.14,0.0,0.0,0.0,0.28,0.0,0.0,17
9g9hbp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.75,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,8
9gbacl,0.0,0.0,0.0,0.0,0.0,0.24,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.1,0.28,0.0,0.0,0.0,0.0,6
9gdsej,0.0,0.0,0.29,0.27,0.07,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.09,0.0,0.03,2
9geqjj,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.13,0.0,13
9gevr0,0.0,0.0,0.18,0.01,0.02,0.0,0.0,0.18,0.2,0.0,0.0,0.06,0.11,0.14,0.09,0.0,0.0,0.0,0.0,0.0,8
9gewph,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.35,0.17,18
9gfx9g,0.11,0.0,0.11,0.06,0.05,0.0,0.0,0.15,0.07,0.0,0.03,0.0,0.0,0.15,0.11,0.0,0.0,0.0,0.15,0.0,7
9gg4tf,0.0,0.07,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.4,0.09,0.0,0.0,0.0,0.07,14
9gjrvt,0.0,0.0,0.35,0.0,0.0,0.04,0.0,0.12,0.13,0.0,0.0,0.06,0.0,0.0,0.08,0.0,0.0,0.0,0.21,0.0,2
9gl08k,0.04,0.0,0.0,0.06,0.0,0.18,0.0,0.0,0.12,0.05,0.0,0.19,0.04,0.0,0.0,0.08,0.0,0.0,0.24,0.0,18
9glkli,0.0,0.0,0.0,0.24,0.0,0.15,0.0,0.12,0.16,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,17
9gllut,0.0,0.11,0.0,0.0,0.0,0.0,0.15,0.0,0.21,0.0,0.0,0.0,0.19,0.0,0.18,0.12,0.0,0.0,0.0,0.0,8
9gmhx6,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.1,0.0,0.31,0.19,18
9gntgt,0.08,0.0,0.0,0.04,0.0,0.1,0.0,0.19,0.18,0.0,0.0,0.02,0.03,0.17,0.0,0.08,0.0,0.0,0.04,0.07,7
9go395,0.0,0.08,0.0,0.0,0.04,0.1,0.07,0.08,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.1,0.0,0.0,0.1,0.0,12
9gq4f9,0.0,0.05,0.0,0.0,0.15,0.0,0.0,0.04,0.14,0.0,0.11,0.0,0.0,0.0,0.0,0.15,0.24,0.11,0.0,0.0,16
9gr3u1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.18,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.27,0.14,0.0,0.0,16
9gudpt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.21,0.0,0.0,0.0,0.17,0.05,0.16,0.0,0.0,0.0,8
9gv3m0,0.0,0.0,0.0,0.07,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.29,19
9gvade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.19,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.09,0.0,0.0,0.11,7
9gvl3s,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.41,0.23,0.0,0.0,0.0,0.0,0.0,0.0,12
9gw8b5,0.0,0.38,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,1
9gwabi,0.0,0.0,0.15,0.0,0.06,0.11,0.0,0.25,0.07,0.0,0.01,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.19,7
9gy7o4,0.29,0.06,0.16,0.0,0.07,0.0,0.0,0.25,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0
9gymhf,0.04,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.06,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.35,0.0,18
9gyulo,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.62,0.0,0.0,0.0,16
9gz5dp,0.14,0.0,0.0,0.13,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.08,0.03,0.0,5
9gz7ot,0.4,0.0,0.02,0.0,0.0,0.11,0.0,0.0,0.15,0.0,0.0,0.0,0.05,0.0,0.08,0.0,0.0,0.0,0.17,0.0,0
9h18b0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.2,0.0,0.0,0.08,0.0,0.2,0.0,0.05,0.0,0.0,0.0,0.37,19
9h1ip8,0.07,0.37,0.0,0.0,0.12,0.0,0.0,0.0,0.13,0.09,0.0,0.0,0.07,0.0,0.0,0.03,0.12,0.0,0.0,0.0,1
9h1jw5,0.0,0.13,0.0,0.27,0.0,0.0,0.02,0.0,0.08,0.09,0.06,0.0,0.04,0.0,0.0,0.0,0.05,0.04,0.15,0.06,3
9h1psn,0.12,0.02,0.28,0.01,0.01,0.0,0.0,0.32,0.1,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,7
9h2apa,0.03,0.05,0.0,0.0,0.0,0.0,0.11,0.15,0.23,0.03,0.0,0.01,0.0,0.22,0.0,0.1,0.0,0.0,0.0,0.06,8
9h2fec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.07,0.0,0.0,0.0,0.08,0.0,0.52,0.0,0.0,0.17,16
9h3umi,0.0,0.0,0.0,0.0,0.0,0.2,0.04,0.0,0.21,0.0,0.22,0.0,0.0,0.0,0.0,0.09,0.0,0.17,0.0,0.06,10
9h432v,0.01,0.0,0.19,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.17,0.04,0.28,0.1,0.0,0.0,0.0,0.0,0.06,0.1,12
9h4x55,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.29,0.0,0.0,0.0,0.07,0.21,0.3,0.0,0.0,0.0,0.0,15
9h5b5w,0.0,0.0,0.04,0.0,0.0,0.08,0.0,0.24,0.06,0.0,0.16,0.0,0.0,0.06,0.0,0.06,0.03,0.17,0.1,0.0,7
9h7xgi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
9h98gx,0.0,0.0,0.07,0.0,0.15,0.0,0.0,0.12,0.13,0.0,0.0,0.0,0.45,0.0,0.07,0.0,0.0,0.0,0.0,0.0,12
9h9ek2,0.13,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.21,0.12,0.14,0.0,0.03,0.0,0.0,0.1,0.05,0.0,0.0,0.13,8
9h9kpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.16,0.0,0.0,0.0,7
9h9nll,0.05,0.05,0.03,0.13,0.11,0.08,0.0,0.0,0.07,0.0,0.09,0.0,0.12,0.06,0.0,0.03,0.0,0.11,0.0,0.07,3
9h9pbf,0.06,0.25,0.03,0.12,0.0,0.0,0.0,0.0,0.17,0.03,0.0,0.05,0.02,0.06,0.03,0.02,0.0,0.12,0.0,0.03,1
9h9t21,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.18,0.0,0.0,0.26,14
9haotf,0.0,0.24,0.0,0.0,0.0,0.07,0.33,0.14,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.11,0.0,0.0,0.0,0.0,6
9hb13v,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.15,0.0,0.0,0.0,0.0,0.0,0.24,0.23,0.17,0.09,0.0,0.06,0.0,13
9hb5ib,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.36,0.51,0.0,18
9hbt0q,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.37,0.0,0.0,0.0,0.0,0.0,14
9hc661,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.18,0.0,0.0,0.0,0.0,0.0,6
9hcj7a,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
9hcsi5,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.04,0.0,0.33,0.0,0.0,0.23,0.0,15
9hdp2h,0.0,0.12,0.0,0.0,0.15,0.02,0.0,0.26,0.0,0.0,0.12,0.18,0.0,0.0,0.11,0.0,0.05,0.0,0.0,0.0,7
9he8ty,0.0,0.35,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.07,14
9hf9uj,0.0,0.0,0.0,0.16,0.15,0.0,0.13,0.27,0.0,0.0,0.0,0.04,0.0,0.0,0.1,0.0,0.0,0.06,0.1,0.0,7
9hg58z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.14,9
9hhuj4,0.05,0.03,0.11,0.0,0.0,0.12,0.0,0.17,0.0,0.0,0.03,0.05,0.05,0.0,0.11,0.0,0.0,0.0,0.14,0.13,7
9hicwy,0.06,0.0,0.0,0.22,0.12,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.38,0.0,0.0,17
9hj2fp,0.0,0.0,0.0,0.0,0.04,0.0,0.14,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.13,0.16,0.0,0.0,0.0,0.0,11
9hj2u5,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.54,0.01,0.35,0.01,0.01,0.01,0.01,0.01,12
9hlirb,0.0,0.03,0.0,0.0,0.03,0.0,0.02,0.12,0.0,0.03,0.0,0.0,0.0,0.17,0.18,0.16,0.0,0.0,0.11,0.13,14
9hlnd7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.28,0.32,0.27,0.0,0.0,0.0,15
9hmtks,0.1,0.0,0.0,0.0,0.02,0.0,0.17,0.0,0.0,0.2,0.0,0.0,0.0,0.14,0.13,0.09,0.0,0.03,0.1,0.0,9
9howa4,0.0,0.14,0.14,0.0,0.0,0.21,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.19,0.0,14
9hp5l1,0.02,0.0,0.01,0.0,0.0,0.13,0.04,0.0,0.0,0.0,0.06,0.0,0.23,0.02,0.0,0.01,0.0,0.02,0.17,0.29,19
9hpzv8,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.25,0.0,0.0,0.0,0.0,14
9hqphd,0.0,0.0,0.0,0.12,0.0,0.11,0.0,0.1,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.06,0.17,0.16,0.24,19
9hrwfa,0.21,0.23,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.04,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,6
9hs0yw,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,15
