,t0 pain,t1 metformin,t2 cyst,t3 hair,t4 amp,t5 since,t6 insulin,t7 doctor,t8 day,t9 eat,t10 hair,t11 pregnant,t12 level,t13 started,t14 help,t15 weight,t16 control,t17 skin,t18 feel,t19 health,dominant_topic
e68ybr,0.13,0.03,0.11,0.0,0.0,0.19,0.1,0.0,0.0,0.0,0.09,0.04,0.06,0.15,0.0,0.0,0.0,0.0,0.0,0.08,5
e69fmi,0.0,0.0,0.0,0.04,0.0,0.19,0.0,0.24,0.0,0.02,0.0,0.11,0.0,0.05,0.07,0.05,0.0,0.0,0.16,0.07,7
e6b7hs,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0
e6bbxj,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.34,0.01,0.01,0.01,0.53,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,11
e6c1ed,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.27,0.0,0.08,14
e6cbtb,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.1,0.04,0.0,0.0,0.0,0.0,0.15,0.05,0.0,0.0,0.0,0.48,0.1,18
e6enqx,0.0,0.21,0.0,0.0,0.0,0.11,0.0,0.0,0.01,0.0,0.0,0.0,0.06,0.21,0.0,0.0,0.15,0.0,0.12,0.11,1
e6f80i,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.53,0.0,0.0,0.0,0.0,0.0,0.0,13
e6ggsd,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.31,0.0,0.0,0.33,0.0,0.1,0.0,0.0,0.0,0.0,0.0,12
e6i978,0.0,0.0,0.16,0.14,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.33,0.0,0.0,17
e6ig5o,0.0,0.18,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.09,0.1,14
e6jb3s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.21,0.41,0.29,0.0,0.0,16
e6jbjd,0.0,0.17,0.08,0.05,0.0,0.26,0.0,0.0,0.0,0.0,0.28,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,10
e6jbns,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
e6l5hb,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.3,0.0,0.25,0.14,0.0,0.0,0.0,0.14,0.0,0.07,0.0,0.0,8
e6lfo2,0.0,0.03,0.0,0.35,0.0,0.09,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.26,0.0,0.0,0.06,0.0,3
e6m41v,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.31,0.01,0.01,0.01,0.18,0.39,0.01,0.01,0.01,0.01,0.01,0.01,0.01,12
e6m4am,0.33,0.0,0.0,0.0,0.0,0.1,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.29,0.09,0.06,0.0,0.0,0.0,0.0,0
e6of2t,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.17,0.0,0.0,0.16,0.0,0.0,0.0,1
e6pqka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,18
e6pu1k,0.12,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.11,0.0,0.19,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.12,0.0,5
e6q3bq,0.0,0.0,0.13,0.0,0.13,0.0,0.0,0.0,0.03,0.22,0.0,0.0,0.0,0.19,0.07,0.0,0.06,0.06,0.0,0.1,9
e6qcx6,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,9
e6rnx3,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.18,0.0,3
e6rp0x,0.0,0.0,0.11,0.0,0.0,0.44,0.0,0.0,0.06,0.0,0.0,0.0,0.24,0.0,0.12,0.0,0.0,0.0,0.0,0.0,5
e6rssj,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.18,0.0,3
e6scno,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.3,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,13
e6tgf9,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.4,0.16,0.13,0.0,0.07,0.0,14
e6tm9j,0.0,0.0,0.0,0.39,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,3
e6tmee,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.12,0.0,0.0,0.0,0.0,0.0,3
e6v7iu,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
e6vbeo,0.0,0.0,0.0,0.06,0.0,0.08,0.0,0.34,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.09,7
e6vqnv,0.12,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,8
e705nt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.37,0.0,0.14,0.0,0.0,0.19,14
e70bl6,0.0,0.07,0.0,0.0,0.0,0.17,0.0,0.0,0.39,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.11,0.03,8
e7155s,0.0,0.0,0.0,0.0,0.0,0.05,0.16,0.28,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.12,0.0,16
e719eh,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.38,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,11
e71l0u,0.0,0.0,0.0,0.0,0.11,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,18
e72o3v,0.0,0.0,0.06,0.0,0.0,0.0,0.14,0.15,0.26,0.0,0.02,0.0,0.0,0.3,0.0,0.06,0.0,0.0,0.0,0.0,13
e730pd,0.0,0.0,0.04,0.31,0.09,0.0,0.0,0.0,0.35,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,8
e7328r,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.11,0.02,0.0,0.0,0.0,0.1,0.0,0.33,0.25,18
e73mtn,0.05,0.16,0.0,0.07,0.0,0.0,0.12,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.12,0.04,0.06,0.0,0.14,0.05,8
e74ci6,0.0,0.21,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.4,0.0,18
e74zky,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.05,5
e75tli,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,3
e7716r,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.05,0.0,0.33,0.0,0.0,0.19,0.0,0.0,0.16,13
e78v6j,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.21,0.0,0.0,0.02,0.0,0.0,0.0,0.15,0.09,0.0,0.0,0.14,0.13,5
e79sxc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.31,0.18,0.22,0.0,0.0,15
e7a8ny,0.02,0.0,0.21,0.0,0.04,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.4,0.0,18
e7aiwj,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0
e7bn54,0.17,0.0,0.14,0.0,0.0,0.05,0.0,0.14,0.22,0.0,0.0,0.02,0.04,0.0,0.0,0.0,0.2,0.0,0.0,0.0,8
e7cj58,0.21,0.0,0.0,0.0,0.0,0.12,0.0,0.38,0.0,0.0,0.0,0.09,0.0,0.0,0.11,0.0,0.0,0.0,0.08,0.0,7
e7duof,0.01,0.03,0.07,0.01,0.12,0.09,0.06,0.0,0.09,0.0,0.1,0.07,0.14,0.11,0.0,0.0,0.04,0.06,0.0,0.0,12
e7edtg,0.0,0.03,0.0,0.15,0.0,0.03,0.0,0.07,0.03,0.06,0.03,0.04,0.14,0.1,0.0,0.0,0.04,0.23,0.01,0.04,17
e7ghry,0.0,0.0,0.0,0.07,0.0,0.21,0.0,0.04,0.08,0.01,0.0,0.14,0.0,0.22,0.0,0.0,0.1,0.0,0.0,0.12,13
e7h2ia,0.03,0.03,0.03,0.03,0.52,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,4
e7h9vp,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.68,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,7
e7hx2b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.24,0.14,0.0,0.0,0.0,0.4,0.0,18
e7klpy,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.1,0.22,0.0,0.0,0.0,0.02,0.17,0.04,0.0,0.22,0.0,0.0,0.05,8
e7l2u7,0.0,0.26,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.21,0.0,0.0,0.0,0.0,0.0,0.0,12
e7mj9f,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.53,0.01,0.01,0.01,0.01,0.01,0.37,13
e7mllh,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.45,0.0,18
e7ohen,0.0,0.0,0.0,0.34,0.0,0.14,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.03,0.1,0.0,0.29,0.06,3
e7ok8i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.19,0.0,15
e7ozf3,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.03,0.19,0.18,0.0,0.06,0.06,0.0,0.0,0.09,0.0,0.0,7
e7p749,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,8
e7phrc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.3,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,13
e7shai,0.0,0.32,0.0,0.0,0.0,0.0,0.08,0.18,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
e7u7dx,0.0,0.09,0.0,0.19,0.0,0.06,0.04,0.27,0.0,0.0,0.0,0.01,0.04,0.0,0.0,0.09,0.02,0.0,0.08,0.09,7
e7ur8s,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.07,0.2,0.0,0.0,0.5,0.18,0.0,17
e7w99o,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.51,19
e7wjwf,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.26,0.05,0.0,0.1,0.04,0.09,0.12,0.02,0.02,0.05,0.06,0.0,0.03,7
e7xpf6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.57,0.0,0.0,17
e7y4a6,0.0,0.0,0.02,0.0,0.06,0.27,0.0,0.0,0.0,0.0,0.06,0.02,0.0,0.06,0.0,0.0,0.31,0.0,0.2,0.0,16
e7yl84,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.76,0.0,0.0,17
e7zdpr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.11,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.02,0.0,0.33,0.0,18
e8296k,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.18,0.04,0.0,0.0,0.27,0.07,6
e82jiw,0.0,0.0,0.0,0.0,0.18,0.46,0.0,0.0,0.16,0.0,0.0,0.0,0.06,0.0,0.06,0.0,0.06,0.0,0.0,0.0,5
e83bls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.07,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,8
e848cr,0.0,0.0,0.12,0.0,0.0,0.39,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
e84cq1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.61,0.28,0.01,0.01,0.01,0.01,14
e84m8x,0.0,0.0,0.1,0.0,0.0,0.28,0.08,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.27,0.0,0.08,0.0,0.0,0.0,5
e84ush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.3,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
e85ic8,0.04,0.0,0.0,0.0,0.03,0.0,0.09,0.15,0.11,0.0,0.0,0.15,0.0,0.14,0.1,0.0,0.06,0.0,0.0,0.12,7
e86cni,0.0,0.0,0.0,0.0,0.01,0.36,0.07,0.1,0.0,0.04,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.08,0.23,0.08,5
e86ihj,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.09,0.04,0.0,0.0,0.21,0.06,0.04,0.2,0.0,0.07,0.0,0.0,0.0,5
e8aecq,0.0,0.04,0.0,0.05,0.0,0.27,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.13,0.0,0.05,0.0,0.0,0.38,0.0,18
e8ayvi,0.05,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.07,0.0,0.0,0.37,0.0,18
e8b9e1,0.51,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0
e8cb9f,0.0,0.0,0.18,0.0,0.0,0.34,0.04,0.13,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,5
e8ctjw,0.0,0.0,0.0,0.0,0.12,0.0,0.21,0.14,0.0,0.03,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
e8e8pj,0.0,0.0,0.0,0.21,0.0,0.1,0.0,0.29,0.0,0.09,0.0,0.02,0.0,0.0,0.03,0.12,0.0,0.0,0.13,0.0,7
e8f8jk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.13,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,7
e8faj7,0.0,0.06,0.0,0.0,0.3,0.06,0.0,0.09,0.0,0.12,0.0,0.0,0.05,0.0,0.16,0.0,0.07,0.0,0.08,0.0,4
e8gmg2,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.02,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.5,0.05,0.08,0.0,16
e8hg4f,0.05,0.0,0.01,0.0,0.01,0.24,0.02,0.11,0.0,0.0,0.02,0.04,0.0,0.0,0.03,0.0,0.07,0.0,0.32,0.08,18
e8ho29,0.0,0.0,0.08,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.11,0.18,0.0,0.07,0.07,0.17,0.16,0.0,0.0,0.0,11
e8iyej,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.18,0.04,0.0,0.09,0.0,0.06,0.19,0.0,0.0,0.06,7
e8jg3b,0.0,0.0,0.3,0.03,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.16,0.0,0.09,0.0,0.0,0.27,0.0,0.0,0.0,2
e8ji4h,0.03,0.03,0.03,0.03,0.52,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,4
e8jz4s,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.52,0.12,0.0,0.0,0.0,0.0,0.0,13
e8k35i,0.26,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0
e8ldfi,0.02,0.0,0.02,0.06,0.02,0.02,0.0,0.0,0.0,0.04,0.05,0.0,0.1,0.3,0.13,0.0,0.03,0.13,0.0,0.08,13
e8m3jp,0.16,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.19,0.15,0.0,0.0,14
e8mbjk,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.15,0.0,0.18,0.08,0.0,0.0,0.0,8
e8n56y,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.27,0.1,0.0,0.0,0.1,0.16,0.1,13
e8nebt,0.0,0.0,0.03,0.08,0.0,0.41,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.17,5
e8nljs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,16
e8p0wm,0.0,0.07,0.03,0.07,0.0,0.18,0.0,0.09,0.12,0.0,0.0,0.0,0.0,0.18,0.0,0.07,0.07,0.0,0.12,0.0,5
e8qeqv,0.01,0.21,0.01,0.01,0.23,0.31,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.16,0.01,0.01,0.01,0.01,0.01,0.01,5
e8t13q,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.17,0.0,0.0,0.54,0.0,18
e8vxkx,0.08,0.0,0.02,0.06,0.0,0.04,0.05,0.28,0.0,0.0,0.08,0.0,0.0,0.1,0.0,0.04,0.0,0.17,0.0,0.07,7
e8w7ua,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,14
e8wjgt,0.0,0.12,0.0,0.0,0.1,0.09,0.0,0.09,0.0,0.11,0.11,0.0,0.02,0.0,0.19,0.0,0.0,0.0,0.17,0.0,14
e8wsvs,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.19,0.47,0.0,0.0,0.0,0.0,0.0,14
e8xd1k,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.26,1
e8xrbx,0.02,0.03,0.0,0.26,0.0,0.08,0.01,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.17,0.22,0.07,3
e8y14k,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,5
e8y1s1,0.09,0.0,0.0,0.0,0.0,0.0,0.05,0.63,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,7
e8y9m2,0.0,0.12,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.19,0.05,0.0,0.0,0.12,0.0,0.1,0.0,0.0,0.26,0.0,18
e8yiyl,0.03,0.07,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.19,0.35,19
e8ymqc,0.03,0.0,0.06,0.0,0.0,0.1,0.0,0.42,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.03,0.14,0.0,0.07,0.07,7
e8z9bd,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.14,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.14,0.04,5
e901tg,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,15
e908ai,0.1,0.0,0.0,0.0,0.0,0.02,0.02,0.3,0.0,0.0,0.0,0.0,0.0,0.23,0.11,0.06,0.1,0.06,0.0,0.0,7
e914mu,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.66,0.19,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,9
e92qgr,0.0,0.0,0.0,0.07,0.02,0.12,0.27,0.0,0.06,0.01,0.0,0.0,0.14,0.0,0.0,0.24,0.0,0.0,0.0,0.07,6
e92x2v,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.13,0.0,0.0,0.01,0.0,0.14,0.0,0.0,0.29,0.09,0.05,0.0,7
e93h3x,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.11,0.0,0.0,0.0,0.0,0.0,12
e97ggl,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.11,0.6,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.09,8
e97sx0,0.16,0.38,0.0,0.0,0.06,0.17,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
e98gil,0.02,0.02,0.02,0.02,0.68,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,4
e98xpm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.06,0.02,0.08,0.0,0.0,0.1,0.02,0.07,0.09,7
e99usx,0.0,0.0,0.44,0.0,0.0,0.28,0.0,0.2,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
e9achr,0.09,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.1,0.0,0.26,0.0,0.0,0.06,0.0,0.32,0.0,18
e9b17v,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.48,0.0,18
e9b355,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.09,0.0,0.0,0.17,0.0,0.0,0.39,0.13,0.0,0.0,16
e9bpxd,0.0,0.08,0.0,0.0,0.0,0.0,0.07,0.18,0.0,0.0,0.03,0.21,0.0,0.26,0.13,0.0,0.02,0.03,0.0,0.0,13
e9c114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.31,0.0,0.0,0.09,0.0,0.14,0.06,0.05,0.06,0.0,0.0,0.03,8
e9c1ma,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,8
e9ctu3,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.67,0.0,0.0,0.0,16
e9ehs7,0.0,0.0,0.0,0.15,0.0,0.14,0.0,0.16,0.0,0.0,0.0,0.0,0.04,0.26,0.0,0.1,0.0,0.0,0.15,0.0,13
e9f33o,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.18,7
e9figr,0.0,0.0,0.02,0.0,0.0,0.14,0.15,0.0,0.03,0.0,0.11,0.0,0.0,0.0,0.0,0.19,0.17,0.09,0.0,0.09,15
e9hoaa,0.0,0.0,0.0,0.0,0.14,0.29,0.06,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.22,5
e9icuc,0.39,0.0,0.04,0.0,0.03,0.21,0.0,0.06,0.08,0.0,0.0,0.0,0.0,0.09,0.06,0.0,0.0,0.0,0.03,0.0,0
e9ifnw,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,11
e9igxv,0.39,0.0,0.04,0.0,0.03,0.21,0.0,0.06,0.08,0.0,0.0,0.0,0.0,0.09,0.06,0.0,0.0,0.0,0.03,0.0,0
e9ioh4,0.0,0.0,0.13,0.03,0.0,0.06,0.0,0.49,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,7
e9l08t,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.14,0.0,0.0,0.11,1
e9mv6s,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.38,0.27,0.0,17
e9mz44,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.21,0.0,0.09,0.0,0.0,0.0,0.0,0.13,0.0,1
e9nh4a,0.0,0.18,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.08,0.15,0.0,0.0,4
e9qgyz,0.09,0.0,0.03,0.05,0.01,0.08,0.0,0.25,0.0,0.0,0.02,0.0,0.12,0.0,0.0,0.09,0.02,0.05,0.06,0.13,7
e9qqzv,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.08,0.12,0.0,0.0,0.0,0.0,0.0,5
e9rfbm,0.15,0.0,0.0,0.0,0.0,0.0,0.06,0.1,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.29,0.0,8
e9s1i7,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.89,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,11
