,t0 help,t1 control,t2 want,t3 symptom,t4 ultrasound,t5 nt,t6 ovary,t7 bleeding,t8 bad,t9 surgery,dominant_topic
ionklt,0.41,0.01,0.01,0.01,0.01,0.17,0.01,0.27,0.01,0.11,0
iotc00,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.0,0.16,5
ioujda,0.01,0.01,0.01,0.01,0.91,0.01,0.01,0.01,0.01,0.01,4
iovkxw,0.0,0.04,0.0,0.0,0.0,0.13,0.27,0.23,0.25,0.07,6
iovyt8,0.25,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.15,8
ip0q0b,0.0,0.0,0.0,0.0,0.11,0.87,0.0,0.0,0.0,0.0,5
ip1jnb,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.76,9
ip261d,0.0,0.0,0.1,0.0,0.57,0.0,0.19,0.14,0.0,0.0,4
ip6mh3,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.81,0.0,8
ip8q5p,0.01,0.01,0.01,0.58,0.01,0.01,0.01,0.31,0.01,0.01,3
ip9oks,0.05,0.0,0.06,0.0,0.3,0.0,0.41,0.05,0.0,0.13,6
ipafft,0.0,0.0,0.09,0.0,0.1,0.42,0.0,0.0,0.2,0.18,5
ipb5mm,0.22,0.0,0.14,0.0,0.0,0.0,0.07,0.34,0.0,0.22,7
ipbbd6,0.03,0.3,0.05,0.0,0.14,0.48,0.0,0.0,0.0,0.0,5
ipcz1m,0.59,0.01,0.01,0.2,0.01,0.01,0.01,0.01,0.01,0.17,0
ipdwl5,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.77,9
ipegkl,0.0,0.0,0.22,0.23,0.0,0.05,0.17,0.0,0.0,0.33,9
ipfov2,0.0,0.0,0.0,0.15,0.47,0.0,0.0,0.36,0.0,0.0,4
ipgo85,0.01,0.36,0.01,0.01,0.01,0.01,0.01,0.01,0.57,0.01,8
iphpru,0.0,0.0,0.06,0.0,0.0,0.0,0.11,0.0,0.81,0.0,8
iplkwi,0.28,0.0,0.0,0.14,0.0,0.0,0.0,0.1,0.29,0.18,8
ipmki1,0.09,0.0,0.26,0.0,0.0,0.0,0.07,0.0,0.0,0.57,9
ipqlts,0.0,0.0,0.0,0.16,0.0,0.41,0.21,0.21,0.0,0.0,5
ips3qg,0.03,0.12,0.28,0.0,0.17,0.0,0.0,0.29,0.1,0.0,7
ipsk3f,0.0,0.1,0.06,0.38,0.25,0.0,0.0,0.06,0.15,0.0,3
ipszbm,0.0,0.0,0.0,0.17,0.23,0.0,0.05,0.1,0.44,0.0,8
ipu0mt,0.0,0.0,0.0,0.0,0.11,0.39,0.04,0.36,0.0,0.09,5
iq3k4a,0.03,0.0,0.09,0.0,0.07,0.5,0.14,0.16,0.0,0.0,5
iqanyu,0.14,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,8
iqb1y1,0.0,0.0,0.0,0.42,0.0,0.25,0.0,0.0,0.32,0.0,3
iqcbj5,0.0,0.0,0.17,0.0,0.0,0.52,0.07,0.0,0.0,0.24,5
iqd74d,0.0,0.05,0.0,0.0,0.07,0.35,0.22,0.0,0.0,0.3,5
iqw1dh,0.0,0.0,0.0,0.16,0.82,0.0,0.0,0.0,0.0,0.0,4
ir3fjv,0.56,0.01,0.01,0.13,0.01,0.24,0.01,0.01,0.01,0.01,0
ir4e99,0.01,0.01,0.01,0.24,0.56,0.01,0.17,0.01,0.01,0.01,4
ircvxl,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.0,8
irdsm6,0.07,0.0,0.23,0.14,0.26,0.0,0.0,0.0,0.26,0.03,4
irh6aq,0.0,0.0,0.0,0.22,0.0,0.51,0.25,0.0,0.0,0.0,5
irju9u,0.01,0.01,0.01,0.38,0.01,0.01,0.01,0.01,0.52,0.01,8
irlgpm,0.0,0.09,0.0,0.0,0.0,0.0,0.29,0.18,0.19,0.24,6
irllsl,0.13,0.01,0.29,0.4,0.01,0.01,0.01,0.01,0.13,0.01,3
irn9hq,0.0,0.0,0.27,0.0,0.0,0.55,0.0,0.0,0.0,0.16,5
irq6wg,0.0,0.0,0.0,0.32,0.36,0.12,0.0,0.0,0.12,0.08,4
irsew9,0.1,0.01,0.6,0.01,0.01,0.26,0.01,0.01,0.01,0.01,2
irtuav,0.17,0.0,0.12,0.24,0.0,0.0,0.06,0.0,0.4,0.0,8
irwmip,0.0,0.0,0.07,0.25,0.1,0.11,0.1,0.0,0.27,0.11,8
irycfr,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.47,0.0,5
iryfng,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.47,0.07,8
irym4t,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.18,0.61,0.0,8
iryod5,0.1,0.0,0.21,0.0,0.0,0.0,0.21,0.0,0.45,0.0,8
irzlhp,0.23,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.54,0.0,8
is52v1,0.01,0.01,0.01,0.52,0.01,0.01,0.01,0.01,0.01,0.43,3
is7e24,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.95,0.01,8
ise9mx,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.06,0.21,0.1,4
isepjt,0.13,0.0,0.21,0.22,0.0,0.0,0.0,0.0,0.0,0.41,9
isld6e,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.45,0.46,0.0,8
isok2t,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.39,9
isom4x,0.31,0.0,0.07,0.0,0.27,0.0,0.0,0.0,0.34,0.0,8
isr0j6,0.31,0.01,0.01,0.26,0.01,0.01,0.01,0.01,0.39,0.01,8
isrnlm,0.0,0.0,0.14,0.0,0.0,0.15,0.0,0.12,0.47,0.12,8
istsk7,0.0,0.03,0.0,0.0,0.3,0.43,0.0,0.19,0.0,0.05,5
isxj8m,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.81,0.0,8
isyw10,0.18,0.0,0.54,0.0,0.0,0.26,0.0,0.0,0.0,0.0,2
isz0ki,0.0,0.0,0.0,0.1,0.14,0.27,0.1,0.0,0.37,0.0,8
isz0xt,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.16,8
it3fch,0.01,0.01,0.24,0.01,0.01,0.01,0.01,0.69,0.01,0.01,7
it5bdx,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.59,0.0,8
it6aos,0.0,0.0,0.23,0.29,0.18,0.0,0.11,0.19,0.0,0.0,3
it71qr,0.1,0.0,0.09,0.0,0.28,0.08,0.0,0.0,0.0,0.43,9
itcb7v,0.0,0.0,0.15,0.0,0.0,0.6,0.0,0.08,0.16,0.0,5
itdepq,0.14,0.01,0.01,0.01,0.01,0.33,0.01,0.01,0.01,0.46,9
itejve,0.14,0.0,0.0,0.05,0.0,0.33,0.25,0.0,0.21,0.03,5
ith9np,0.03,0.06,0.11,0.31,0.03,0.16,0.03,0.0,0.0,0.27,3
ithijz,0.0,0.0,0.16,0.0,0.27,0.43,0.0,0.12,0.0,0.0,5
itinn3,0.0,0.0,0.27,0.0,0.36,0.08,0.11,0.17,0.0,0.0,4
itjfik,0.7,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
itle6c,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,8
itmfry,0.05,0.08,0.0,0.07,0.47,0.23,0.0,0.09,0.0,0.0,4
itp2s2,0.03,0.03,0.7,0.03,0.03,0.03,0.03,0.03,0.03,0.03,2
itptbc,0.0,0.0,0.07,0.0,0.0,0.49,0.0,0.0,0.0,0.41,5
itqxk3,0.0,0.0,0.0,0.0,0.0,0.07,0.19,0.07,0.67,0.0,8
itu0yd,0.0,0.0,0.0,0.3,0.0,0.0,0.08,0.26,0.35,0.0,8
iu7bjf,0.01,0.22,0.01,0.01,0.01,0.01,0.01,0.35,0.28,0.11,7
iu83pz,0.35,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.6,9
iu9st5,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.37,0.25,4
iud8dr,0.46,0.0,0.45,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0
iuem7k,0.09,0.0,0.0,0.08,0.19,0.23,0.0,0.0,0.4,0.0,8
iui6vc,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.42,0.39,0.1,7
iuj1os,0.0,0.0,0.32,0.0,0.0,0.58,0.0,0.0,0.0,0.08,5
iulocg,0.0,0.16,0.27,0.0,0.0,0.23,0.1,0.0,0.0,0.22,2
iuqv2e,0.0,0.19,0.22,0.09,0.16,0.0,0.18,0.16,0.0,0.0,2
iv4n4m,0.18,0.0,0.18,0.07,0.0,0.0,0.0,0.0,0.56,0.0,8
iv5t63,0.01,0.01,0.54,0.01,0.01,0.16,0.01,0.27,0.01,0.01,2
ivbhtg,0.0,0.0,0.0,0.28,0.0,0.16,0.26,0.0,0.0,0.3,9
ivcsi1,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.67,0.0,0.19,7
ivhxfk,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.35,0.09,0.25,7
ivq53b,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.39,0.0,5
ivqbyj,0.0,0.0,0.0,0.0,0.78,0.0,0.2,0.0,0.0,0.0,4
ivrqpd,0.0,0.0,0.0,0.0,0.33,0.24,0.0,0.42,0.0,0.0,7
ivxw09,0.41,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.26,0.0,0
iw5l8e,0.0,0.03,0.0,0.13,0.0,0.0,0.08,0.11,0.5,0.15,8
iwaf6o,0.09,0.0,0.27,0.12,0.0,0.14,0.07,0.0,0.0,0.29,9
iwe8qu,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.82,0.02,8
iwff20,0.08,0.25,0.0,0.0,0.0,0.36,0.0,0.29,0.0,0.0,5
iwgwxg,0.0,0.0,0.08,0.0,0.39,0.26,0.13,0.13,0.0,0.0,4
iwop3c,0.11,0.0,0.55,0.0,0.05,0.2,0.0,0.0,0.0,0.08,2
iwr0mw,0.0,0.01,0.06,0.0,0.16,0.29,0.14,0.16,0.06,0.11,5
ix17q2,0.0,0.11,0.0,0.19,0.07,0.0,0.06,0.0,0.57,0.0,8
ix2682,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.91,9
ix5iu8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.55,0.07,8
ix7j6q,0.92,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0
ix8nmd,0.03,0.03,0.77,0.03,0.03,0.03,0.03,0.03,0.03,0.03,2
ixa1z8,0.37,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.22,0.0,2
ixaoz7,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.35,0.34,8
ixclgu,0.43,0.01,0.01,0.01,0.01,0.01,0.01,0.53,0.01,0.01,7
ixf093,0.0,0.0,0.0,0.0,0.52,0.0,0.17,0.0,0.13,0.17,4
ixhjln,0.0,0.08,0.0,0.1,0.0,0.28,0.05,0.16,0.31,0.0,8
iy04ij,0.0,0.0,0.0,0.0,0.31,0.3,0.0,0.0,0.0,0.36,9
iy06qi,0.0,0.17,0.0,0.0,0.06,0.61,0.0,0.0,0.0,0.16,5
iy33kx,0.0,0.1,0.0,0.0,0.45,0.0,0.35,0.1,0.0,0.0,4
iy36r5,0.0,0.0,0.24,0.06,0.0,0.15,0.0,0.0,0.54,0.0,8
iy39vs,0.42,0.01,0.01,0.01,0.01,0.53,0.01,0.01,0.01,0.01,5
iy3u2k,0.41,0.01,0.01,0.01,0.01,0.01,0.01,0.51,0.01,0.01,7
iy4415,0.13,0.01,0.01,0.35,0.26,0.01,0.01,0.01,0.23,0.01,3
iy9wb4,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.94,0.01,8
iydgag,0.3,0.01,0.65,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2
iymkyi,0.01,0.01,0.2,0.01,0.01,0.01,0.1,0.01,0.66,0.01,8
iyp7yd,0.01,0.01,0.01,0.15,0.01,0.01,0.01,0.19,0.63,0.01,8
iyptvp,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.67,9
iyqmwh,0.1,0.25,0.37,0.0,0.0,0.0,0.0,0.0,0.26,0.0,2
iyrbrq,0.0,0.14,0.0,0.1,0.0,0.0,0.0,0.0,0.45,0.28,8
iywitv,0.25,0.0,0.0,0.0,0.11,0.2,0.0,0.0,0.42,0.0,8
iywxoq,0.11,0.13,0.0,0.05,0.0,0.13,0.0,0.08,0.49,0.0,8
iyxfdx,0.0,0.0,0.0,0.06,0.56,0.16,0.06,0.17,0.0,0.0,4
izh8z4,0.0,0.04,0.16,0.12,0.0,0.08,0.0,0.0,0.59,0.0,8
izm01m,0.0,0.03,0.0,0.0,0.0,0.78,0.0,0.19,0.0,0.0,5
izmum0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,9
izoz5q,0.0,0.0,0.0,0.0,0.0,0.41,0.45,0.0,0.0,0.13,6
izpgds,0.03,0.03,0.03,0.77,0.03,0.03,0.03,0.03,0.03,0.03,3
izt43i,0.04,0.03,0.0,0.0,0.19,0.11,0.0,0.5,0.0,0.14,7
iztvmw,0.01,0.01,0.01,0.01,0.01,0.41,0.01,0.48,0.01,0.01,7
izui4k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.64,9
izw2hb,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.06,0.43,0.23,8
izwu9r,0.65,0.1,0.01,0.01,0.01,0.01,0.2,0.01,0.01,0.01,0
j03eaz,0.05,0.0,0.04,0.13,0.22,0.55,0.0,0.0,0.0,0.0,5
j0658o,0.11,0.07,0.0,0.29,0.0,0.28,0.23,0.0,0.0,0.0,3
j07mot,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.55,0.0,0.17,7
j09wfh,0.94,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0
j0aqvo,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.78,0.01,0.16,7
j0c2me,0.0,0.0,0.21,0.0,0.3,0.0,0.38,0.0,0.0,0.1,6
j0g3jh,0.0,0.0,0.0,0.0,0.28,0.32,0.0,0.0,0.0,0.39,9
j0jn0k,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.48,0.31,8
j0n4gf,0.01,0.01,0.01,0.16,0.78,0.01,0.01,0.01,0.01,0.01,4
j0p1zl,0.16,0.04,0.26,0.0,0.29,0.0,0.0,0.0,0.0,0.23,4
j0pehu,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.77,9
j0xm29,0.09,0.01,0.01,0.01,0.01,0.01,0.01,0.39,0.01,0.48,9
j123bb,0.01,0.01,0.01,0.82,0.01,0.01,0.12,0.01,0.01,0.01,3
j151fo,0.03,0.04,0.0,0.01,0.09,0.51,0.0,0.28,0.0,0.03,5
j152so,0.0,0.0,0.0,0.0,0.0,0.43,0.28,0.0,0.2,0.08,5
j15mf9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.21,0.71,9
j17e1i,0.0,0.0,0.29,0.0,0.0,0.0,0.32,0.12,0.0,0.24,6
j17n6l,0.9,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0
j17uk1,0.0,0.25,0.0,0.0,0.14,0.3,0.0,0.19,0.11,0.0,5
j1crpo,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.4,0.0,8
j1dg4k,0.06,0.0,0.0,0.0,0.01,0.5,0.0,0.06,0.23,0.15,5
j1e07n,0.0,0.09,0.0,0.0,0.31,0.0,0.06,0.3,0.23,0.0,4
j1ezls,0.19,0.0,0.36,0.0,0.35,0.0,0.0,0.09,0.0,0.0,2
j1ise0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.66,0.0,8
j1ptmp,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.43,9
j1szd5,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.93,0.01,8
j21xxk,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.65,0.0,8
j23k5l,0.01,0.01,0.01,0.01,0.01,0.76,0.01,0.01,0.01,0.2,5
j2430z,0.0,0.14,0.46,0.0,0.0,0.0,0.0,0.25,0.14,0.0,2
j29fxy,0.0,0.03,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.2,5
j29j2u,0.01,0.01,0.01,0.34,0.01,0.01,0.01,0.01,0.58,0.01,8
j2bn73,0.15,0.03,0.0,0.0,0.52,0.0,0.0,0.2,0.0,0.1,4
j2cs06,0.0,0.09,0.0,0.0,0.0,0.2,0.0,0.0,0.69,0.0,8
j2dgj0,0.0,0.0,0.15,0.0,0.0,0.54,0.0,0.24,0.0,0.06,5
j3379p,0.0,0.0,0.18,0.07,0.43,0.0,0.0,0.21,0.1,0.0,4
j34ejm,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.37,0.46,0.0,8
j35dyt,0.0,0.0,0.0,0.14,0.28,0.32,0.0,0.25,0.0,0.0,5
j36las,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.14,0.75,0.0,8
j36mov,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.69,0.22,8
j37dhx,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.17,0.46,0.0,8
j3jvwa,0.0,0.07,0.0,0.0,0.54,0.0,0.0,0.0,0.38,0.0,4
j3jzh5,0.0,0.0,0.0,0.31,0.36,0.0,0.0,0.0,0.19,0.13,4
j3pwdv,0.26,0.01,0.01,0.01,0.7,0.01,0.01,0.01,0.01,0.01,4
j3qfa6,0.01,0.01,0.01,0.01,0.01,0.91,0.01,0.01,0.01,0.01,5
j3qll2,0.0,0.0,0.35,0.0,0.0,0.54,0.0,0.0,0.0,0.1,5
j3rk4s,0.39,0.01,0.01,0.01,0.01,0.56,0.01,0.01,0.01,0.01,5
j3vrmg,0.0,0.0,0.26,0.0,0.22,0.24,0.15,0.0,0.0,0.11,2
j3w36c,0.13,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.69,9
j3ybtw,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.57,0.23,0.0,7
j3zbfk,0.0,0.08,0.18,0.05,0.0,0.0,0.28,0.0,0.3,0.09,8
j3zdn0,0.0,0.0,0.02,0.0,0.0,0.32,0.22,0.0,0.22,0.2,5
j429xq,0.25,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,9
j44s8c,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.83,0.0,8
j48ys9,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.47,0.32,0.0,7
j4eo4z,0.09,0.21,0.0,0.0,0.0,0.31,0.12,0.27,0.0,0.0,5
j4fuaj,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.49,0.33,8
j4jth8,0.08,0.0,0.0,0.31,0.0,0.18,0.09,0.0,0.33,0.0,8
j4kpuf,0.09,0.19,0.1,0.0,0.0,0.0,0.22,0.13,0.27,0.0,8
j4o36p,0.0,0.07,0.3,0.04,0.0,0.0,0.0,0.33,0.0,0.25,7
j4p7gp,0.0,0.0,0.0,0.49,0.18,0.0,0.0,0.31,0.0,0.0,3
j4q493,0.01,0.01,0.01,0.01,0.01,0.01,0.31,0.01,0.01,0.63,9
j4ufm2,0.01,0.01,0.01,0.3,0.01,0.01,0.01,0.31,0.33,0.01,8
j4utay,0.01,0.01,0.01,0.25,0.01,0.01,0.01,0.69,0.01,0.01,7
j4xfqv,0.0,0.0,0.0,0.0,0.2,0.0,0.23,0.0,0.55,0.0,8
j4yf8p,0.0,0.0,0.31,0.0,0.06,0.46,0.0,0.0,0.0,0.16,5
j515ra,0.0,0.04,0.0,0.0,0.0,0.0,0.19,0.5,0.0,0.25,7
j51k1x,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.87,0.01,0.01,7
j53mtu,0.41,0.01,0.31,0.01,0.01,0.24,0.01,0.01,0.01,0.01,0
j541xb,0.12,0.01,0.01,0.52,0.01,0.01,0.01,0.31,0.01,0.01,3
j54rxi,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.4,0.28,0.0,7
j55ank,0.15,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.47,9
j564io,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.23,0.0,3
j5aig0,0.0,0.0,0.07,0.09,0.0,0.16,0.16,0.21,0.26,0.04,8
j5cua8,0.0,0.06,0.0,0.0,0.26,0.0,0.0,0.38,0.29,0.0,7
j5g1x1,0.0,0.0,0.0,0.02,0.0,0.29,0.0,0.24,0.44,0.0,8
j5gajn,0.18,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.42,0.0,8
j5j7o8,0.0,0.0,0.06,0.18,0.57,0.0,0.0,0.18,0.0,0.0,4
j5kjy8,0.0,0.05,0.0,0.0,0.24,0.0,0.35,0.1,0.25,0.0,6
j5lpx7,0.01,0.01,0.36,0.01,0.01,0.01,0.01,0.01,0.01,0.57,9
j5o7n9,0.19,0.07,0.0,0.0,0.0,0.44,0.0,0.11,0.19,0.0,5
j5paaa,0.01,0.01,0.01,0.28,0.13,0.01,0.3,0.26,0.01,0.01,6
j5rz2t,0.02,0.2,0.41,0.02,0.02,0.02,0.02,0.02,0.02,0.27,2
j5v280,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.38,0.0,0.38,7
j5yos9,0.0,0.07,0.0,0.0,0.37,0.0,0.06,0.0,0.43,0.07,8
j687p8,0.0,0.03,0.07,0.0,0.23,0.0,0.08,0.0,0.56,0.03,8
j698so,0.0,0.03,0.08,0.0,0.23,0.0,0.07,0.0,0.55,0.04,8
j6bm1k,0.01,0.01,0.01,0.01,0.39,0.01,0.01,0.01,0.01,0.52,9
j6bwnv,0.0,0.0,0.11,0.0,0.0,0.63,0.1,0.05,0.0,0.11,5
j6coyo,0.0,0.0,0.34,0.12,0.0,0.0,0.33,0.21,0.0,0.0,2
j6iujr,0.01,0.01,0.01,0.5,0.01,0.01,0.01,0.01,0.26,0.21,3
j6jbj1,0.0,0.05,0.19,0.0,0.0,0.43,0.0,0.32,0.0,0.0,5
j6jt58,0.0,0.09,0.0,0.0,0.0,0.62,0.0,0.0,0.26,0.0,5
j6q1s1,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.38,0.27,8
j6qkur,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.12,0.59,0.0,8
j6sjgw,0.01,0.01,0.01,0.01,0.69,0.01,0.01,0.01,0.01,0.25,4
j6twp8,0.49,0.03,0.03,0.31,0.03,0.03,0.03,0.03,0.03,0.03,0
j6ybiy,0.33,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.36,9
j704cb,0.01,0.4,0.35,0.01,0.01,0.01,0.01,0.19,0.01,0.01,1
j70td5,0.0,0.17,0.29,0.0,0.26,0.1,0.0,0.17,0.0,0.0,2
j73m2t,0.06,0.06,0.22,0.08,0.21,0.0,0.0,0.0,0.18,0.2,2
j75ncd,0.0,0.0,0.0,0.0,0.16,0.82,0.0,0.0,0.0,0.0,5
j77ho5,0.29,0.0,0.0,0.0,0.0,0.41,0.0,0.11,0.17,0.0,5
j77t6v,0.0,0.21,0.16,0.05,0.0,0.16,0.0,0.41,0.01,0.0,7
j7aet9,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.55,0.0,8
j7eg3s,0.0,0.0,0.1,0.0,0.0,0.7,0.02,0.17,0.0,0.0,5
j7eoff,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.77,0.0,8
j7f1az,0.0,0.0,0.18,0.0,0.0,0.51,0.0,0.0,0.29,0.0,5
j7lsx1,0.18,0.0,0.0,0.19,0.0,0.15,0.46,0.0,0.0,0.0,6
j7nb1s,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.32,0.1,4
j7o2gs,0.0,0.09,0.0,0.0,0.0,0.0,0.22,0.0,0.67,0.0,8
j7og1r,0.0,0.0,0.18,0.0,0.26,0.53,0.02,0.0,0.0,0.0,5
j7pjez,0.0,0.06,0.0,0.0,0.21,0.32,0.31,0.1,0.0,0.0,5
j7pl13,0.01,0.16,0.24,0.01,0.01,0.01,0.36,0.01,0.2,0.01,6
j7r68b,0.0,0.0,0.0,0.0,0.0,0.31,0.14,0.0,0.54,0.0,8
j7umrp,0.21,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.41,0.34,8
j803o5,0.01,0.01,0.01,0.4,0.01,0.01,0.01,0.23,0.32,0.01,3
j803t3,0.0,0.07,0.14,0.0,0.41,0.36,0.0,0.0,0.0,0.0,4
j86zds,0.0,0.0,0.5,0.0,0.0,0.46,0.0,0.0,0.0,0.0,2
j870jo,0.07,0.0,0.0,0.0,0.07,0.0,0.65,0.0,0.2,0.0,6
j8ca1c,0.0,0.0,0.32,0.0,0.0,0.0,0.22,0.45,0.0,0.0,7
j8d4sh,0.0,0.0,0.24,0.0,0.18,0.0,0.08,0.0,0.0,0.48,9
j8fjl9,0.0,0.41,0.18,0.0,0.0,0.0,0.14,0.26,0.0,0.0,1
j8gvvy,0.0,0.0,0.0,0.47,0.32,0.0,0.0,0.0,0.0,0.18,3
j8jyhq,0.11,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.75,0.04,8
j8m9z3,0.0,0.02,0.1,0.17,0.32,0.08,0.0,0.07,0.24,0.0,4
j8mauu,0.01,0.13,0.33,0.14,0.01,0.01,0.01,0.37,0.01,0.01,7
j8o3lr,0.0,0.0,0.0,0.16,0.52,0.0,0.0,0.0,0.31,0.0,4
j8ohk7,0.0,0.2,0.0,0.0,0.0,0.0,0.19,0.57,0.0,0.0,7
j8rbhx,0.0,0.02,0.0,0.03,0.3,0.0,0.05,0.43,0.16,0.0,7
j8sa02,0.01,0.91,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1
j8snmx,0.01,0.01,0.01,0.18,0.01,0.01,0.36,0.01,0.01,0.42,9
j8vsod,0.0,0.03,0.11,0.0,0.33,0.31,0.02,0.08,0.12,0.0,4
j8vyta,0.0,0.01,0.27,0.0,0.0,0.21,0.0,0.0,0.5,0.0,8
j8wriq,0.06,0.12,0.0,0.0,0.0,0.13,0.06,0.12,0.5,0.0,8
j9117v,0.07,0.08,0.0,0.0,0.0,0.37,0.04,0.11,0.04,0.3,5
j917fk,0.0,0.02,0.06,0.11,0.36,0.19,0.15,0.0,0.1,0.0,4
j91scp,0.08,0.0,0.0,0.03,0.06,0.48,0.0,0.1,0.17,0.09,5
j93dzg,0.0,0.06,0.0,0.0,0.59,0.0,0.33,0.0,0.0,0.0,4
j94do0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.16,0.8,9
j9epji,0.0,0.0,0.0,0.0,0.13,0.25,0.0,0.0,0.6,0.0,8
j9f2aq,0.11,0.12,0.0,0.0,0.3,0.1,0.0,0.12,0.0,0.25,4
j9kdo7,0.07,0.06,0.15,0.0,0.0,0.07,0.0,0.21,0.37,0.07,8
j9noga,0.0,0.07,0.17,0.0,0.0,0.0,0.11,0.27,0.22,0.16,7
j9ntwj,0.01,0.01,0.01,0.23,0.01,0.01,0.36,0.01,0.38,0.01,8
j9o3g3,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.55,0.0,0.0,7
