,t0 help,t1 control,t2 want,t3 symptom,t4 ultrasound,t5 nt,t6 ovary,t7 bleeding,t8 bad,t9 surgery,dominant_topic
mrkepv,0.0,0.09,0.24,0.0,0.0,0.23,0.12,0.3,0.0,0.0,7
mrn8ct,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.13,0.0,0.64,9
mrnodr,0.04,0.0,0.22,0.0,0.0,0.0,0.39,0.0,0.19,0.15,6
mrobnr,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.9,0.01,8
mroqdf,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.19,0.0,0.58,9
mrp4aq,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.51,0.45,0.0,7
mrq2ug,0.0,0.0,0.0,0.25,0.12,0.0,0.62,0.0,0.0,0.0,6
mrsvd4,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.91,0.01,8
mrsz9x,0.42,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0
mrt4i8,0.0,0.0,0.0,0.0,0.0,0.68,0.05,0.0,0.0,0.26,5
mruedr,0.0,0.2,0.27,0.08,0.19,0.0,0.0,0.07,0.0,0.2,2
mrv2bb,0.7,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0
mrx5gb,0.17,0.01,0.65,0.01,0.01,0.01,0.13,0.01,0.01,0.01,2
ms072j,0.05,0.0,0.0,0.22,0.27,0.08,0.0,0.37,0.0,0.0,7
ms0b5f,0.0,0.0,0.0,0.27,0.0,0.55,0.0,0.16,0.0,0.0,5
ms0m58,0.12,0.0,0.11,0.0,0.0,0.34,0.18,0.0,0.24,0.0,5
ms1dps,0.0,0.0,0.0,0.17,0.27,0.24,0.3,0.0,0.0,0.0,6
ms1hy2,0.01,0.01,0.01,0.01,0.01,0.01,0.49,0.45,0.01,0.01,6
ms1lop,0.83,0.01,0.13,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0
ms2rdf,0.17,0.12,0.0,0.21,0.0,0.0,0.0,0.3,0.0,0.2,7
ms2yly,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.0,0.06,0.0,6
ms36rk,0.07,0.0,0.15,0.0,0.0,0.22,0.21,0.0,0.0,0.34,9
ms5nnq,0.24,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.39,0.32,8
ms65o0,0.0,0.02,0.0,0.08,0.14,0.49,0.19,0.0,0.0,0.08,5
ms6k96,0.13,0.0,0.0,0.0,0.45,0.26,0.0,0.0,0.15,0.0,4
msalsm,0.0,0.0,0.08,0.28,0.42,0.0,0.0,0.0,0.1,0.1,4
msauuv,0.0,0.0,0.0,0.0,0.27,0.4,0.16,0.0,0.0,0.16,5
msb8jf,0.11,0.03,0.11,0.16,0.0,0.0,0.05,0.08,0.31,0.15,8
mscj10,0.0,0.0,0.0,0.11,0.59,0.0,0.09,0.0,0.0,0.19,4
msdr5k,0.54,0.01,0.39,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0
msep9x,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.09,0.0,0.41,5
msj6r2,0.0,0.04,0.0,0.0,0.34,0.13,0.08,0.09,0.31,0.0,4
mskvaj,0.0,0.0,0.0,0.0,0.24,0.38,0.0,0.0,0.0,0.36,5
mskw4q,0.0,0.19,0.0,0.04,0.0,0.0,0.55,0.22,0.0,0.0,6
mso6hz,0.5,0.01,0.01,0.21,0.01,0.01,0.01,0.01,0.01,0.21,0
msoto0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.55,9
mspi5a,0.0,0.07,0.0,0.0,0.0,0.0,0.14,0.0,0.77,0.0,8
mspvrs,0.0,0.0,0.0,0.29,0.21,0.0,0.0,0.0,0.23,0.26,3
msrzz5,0.0,0.29,0.0,0.0,0.13,0.0,0.0,0.0,0.48,0.08,8
mssnbi,0.7,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.26,0.01,0
mswjxd,0.0,0.08,0.0,0.0,0.0,0.58,0.1,0.22,0.0,0.0,5
mswrz3,0.0,0.18,0.0,0.0,0.0,0.19,0.0,0.61,0.0,0.0,7
msxvdf,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.27,0.54,0.0,8
msxytr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.15,8
mt07b2,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.33,0.45,0.0,8
mt63fu,0.0,0.2,0.0,0.0,0.19,0.54,0.06,0.0,0.0,0.0,5
mt7or1,0.0,0.01,0.08,0.32,0.17,0.0,0.06,0.0,0.36,0.0,8
mt9ac6,0.0,0.0,0.0,0.08,0.0,0.0,0.4,0.09,0.41,0.0,8
mt9e89,0.0,0.02,0.0,0.0,0.0,0.31,0.0,0.1,0.35,0.22,8
mtcbdz,0.15,0.0,0.0,0.13,0.0,0.31,0.11,0.0,0.0,0.27,5
mtd27r,0.0,0.03,0.0,0.07,0.25,0.22,0.0,0.21,0.19,0.03,4
mtewtu,0.19,0.0,0.17,0.0,0.0,0.48,0.0,0.0,0.0,0.15,5
mtf7xc,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.68,9
mtfk8r,0.0,0.0,0.05,0.0,0.19,0.09,0.32,0.0,0.34,0.0,8
mtg2zg,0.0,0.0,0.0,0.0,0.5,0.0,0.47,0.0,0.0,0.0,4
mtgns9,0.41,0.01,0.47,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2
mth4zy,0.08,0.05,0.0,0.15,0.17,0.0,0.0,0.06,0.38,0.1,8
mthny7,0.0,0.0,0.0,0.41,0.13,0.0,0.15,0.0,0.31,0.0,3
mtibce,0.0,0.0,0.0,0.0,0.43,0.22,0.0,0.27,0.0,0.08,4
mtkoc8,0.05,0.0,0.0,0.25,0.31,0.15,0.0,0.24,0.0,0.0,4
mtmkrv,0.04,0.0,0.09,0.03,0.07,0.34,0.24,0.13,0.0,0.06,5
mtp4fi,0.0,0.0,0.0,0.17,0.0,0.59,0.0,0.0,0.22,0.0,5
mtpnuk,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.18,5
mtqvs8,0.16,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.0,0.21,5
mtr40n,0.16,0.0,0.33,0.0,0.26,0.0,0.0,0.24,0.0,0.0,2
mtr5j9,0.08,0.06,0.22,0.06,0.0,0.0,0.0,0.25,0.18,0.13,7
mtr9yl,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.34,0.34,0.09,7
mttksu,0.15,0.01,0.01,0.15,0.61,0.01,0.01,0.01,0.01,0.01,4
mturhx,0.0,0.0,0.0,0.24,0.0,0.37,0.0,0.2,0.0,0.18,5
mtvsop,0.72,0.0,0.0,0.0,0.0,0.19,0.07,0.0,0.0,0.0,0
mtvw1m,0.0,0.07,0.25,0.12,0.28,0.0,0.27,0.0,0.0,0.0,4
mtw3ak,0.0,0.0,0.0,0.07,0.19,0.0,0.14,0.0,0.59,0.0,8
mtxhje,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.85,0.0,0.0,7
mtzv1x,0.09,0.01,0.26,0.01,0.01,0.01,0.01,0.01,0.41,0.2,8
mu284n,0.01,0.01,0.01,0.01,0.01,0.26,0.01,0.01,0.68,0.01,8
mu2vdb,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,9
mu31j1,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.47,0.0,5
mu33ch,0.0,0.0,0.17,0.08,0.12,0.08,0.0,0.0,0.0,0.54,9
mu4wny,0.13,0.17,0.0,0.0,0.0,0.17,0.0,0.44,0.0,0.07,7
mu675i,0.0,0.0,0.44,0.0,0.0,0.0,0.31,0.23,0.0,0.0,2
mu6dhj,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.86,0.01,0.09,7
mu6qqe,0.21,0.0,0.0,0.0,0.24,0.0,0.48,0.0,0.0,0.07,6
mu8mu1,0.03,0.03,0.7,0.03,0.03,0.03,0.03,0.03,0.03,0.03,2
mu8zvt,0.0,0.0,0.0,0.0,0.71,0.09,0.0,0.0,0.0,0.19,4
mubmp7,0.28,0.01,0.48,0.19,0.01,0.01,0.01,0.01,0.01,0.01,2
muf3w5,0.01,0.01,0.21,0.57,0.15,0.01,0.01,0.01,0.01,0.01,3
mugish,0.24,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.5,0.0,8
mujeox,0.25,0.01,0.01,0.2,0.01,0.01,0.01,0.01,0.01,0.51,9
muoa9j,0.0,0.0,0.0,0.11,0.0,0.0,0.39,0.24,0.0,0.24,6
mupeaa,0.26,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.46,0.0,8
muqewr,0.0,0.0,0.0,0.03,0.0,0.61,0.0,0.0,0.0,0.35,5
murxao,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.82,9
mus290,0.0,0.22,0.18,0.17,0.0,0.0,0.0,0.4,0.0,0.0,7
mv32s7,0.0,0.0,0.0,0.0,0.61,0.0,0.21,0.0,0.0,0.17,4
mv3sdx,0.01,0.01,0.92,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2
mv5bpc,0.0,0.0,0.0,0.0,0.29,0.21,0.0,0.0,0.49,0.0,8
mv8pzx,0.02,0.02,0.02,0.02,0.39,0.02,0.02,0.02,0.02,0.47,9
mv9q3i,0.0,0.06,0.19,0.0,0.0,0.28,0.46,0.0,0.0,0.0,6
mvf24o,0.01,0.01,0.01,0.01,0.01,0.87,0.01,0.01,0.01,0.01,5
mvf331,0.43,0.0,0.22,0.06,0.0,0.0,0.0,0.0,0.28,0.0,0
mvg5v3,0.03,0.0,0.18,0.0,0.0,0.0,0.0,0.29,0.38,0.12,8
mvg8t3,0.0,0.0,0.29,0.0,0.0,0.69,0.0,0.0,0.0,0.0,5
mvhoef,0.08,0.0,0.0,0.0,0.19,0.64,0.0,0.09,0.0,0.0,5
mvi9rr,0.13,0.0,0.24,0.0,0.0,0.48,0.0,0.0,0.13,0.0,5
mvitmd,0.0,0.03,0.0,0.0,0.16,0.25,0.0,0.38,0.17,0.0,7
mvjh5t,0.0,0.01,0.16,0.06,0.15,0.25,0.22,0.16,0.0,0.0,5
mvls2f,0.09,0.0,0.0,0.41,0.15,0.0,0.0,0.0,0.34,0.0,3
mvn1bm,0.02,0.02,0.02,0.4,0.02,0.02,0.02,0.02,0.44,0.02,8
mvn7gj,0.45,0.0,0.06,0.0,0.09,0.0,0.22,0.18,0.0,0.0,0
mvqbkx,0.01,0.01,0.01,0.39,0.01,0.01,0.01,0.01,0.56,0.01,8
mvrrtb,0.15,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.53,9
mvs4n1,0.01,0.01,0.01,0.76,0.01,0.01,0.01,0.18,0.01,0.01,3
mvt6ak,0.0,0.06,0.0,0.12,0.19,0.34,0.01,0.16,0.11,0.0,5
mvtx53,0.01,0.39,0.01,0.01,0.01,0.01,0.01,0.53,0.01,0.01,7
mvxt59,0.0,0.0,0.0,0.0,0.35,0.0,0.25,0.0,0.39,0.0,8
mvxt6g,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.36,0.3,0.0,7
mw1chw,0.04,0.08,0.0,0.0,0.0,0.53,0.0,0.16,0.16,0.02,5
mw42ad,0.0,0.0,0.0,0.0,0.05,0.0,0.52,0.18,0.24,0.0,6
mw8fti,0.13,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.24,0.59,9
mw915o,0.0,0.0,0.08,0.0,0.4,0.29,0.0,0.0,0.0,0.22,4
mw9lp0,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.0,0.16,0.0,4
mwax4a,0.01,0.35,0.01,0.01,0.01,0.01,0.61,0.01,0.01,0.01,6
mway9u,0.01,0.35,0.01,0.01,0.01,0.01,0.61,0.01,0.01,0.01,6
mwb214,0.18,0.0,0.0,0.22,0.0,0.0,0.12,0.04,0.43,0.0,8
mwbhpn,0.19,0.0,0.0,0.0,0.38,0.0,0.29,0.0,0.0,0.13,4
mwbunw,0.0,0.0,0.38,0.0,0.0,0.0,0.13,0.34,0.0,0.14,2
mwbwmh,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.0,8
mwdftc,0.09,0.0,0.0,0.05,0.23,0.58,0.0,0.0,0.0,0.04,5
mwek2p,0.28,0.11,0.0,0.0,0.0,0.17,0.0,0.0,0.31,0.12,8
mwesqn,0.0,0.0,0.0,0.08,0.0,0.52,0.0,0.38,0.0,0.0,5
mwhhyc,0.0,0.11,0.2,0.0,0.0,0.0,0.66,0.0,0.0,0.0,6
mwhwgr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,8
mwms01,0.0,0.0,0.17,0.06,0.0,0.66,0.06,0.0,0.04,0.0,5
mwnkj0,0.28,0.0,0.0,0.0,0.15,0.18,0.0,0.1,0.29,0.0,8
mwqmfk,0.0,0.0,0.0,0.22,0.06,0.25,0.19,0.0,0.28,0.0,8
mwtzef,0.04,0.0,0.0,0.0,0.23,0.0,0.0,0.71,0.0,0.0,7
mwu0s1,0.0,0.04,0.0,0.0,0.13,0.15,0.0,0.41,0.26,0.0,7
mwurg5,0.0,0.02,0.0,0.01,0.16,0.42,0.0,0.14,0.25,0.0,5
mx17l4,0.0,0.18,0.12,0.0,0.0,0.69,0.0,0.0,0.0,0.0,5
mx1cjc,0.02,0.02,0.0,0.02,0.11,0.38,0.0,0.12,0.0,0.34,5
mx1g5t,0.0,0.0,0.0,0.32,0.21,0.44,0.0,0.0,0.0,0.0,5
mx2w8t,0.01,0.01,0.01,0.01,0.01,0.87,0.01,0.01,0.01,0.01,5
mxb7hg,0.0,0.05,0.0,0.0,0.28,0.36,0.0,0.0,0.3,0.0,5
mxbs0s,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.95,0.01,8
mxdw13,0.13,0.0,0.16,0.0,0.0,0.19,0.0,0.0,0.52,0.0,8
mxh31f,0.0,0.03,0.19,0.0,0.0,0.0,0.02,0.0,0.76,0.0,8
mxhsvy,0.0,0.0,0.09,0.05,0.0,0.79,0.06,0.0,0.0,0.0,5
mxjdp5,0.09,0.01,0.12,0.26,0.09,0.16,0.09,0.1,0.06,0.03,3
mxjf5h,0.0,0.0,0.05,0.0,0.0,0.17,0.0,0.0,0.77,0.0,8
mxjnn9,0.23,0.0,0.18,0.19,0.0,0.0,0.0,0.17,0.22,0.0,0
mxlis4,0.0,0.05,0.1,0.16,0.15,0.05,0.27,0.22,0.0,0.0,6
mxlxgg,0.3,0.04,0.19,0.0,0.04,0.0,0.0,0.23,0.2,0.0,0
mxoeph,0.0,0.06,0.04,0.0,0.2,0.0,0.0,0.45,0.23,0.0,7
mxp0db,0.0,0.09,0.0,0.0,0.34,0.21,0.12,0.23,0.0,0.0,4
mxp7h0,0.0,0.0,0.0,0.0,0.07,0.0,0.49,0.0,0.0,0.42,6
mxpjax,0.19,0.0,0.0,0.26,0.37,0.0,0.0,0.0,0.17,0.0,4
mxsflh,0.0,0.0,0.0,0.35,0.17,0.08,0.22,0.0,0.17,0.0,3
mxsugd,0.14,0.01,0.01,0.01,0.01,0.01,0.01,0.28,0.01,0.54,9
mxuwyp,0.0,0.0,0.25,0.0,0.0,0.0,0.15,0.0,0.0,0.59,9
mxwadh,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.95,9
mxwr4y,0.03,0.03,0.7,0.03,0.03,0.03,0.03,0.03,0.03,0.03,2
mxyhv3,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.51,0.0,8
mxz4na,0.51,0.0,0.0,0.0,0.0,0.35,0.04,0.09,0.0,0.0,0
my0jyh,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.73,0.0,8
my3vk2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
my41em,0.88,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
my6go8,0.0,0.0,0.0,0.3,0.26,0.0,0.0,0.0,0.37,0.06,8
my6uem,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.62,0.0,8
my9ajf,0.08,0.03,0.0,0.0,0.0,0.23,0.0,0.0,0.65,0.0,8
myggjc,0.05,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.64,0.0,8
mygx36,0.0,0.0,0.12,0.0,0.0,0.69,0.12,0.06,0.0,0.0,5
myigci,0.05,0.02,0.0,0.0,0.32,0.0,0.0,0.5,0.11,0.0,7
myimjt,0.19,0.0,0.23,0.0,0.0,0.35,0.0,0.11,0.09,0.04,5
myippx,0.0,0.0,0.0,0.0,0.0,0.38,0.1,0.19,0.3,0.0,5
myj0qs,0.05,0.03,0.0,0.51,0.0,0.0,0.0,0.1,0.24,0.05,3
myjb6g,0.0,0.16,0.19,0.21,0.0,0.0,0.21,0.22,0.0,0.0,7
mykgmf,0.52,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.36,0.01,0
mymtmf,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.24,0.0,4
mypjtj,0.15,0.0,0.15,0.0,0.25,0.0,0.26,0.0,0.0,0.18,6
mys5n0,0.45,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.11,0.4,0
mys7qo,0.07,0.0,0.32,0.03,0.0,0.35,0.0,0.12,0.11,0.0,5
mywslp,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.49,0.0,6
myzp93,0.6,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.22,0.0,0
mz1rg7,0.0,0.0,0.09,0.0,0.0,0.0,0.15,0.25,0.23,0.28,9
mz2mh2,0.09,0.06,0.13,0.03,0.0,0.0,0.42,0.0,0.0,0.27,6
mz4mih,0.0,0.0,0.0,0.25,0.0,0.0,0.26,0.0,0.28,0.19,8
mz4tio,0.12,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.0,8
mz7sbs,0.0,0.0,0.0,0.0,0.0,0.27,0.13,0.17,0.25,0.17,5
mz8gpe,0.21,0.0,0.0,0.0,0.06,0.15,0.0,0.0,0.55,0.03,8
mz8sjn,0.0,0.0,0.0,0.11,0.34,0.2,0.0,0.18,0.0,0.16,4
mzbbqw,0.0,0.0,0.0,0.15,0.24,0.0,0.04,0.09,0.42,0.06,8
mzbmdm,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,7
mzbmsf,0.67,0.0,0.0,0.2,0.11,0.0,0.0,0.0,0.0,0.0,0
mzex0i,0.0,0.1,0.06,0.0,0.0,0.31,0.0,0.25,0.22,0.06,5
mzh29l,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.35,0.29,0.0,7
mzh5ex,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.87,0.01,0.01,7
mzo40b,0.03,0.03,0.29,0.03,0.51,0.03,0.03,0.03,0.03,0.03,4
mzste7,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.94,0.01,0.01,7
mzuguo,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.0,8
mzus9t,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.11,0.2,0.0,3
mzwtgo,0.01,0.01,0.01,0.01,0.01,0.55,0.01,0.01,0.01,0.39,5
mzwxzm,0.29,0.0,0.09,0.0,0.0,0.0,0.0,0.17,0.44,0.0,8
mzxpzs,0.0,0.03,0.0,0.16,0.23,0.0,0.05,0.43,0.0,0.1,7
mzxwaq,0.26,0.01,0.01,0.19,0.01,0.48,0.01,0.01,0.01,0.01,5
n00to0,0.02,0.02,0.85,0.02,0.02,0.02,0.02,0.02,0.02,0.02,2
n02bp1,0.01,0.01,0.01,0.01,0.01,0.01,0.26,0.01,0.69,0.01,8
n02fuh,0.03,0.36,0.03,0.37,0.03,0.03,0.03,0.03,0.03,0.03,3
n06xyb,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.48,0.41,0.0,7
n0acll,0.17,0.0,0.0,0.0,0.27,0.53,0.0,0.0,0.0,0.0,5
n0fk70,0.14,0.03,0.11,0.08,0.0,0.15,0.0,0.47,0.0,0.0,7
n0k4xi,0.17,0.0,0.45,0.04,0.0,0.0,0.15,0.0,0.18,0.0,2
n0kvui,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.22,0.0,0.0,4
n0ldoj,0.0,0.11,0.2,0.18,0.37,0.0,0.0,0.0,0.0,0.13,4
n0n3x9,0.08,0.03,0.0,0.13,0.0,0.0,0.0,0.1,0.65,0.0,8
n0n5f0,0.0,0.02,0.0,0.12,0.39,0.0,0.0,0.3,0.16,0.0,4
n0piv2,0.0,0.14,0.1,0.29,0.21,0.0,0.0,0.03,0.0,0.22,3
n0qp42,0.59,0.01,0.01,0.33,0.01,0.01,0.01,0.01,0.01,0.01,0
n0qxev,0.0,0.0,0.35,0.0,0.04,0.49,0.0,0.0,0.0,0.11,5
n0s688,0.0,0.0,0.25,0.0,0.0,0.0,0.1,0.46,0.17,0.0,7
n0xsjl,0.0,0.23,0.34,0.0,0.12,0.0,0.03,0.0,0.0,0.28,2
n0ylgn,0.0,0.02,0.66,0.0,0.0,0.0,0.0,0.21,0.0,0.09,2
n0ymzp,0.0,0.08,0.0,0.08,0.26,0.0,0.0,0.19,0.39,0.0,8
n100iv,0.0,0.0,0.0,0.0,0.39,0.0,0.59,0.0,0.0,0.0,6
n142vb,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.94,0.01,8
n15ndq,0.11,0.03,0.15,0.14,0.16,0.0,0.12,0.23,0.07,0.0,7
n15tnt,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.09,0.28,5
n164x6,0.0,0.03,0.04,0.05,0.32,0.0,0.42,0.03,0.0,0.11,6
n17ouh,0.03,0.0,0.13,0.05,0.0,0.2,0.0,0.06,0.42,0.1,8
n18ht9,0.86,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
n19svr,0.65,0.01,0.01,0.27,0.01,0.01,0.01,0.01,0.01,0.01,0
n1amld,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.35,0.21,6
n1b3mz,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.94,9
n1c2yj,0.0,0.1,0.0,0.0,0.0,0.29,0.0,0.59,0.0,0.0,7
n1cpzf,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.26,0.1,0.09,6
n1dn40,0.0,0.0,0.0,0.0,0.47,0.28,0.1,0.14,0.0,0.0,4
n1gslt,0.0,0.0,0.0,0.25,0.38,0.34,0.0,0.0,0.0,0.0,4
n1hbzo,0.3,0.0,0.06,0.0,0.0,0.48,0.15,0.0,0.0,0.0,5
n1hmcb,0.32,0.25,0.16,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0
n1izl8,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.51,0.01,0.41,7
n1kage,0.0,0.0,0.11,0.19,0.0,0.53,0.16,0.0,0.0,0.0,5
n1lq1v,0.06,0.42,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.07,5
n2arn0,0.0,0.0,0.0,0.28,0.3,0.0,0.0,0.0,0.39,0.0,8
n2do44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,8
n2h5d1,0.0,0.07,0.0,0.0,0.2,0.09,0.0,0.46,0.18,0.0,7
n2hw9x,0.0,0.14,0.0,0.09,0.06,0.0,0.0,0.55,0.16,0.0,7
n2qdlv,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.14,0.52,0.0,8
n2x3pe,0.18,0.0,0.0,0.31,0.17,0.0,0.0,0.0,0.32,0.0,8
n2xlkx,0.0,0.0,0.0,0.17,0.12,0.09,0.1,0.13,0.26,0.12,8
n2zbkl,0.0,0.1,0.0,0.0,0.12,0.52,0.0,0.0,0.1,0.15,5
n2ze08,0.0,0.0,0.11,0.07,0.36,0.0,0.0,0.15,0.31,0.0,4
n3d7x0,0.0,0.0,0.54,0.14,0.29,0.0,0.0,0.0,0.0,0.0,2
n3g7zc,0.01,0.01,0.49,0.01,0.01,0.2,0.01,0.01,0.28,0.01,2
n3gl3f,0.0,0.0,0.0,0.16,0.61,0.03,0.18,0.0,0.0,0.0,4
n3gzz3,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.08,5
n3hz6x,0.0,0.0,0.0,0.0,0.23,0.26,0.5,0.0,0.0,0.0,6
n3i7gr,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.21,0.44,0.29,8
n3io4p,0.27,0.04,0.0,0.0,0.1,0.41,0.0,0.17,0.0,0.0,5
n3n2ef,0.0,0.0,0.25,0.19,0.03,0.39,0.14,0.0,0.0,0.0,5
n3nh0k,0.0,0.02,0.0,0.02,0.31,0.28,0.0,0.14,0.0,0.23,4
n3uq6c,0.0,0.09,0.09,0.0,0.0,0.2,0.0,0.31,0.3,0.0,7
n3wvvj,0.0,0.0,0.0,0.0,0.0,0.48,0.06,0.0,0.44,0.0,5
n3z8qd,0.37,0.02,0.02,0.02,0.02,0.02,0.47,0.02,0.02,0.02,6
n40dfd,0.0,0.21,0.42,0.0,0.23,0.0,0.0,0.0,0.0,0.12,2
n43r8a,0.18,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.14,0.43,9
n471kc,0.0,0.0,0.11,0.11,0.22,0.0,0.0,0.29,0.13,0.13,7
n47kyr,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.82,0.05,8
n4adep,0.38,0.0,0.31,0.0,0.0,0.0,0.05,0.14,0.0,0.11,0
n4b48k,0.0,0.0,0.0,0.04,0.0,0.45,0.34,0.0,0.0,0.17,5
n4bha2,0.04,0.15,0.0,0.21,0.0,0.0,0.0,0.6,0.0,0.0,7
n4c14l,0.0,0.25,0.21,0.0,0.0,0.0,0.0,0.51,0.0,0.0,7
n4fhnm,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.09,0.0,0.56,9
n4hank,0.0,0.12,0.17,0.0,0.0,0.3,0.0,0.3,0.1,0.0,5
n4jet6,0.01,0.01,0.01,0.01,0.3,0.4,0.26,0.01,0.01,0.01,5
n4m8dw,0.77,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0
n4te1g,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.28,0.43,0.14,8
n4vxjv,0.0,0.06,0.37,0.0,0.0,0.3,0.0,0.0,0.26,0.0,2
n4wt1u,0.09,0.09,0.0,0.0,0.22,0.09,0.03,0.02,0.46,0.0,8
n4yi6e,0.0,0.0,0.0,0.0,0.0,0.31,0.39,0.0,0.0,0.28,6
n50lbm,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.87,0.01,0.01,7
n50pd1,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.77,0.03,8
n50rvk,0.0,0.0,0.23,0.0,0.0,0.1,0.05,0.33,0.27,0.0,7
n50y60,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.37,0.47,0.0,8
n51isc,0.04,0.0,0.15,0.0,0.24,0.0,0.0,0.35,0.17,0.05,7
n53ww7,0.01,0.01,0.01,0.01,0.01,0.01,0.59,0.01,0.01,0.37,6
n54q0d,0.57,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0
n56tha,0.0,0.06,0.0,0.0,0.0,0.37,0.32,0.0,0.0,0.23,5
n58609,0.0,0.11,0.0,0.21,0.14,0.0,0.0,0.16,0.31,0.07,8
n59b9a,0.45,0.01,0.01,0.01,0.01,0.01,0.01,0.45,0.01,0.01,0
