,t0 pregnant,t1 amp,t2 help,t3 weight,t4 symptom,t5 ultrasound,t6 tissue,t7 surgery,t8 nt,t9 surgery,t10 experience,t11 back,t12 nt,t13 pill,t14 control,dominant_topic
hxa6k6,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,10
hxarea,0.0,0.0,0.0,0.07,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,11
hxcf3l,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.49,0.0,0.0,0.0,0.17,0.0,9
hxcsp7,0.0,0.0,0.0,0.06,0.0,0.08,0.0,0.27,0.0,0.28,0.0,0.29,0.0,0.0,0.0,11
hxd68d,0.11,0.02,0.0,0.0,0.23,0.0,0.0,0.12,0.0,0.0,0.1,0.0,0.41,0.0,0.0,12
hxds6k,0.0,0.01,0.0,0.0,0.0,0.25,0.0,0.0,0.33,0.0,0.0,0.01,0.32,0.0,0.08,8
hxeg6d,0.0,0.03,0.05,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.2,0.03,0.0,0.34,0.13,13
hxel6o,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.68,0.0,0.0,0.0,0.23,0.0,0.0,0.0,7
hxeql0,0.0,0.0,0.09,0.0,0.0,0.02,0.0,0.1,0.35,0.28,0.0,0.0,0.16,0.0,0.0,8
hxffkf,0.0,0.0,0.0,0.07,0.0,0.08,0.03,0.38,0.0,0.0,0.08,0.0,0.14,0.0,0.2,7
hxfunt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.0,0.0,0.15,11
hxhat1,0.0,0.0,0.1,0.0,0.24,0.0,0.0,0.0,0.28,0.34,0.0,0.0,0.0,0.0,0.0,9
hxo3jl,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.92,0.01,0.01,0.01,0.01,10
hxohyu,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,4
hxq88d,0.0,0.0,0.0,0.12,0.23,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.12,0.0,0.34,14
hxrs0k,0.0,0.02,0.16,0.0,0.0,0.0,0.0,0.0,0.2,0.22,0.13,0.0,0.0,0.07,0.19,9
hxuiqp,0.0,0.0,0.13,0.0,0.21,0.0,0.0,0.49,0.0,0.06,0.0,0.0,0.0,0.09,0.0,7
hxvvjg,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.15,0.0,0.05,0.4,14
hxw0uu,0.0,0.0,0.0,0.0,0.24,0.46,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,5
hy1d5l,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.51,0.0,0.17,12
hy4h8t,0.11,0.0,0.11,0.0,0.0,0.0,0.04,0.34,0.0,0.0,0.0,0.0,0.39,0.0,0.0,12
hyc0dt,0.0,0.02,0.0,0.0,0.52,0.08,0.0,0.0,0.0,0.15,0.0,0.22,0.0,0.0,0.0,4
hydlyj,0.03,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.42,0.17,0.0,0.0,0.0,0.0,0.26,8
hyhpwj,0.02,0.04,0.0,0.0,0.11,0.09,0.16,0.17,0.04,0.0,0.11,0.02,0.0,0.16,0.07,7
hyj7jn,0.05,0.0,0.08,0.0,0.26,0.18,0.0,0.0,0.0,0.0,0.1,0.08,0.13,0.11,0.0,4
hymo9h,0.15,0.0,0.04,0.0,0.0,0.0,0.09,0.45,0.0,0.0,0.0,0.0,0.0,0.15,0.1,7
hyoimx,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.11,0.08,0.07,0.0,0.0,0.12,0.29,4
hyunwu,0.0,0.0,0.0,0.0,0.87,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
hyv12x,0.0,0.0,0.25,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.11,0.0,11
hywaa3,0.0,0.0,0.0,0.0,0.51,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.05,0.0,4
hyy4vm,0.08,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.49,0.09,0.0,0.0,0.26,0.0,0.0,8
hyypv7,0.0,0.06,0.0,0.03,0.24,0.0,0.0,0.0,0.0,0.24,0.0,0.19,0.0,0.0,0.23,4
hz0heh,0.0,0.0,0.07,0.0,0.53,0.0,0.1,0.17,0.12,0.0,0.0,0.0,0.0,0.0,0.0,4
hz2en5,0.0,0.16,0.04,0.0,0.0,0.42,0.0,0.0,0.3,0.0,0.07,0.0,0.0,0.0,0.0,5
hz4w5l,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.15,0.0,0.0,0.51,14
hz61kz,0.0,0.0,0.05,0.08,0.14,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.15,0.14,0.36,14
hz6hs4,0.0,0.0,0.0,0.0,0.0,0.21,0.03,0.0,0.0,0.21,0.0,0.53,0.0,0.0,0.0,11
hz8ebp,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.34,0.01,0.01,0.01,0.01,0.01,0.57,14
hz8wgc,0.0,0.0,0.03,0.0,0.06,0.11,0.02,0.0,0.25,0.0,0.0,0.24,0.07,0.0,0.21,8
hz9l63,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.24,0.12,0.0,0.0,0.43,0.0,0.0,0.14,11
hzclla,0.0,0.0,0.0,0.0,0.24,0.0,0.03,0.0,0.12,0.09,0.0,0.0,0.51,0.0,0.0,12
hzei16,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.0,0.0,0.0,11
hzff9b,0.0,0.0,0.09,0.0,0.06,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.53,0.0,0.0,12
hzgvw7,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.25,0.21,0.0,4
hzqn41,0.0,0.0,0.2,0.0,0.39,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.19,0.05,0.0,4
hzsv7u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.27,0.32,0.2,0.0,0.0,0.0,0.0,9
hztxwz,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.31,0.13,0.28,12
hzv5u2,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.0,11
hzz6ry,0.0,0.0,0.0,0.0,0.34,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
hzz9ae,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.27,0.0,0.55,0.0,0.11,0.0,0.0,10
hzzhsm,0.0,0.0,0.0,0.0,0.23,0.0,0.11,0.0,0.23,0.0,0.07,0.36,0.0,0.0,0.0,11
i01he9,0.0,0.04,0.21,0.1,0.19,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,10
i02ac8,0.01,0.0,0.04,0.0,0.4,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.19,4
i04p8a,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.38,0.0,0.0,0.0,8
i074w1,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.18,4
i08jss,0.04,0.0,0.0,0.0,0.33,0.22,0.0,0.17,0.0,0.0,0.0,0.02,0.09,0.06,0.07,4
i09a92,0.0,0.0,0.0,0.0,0.43,0.21,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.13,0.0,4
i0bvwt,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.35,0.4,0.01,0.19,0.01,0.01,0.01,9
i0cdt2,0.12,0.0,0.09,0.0,0.13,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.12,0.28,14
i0e0du,0.0,0.04,0.04,0.0,0.66,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
i0f04z,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.92,0.01,0.01,0.01,11
i0figq,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.21,0.0,0.0,0.15,0.0,0.0,0.0,0.0,4
i0t36h,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.18,0.0,0.33,0.0,0.0,0.25,0.0,0.0,9
i0urf5,0.0,0.0,0.0,0.0,0.12,0.35,0.0,0.0,0.28,0.0,0.19,0.0,0.05,0.0,0.0,5
i0w4w5,0.0,0.0,0.03,0.05,0.0,0.23,0.0,0.11,0.37,0.0,0.0,0.0,0.0,0.0,0.2,8
i0y8i7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.75,0.0,0.0,0.0,0.0,0.0,9
i1qy5g,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.0,0.15,0.0,0.23,0.49,0.0,0.0,12
i1rr29,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,9
i1wdmn,0.01,0.3,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.59,0.01,0.01,0.01,0.01,10
i1xg1m,0.02,0.0,0.0,0.01,0.0,0.22,0.01,0.22,0.0,0.0,0.17,0.09,0.17,0.02,0.07,5
i1z3fl,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.87,14
i1z3hv,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.87,14
i22j6m,0.03,0.0,0.0,0.0,0.35,0.06,0.0,0.0,0.32,0.0,0.0,0.22,0.0,0.0,0.0,4
i23r77,0.0,0.0,0.0,0.0,0.48,0.26,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,4
i25re7,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.45,0.29,0.0,0.11,0.0,0.0,9
i28c1p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.4,0.0,0.0,0.0,0.31,0.0,0.0,8
i290z4,0.0,0.01,0.03,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.13,0.26,0.16,0.06,0.1,11
i2bo21,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.38,0.15,0.0,0.0,0.38,0.0,0.0,0.0,7
i2brti,0.0,0.0,0.0,0.09,0.07,0.0,0.06,0.0,0.63,0.0,0.0,0.0,0.13,0.0,0.0,8
i2dic5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.08,0.0,0.13,0.46,0.0,0.0,12
i2dww0,0.0,0.0,0.0,0.06,0.2,0.16,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.23,0.0,7
i2e600,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.42,0.0,0.0,0.19,0.06,0.0,0.0,0.0,7
i2ji4n,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.25,0.0,0.36,14
i2ke29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.22,0.0,0.4,0.0,0.0,0.0,11
i2l6zx,0.0,0.0,0.0,0.0,0.41,0.08,0.0,0.0,0.0,0.0,0.25,0.24,0.0,0.0,0.0,4
i2mb70,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.28,0.12,0.1,0.0,0.2,0.22,0.0,8
i2ocz6,0.07,0.3,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.09,0.47,0.01,0.01,0.01,0.01,10
i2q8is,0.01,0.01,0.01,0.01,0.51,0.01,0.01,0.01,0.01,0.01,0.01,0.38,0.01,0.01,0.01,4
i2qjci,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.35,0.0,0.18,0.24,0.0,0.0,0.0,8
i2s0cm,0.07,0.0,0.0,0.0,0.36,0.0,0.03,0.12,0.0,0.0,0.0,0.4,0.0,0.0,0.0,11
i2s7ul,0.0,0.0,0.0,0.0,0.15,0.46,0.0,0.0,0.12,0.0,0.0,0.25,0.0,0.0,0.0,5
i302zv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.24,0.0,0.31,0.0,0.0,9
i31thi,0.0,0.01,0.12,0.0,0.0,0.37,0.0,0.17,0.0,0.0,0.0,0.0,0.19,0.13,0.0,5
i3635f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.06,0.0,0.54,0.0,0.17,12
i365jh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.29,0.4,0.0,0.0,0.1,11
i38kmf,0.0,0.09,0.0,0.08,0.0,0.0,0.01,0.08,0.06,0.0,0.0,0.0,0.46,0.21,0.0,12
i3a2iw,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.2,0.0,0.21,0.0,0.0,0.0,0.0,0.0,4
i3d7hp,0.0,0.02,0.0,0.0,0.1,0.0,0.0,0.0,0.18,0.0,0.12,0.0,0.56,0.0,0.0,12
i3dy3i,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.19,7
i3g658,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0
i3h9ez,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.16,0.42,0.0,0.0,0.0,0.22,0.0,0.0,8
i3hwsg,0.11,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.15,0.2,0.0,4
i3izfj,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.34,0.0,0.01,8
i3j45b,0.0,0.0,0.06,0.0,0.3,0.25,0.0,0.14,0.0,0.0,0.0,0.16,0.08,0.0,0.0,4
i3jlqr,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.26,0.0,0.0,10
i3jsg4,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.07,0.19,0.0,0.0,0.0,0.0,0.05,0.38,14
i3mh8c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.4,0.16,0.0,0.13,11
i3mq9v,0.08,0.0,0.22,0.0,0.0,0.0,0.0,0.08,0.59,0.0,0.0,0.0,0.0,0.0,0.0,8
i3n2g1,0.0,0.02,0.0,0.0,0.0,0.0,0.07,0.21,0.23,0.0,0.29,0.11,0.0,0.0,0.07,10
i3rdhw,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.23,0.32,0.04,0.0,12
i3rfs2,0.0,0.0,0.05,0.0,0.15,0.0,0.05,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,8
i3rrn6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.29,0.0,0.0,0.62,0.0,0.0,12
i3s03x,0.01,0.01,0.29,0.13,0.01,0.01,0.01,0.01,0.01,0.01,0.27,0.01,0.25,0.01,0.01,2
i3todm,0.0,0.04,0.21,0.15,0.17,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.31,0.0,13
i3wrn0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.24,0.01,0.67,0.01,0.01,0.01,0.01,10
i3x66o,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.51,0.06,0.0,0.0,0.0,0.0,0.06,8
i3z8gk,0.0,0.03,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.28,0.0,0.24,10
i42bc3,0.0,0.0,0.0,0.03,0.11,0.1,0.0,0.26,0.33,0.0,0.0,0.17,0.0,0.0,0.0,8
i440u2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.16,0.6,0.0,0.12,0.0,0.0,0.0,0.0,8
i4551v,0.01,0.15,0.01,0.01,0.01,0.01,0.01,0.01,0.43,0.01,0.3,0.01,0.01,0.01,0.01,8
i45ch7,0.04,0.06,0.0,0.01,0.27,0.0,0.0,0.0,0.31,0.0,0.0,0.14,0.06,0.0,0.11,8
i45oci,0.02,0.02,0.02,0.02,0.69,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,4
i4aw61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.84,0.0,0.0,0.0,11
i4f5i7,0.01,0.01,0.17,0.01,0.01,0.01,0.01,0.01,0.01,0.34,0.01,0.01,0.4,0.01,0.01,12
i4j3p2,0.0,0.0,0.0,0.04,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,11
i4z314,0.0,0.0,0.0,0.0,0.28,0.17,0.0,0.0,0.0,0.0,0.1,0.0,0.43,0.0,0.0,12
i5024r,0.01,0.0,0.0,0.0,0.0,0.16,0.04,0.38,0.22,0.0,0.0,0.13,0.05,0.02,0.0,7
i527aq,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.18,0.0,0.32,14
i52e3y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.61,0.24,0.0,0.0,11
i52woa,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,12
i56kza,0.01,0.0,0.1,0.0,0.48,0.27,0.0,0.0,0.0,0.08,0.0,0.05,0.0,0.0,0.0,4
i56ue9,0.01,0.01,0.32,0.12,0.01,0.32,0.01,0.01,0.01,0.01,0.17,0.01,0.01,0.01,0.01,2
i5adg1,0.0,0.0,0.1,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.45,0.0,13
i5arar,0.04,0.01,0.03,0.0,0.34,0.22,0.0,0.0,0.15,0.04,0.02,0.0,0.08,0.04,0.04,4
i5byv8,0.0,0.0,0.15,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.0,12
i5c9jw,0.01,0.01,0.18,0.01,0.01,0.01,0.01,0.01,0.72,0.01,0.01,0.01,0.01,0.01,0.01,8
i5gs0s,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.18,0.36,0.0,0.0,0.0,7
i5hwv4,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.43,0.11,13
i5k87o,0.0,0.0,0.06,0.05,0.35,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,12
i5kmpn,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.12,0.43,0.0,0.0,0.0,11
i5ksyy,0.0,0.0,0.09,0.0,0.0,0.12,0.05,0.14,0.0,0.14,0.18,0.0,0.13,0.05,0.09,10
i5mtt0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.2,0.0,0.0,10
i5s2wv,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.25,0.0,0.18,0.0,0.0,0.27,0.0,0.22,12
i5tdw6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.87,0.0,0.0,0.0,11
i63sf4,0.02,0.0,0.13,0.1,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.14,0.31,14
i64qww,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,10
i66ual,0.11,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.67,0.0,0.0,0.0,0.19,0.0,0.0,8
i69vbi,0.01,0.01,0.1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.43,0.4,0.01,0.01,11
i6a0qe,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.35,0.36,0.0,0.23,0.0,0.0,0.0,9
i6dshq,0.0,0.0,0.07,0.0,0.51,0.0,0.0,0.0,0.0,0.11,0.29,0.0,0.0,0.0,0.0,4
i6jz0u,0.04,0.0,0.22,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.16,0.18,0.0,4
i6lvtm,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.07,0.43,0.0,0.28,0.0,11
i6mfjh,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,4
i6o9yg,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.47,0.0,0.03,0.0,0.0,0.0,0.0,5
i6sbdb,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.34,0.0,0.41,14
i6so62,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.91,0.01,0.01,0.01,0.01,10
i6vjss,0.0,0.0,0.19,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.21,0.0,5
i6wbjm,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,10
i6x0nz,0.0,0.0,0.0,0.03,0.0,0.1,0.02,0.31,0.22,0.0,0.04,0.06,0.07,0.03,0.12,7
i71x18,0.0,0.0,0.26,0.07,0.12,0.0,0.0,0.13,0.0,0.25,0.0,0.0,0.0,0.15,0.0,2
i728d4,0.01,0.08,0.0,0.0,0.23,0.0,0.0,0.0,0.15,0.0,0.0,0.11,0.23,0.03,0.16,4
i76fpf,0.0,0.04,0.11,0.0,0.0,0.48,0.0,0.0,0.0,0.15,0.21,0.0,0.0,0.0,0.0,5
i78obp,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0
i7902z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.32,0.0,0.34,0.0,0.0,0.0,11
i7abr3,0.0,0.05,0.0,0.0,0.0,0.15,0.0,0.0,0.26,0.0,0.0,0.03,0.49,0.0,0.0,12
i7deg3,0.0,0.0,0.0,0.09,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.38,0.0,13
i7ir6t,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.04,0.3,0.45,0.0,0.1,12
i7mnuy,0.01,0.01,0.2,0.01,0.01,0.01,0.01,0.01,0.22,0.01,0.01,0.52,0.01,0.01,0.01,11
i7s2h3,0.02,0.0,0.0,0.03,0.38,0.07,0.0,0.0,0.03,0.0,0.0,0.17,0.0,0.16,0.14,4
i7txlu,0.02,0.0,0.0,0.0,0.24,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,5
i7tymk,0.0,0.0,0.0,0.0,0.32,0.17,0.0,0.03,0.11,0.0,0.0,0.0,0.0,0.0,0.36,14
i7unhv,0.0,0.09,0.0,0.0,0.27,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,8
i7xoxt,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.1,0.09,0.09,0.28,0.11,0.0,0.0,5
i7yc52,0.0,0.02,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.06,0.11,0.0,0.0,0.46,0.19,13
i7yc65,0.0,0.0,0.0,0.14,0.23,0.0,0.0,0.0,0.0,0.36,0.2,0.0,0.0,0.06,0.0,9
i80ucl,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.15,0.33,0.0,0.0,0.0,4
i85rzc,0.0,0.0,0.14,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,10
i86p9d,0.0,0.05,0.0,0.0,0.24,0.09,0.0,0.0,0.11,0.0,0.0,0.08,0.0,0.0,0.43,14
i89lrw,0.01,0.01,0.01,0.18,0.75,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,4
i8a0te,0.0,0.0,0.0,0.04,0.71,0.22,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
i8bflr,0.0,0.0,0.0,0.14,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,11
i8dbg9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.19,0.0,0.1,0.58,14
i8fvkj,0.01,0.01,0.01,0.01,0.23,0.01,0.01,0.01,0.01,0.01,0.7,0.01,0.01,0.01,0.01,10
i8h696,0.01,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.28,0.02,0.0,0.17,0.29,0.0,0.0,12
i8kmdi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.1,0.17,0.0,0.15,10
i8l5k3,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.16,0.0,0.39,0.0,0.0,0.0,5
i8m998,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.71,0.0,0.0,0.0,11
i8mv0t,0.0,0.0,0.18,0.0,0.0,0.52,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.05,0.0,5
i8nk3m,0.0,0.0,0.0,0.22,0.54,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.08,0.0,4
i8p8qs,0.0,0.0,0.0,0.01,0.0,0.15,0.0,0.33,0.0,0.32,0.11,0.0,0.08,0.0,0.0,7
i8q0e7,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,4
i8qcpl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.19,0.69,14
i8sc75,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.41,0.52,0.01,0.01,12
i8sc9z,0.12,0.0,0.0,0.02,0.04,0.0,0.01,0.23,0.55,0.03,0.0,0.0,0.0,0.0,0.0,8
i8ycpr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.31,0.0,0.0,9
i91mm9,0.0,0.11,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.16,0.19,10
i92az2,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.3,0.19,0.35,0.0,0.0,0.0,0.09,10
i93y38,0.0,0.0,0.0,0.07,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
i94va4,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,5
i96gct,0.0,0.0,0.0,0.0,0.3,0.34,0.0,0.0,0.0,0.16,0.0,0.18,0.0,0.0,0.0,5
i96k4v,0.01,0.01,0.01,0.01,0.5,0.01,0.01,0.01,0.01,0.39,0.01,0.01,0.01,0.01,0.01,4
i97f25,0.0,0.01,0.0,0.0,0.37,0.28,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.17,0.0,4
i97jhl,0.0,0.0,0.04,0.0,0.21,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.18,0.0,5
