,t0 pregnant,t1 amp,t2 help,t3 weight,t4 symptom,t5 ultrasound,t6 tissue,t7 surgery,t8 nt,t9 surgery,t10 experience,t11 back,t12 nt,t13 pill,t14 control,dominant_topic
o5khtj,0.0,0.0,0.09,0.0,0.0,0.87,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,5
o5kmfc,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.49,0.0,0.18,0.0,0.0,0.0,0.0,8
o5oeub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.31,0.26,0.34,0.0,0.0,12
o5qjc1,0.0,0.0,0.17,0.0,0.17,0.0,0.0,0.18,0.4,0.0,0.05,0.02,0.0,0.0,0.0,8
o5sdra,0.0,0.0,0.0,0.0,0.17,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
o5sguy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.55,0.28,0.0,0.06,11
o5tfe5,0.01,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.24,0.54,0.18,0.0,0.0,11
o5ts5z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.51,0.0,0.0,0.0,0.0,10
o5ubws,0.0,0.0,0.0,0.0,0.24,0.0,0.07,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,11
o5uuva,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.55,0.21,0.0,0.0,11
o5vtcc,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.2,0.0,0.0,0.0,0.0,7
o5z5a7,0.01,0.01,0.01,0.01,0.63,0.01,0.01,0.27,0.01,0.01,0.01,0.01,0.01,0.01,0.01,4
o616ls,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.2,4
o61rd9,0.0,0.0,0.11,0.0,0.18,0.0,0.0,0.19,0.15,0.0,0.0,0.35,0.0,0.0,0.0,11
o61ub3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.28,0.34,0.2,0.0,0.0,0.0,0.0,9
o62bpo,0.0,0.0,0.0,0.0,0.22,0.22,0.0,0.0,0.0,0.19,0.0,0.09,0.0,0.0,0.27,14
o62t89,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.19,0.0,0.21,0.0,9
o62ujq,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.17,0.0,0.0,0.13,0.0,0.0,0.27,4
o63ubk,0.12,0.0,0.2,0.0,0.34,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,4
o656v6,0.0,0.0,0.16,0.0,0.44,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,4
o658qq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.47,0.34,0.0,0.0,11
o65dp3,0.03,0.0,0.0,0.02,0.0,0.01,0.0,0.15,0.06,0.14,0.02,0.17,0.39,0.0,0.02,12
o662ns,0.04,0.0,0.0,0.04,0.0,0.56,0.0,0.15,0.2,0.0,0.0,0.0,0.0,0.0,0.0,5
o667cn,0.17,0.0,0.09,0.0,0.0,0.08,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
o68et1,0.01,0.01,0.01,0.13,0.72,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,4
o693sk,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.19,0.42,0.0,0.12,12
o69bd1,0.0,0.0,0.0,0.0,0.2,0.19,0.0,0.0,0.0,0.2,0.0,0.3,0.0,0.1,0.0,11
o6deea,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.06,0.0,0.0,0.0,0.0,9
o6dsdk,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.0,0.0,10
o6fgp6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.12,0.0,0.0,0.0,0.61,14
o6jj9n,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.08,0.63,0.0,0.0,12
o6jp2w,0.0,0.13,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,5
o6jwqo,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.32,0.0,0.0,9
o6m6v1,0.0,0.0,0.0,0.03,0.26,0.24,0.0,0.0,0.25,0.0,0.1,0.11,0.0,0.0,0.0,4
o6mum0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.5,0.06,0.0,0.0,0.11,0.0,9
o6nf6y,0.27,0.02,0.25,0.02,0.02,0.02,0.02,0.28,0.02,0.02,0.02,0.02,0.02,0.02,0.02,7
o6ob0y,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.76,0.16,0.01,0.01,0.01,0.01,9
o6ocwq,0.0,0.0,0.04,0.0,0.0,0.1,0.0,0.39,0.0,0.1,0.16,0.0,0.19,0.0,0.0,7
o6q4om,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.15,0.0,0.0,0.0,0.51,14
o6qibp,0.0,0.0,0.2,0.0,0.15,0.0,0.0,0.08,0.25,0.0,0.0,0.0,0.0,0.28,0.0,13
o6qw5e,0.01,0.01,0.01,0.01,0.9,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,4
o6rafv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.26,0.0,0.0,0.0,0.52,14
o6t67i,0.0,0.07,0.39,0.0,0.2,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,2
o6t8wp,0.0,0.0,0.13,0.0,0.42,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.24,4
o6u583,0.11,0.0,0.42,0.0,0.33,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
o6wbsq,0.03,0.03,0.03,0.03,0.53,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,4
o6xdap,0.0,0.0,0.0,0.0,0.3,0.26,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.21,4
o700p6,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.03,0.15,0.0,0.05,0.0,5
o70tqk,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.27,0.0,0.45,0.0,0.0,0.0,11
o73179,0.0,0.0,0.0,0.0,0.18,0.17,0.0,0.0,0.27,0.0,0.0,0.36,0.0,0.0,0.0,11
o73nv6,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.29,0.01,0.01,0.63,0.01,0.01,12
o74rpe,0.0,0.04,0.0,0.07,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.48,0.0,0.0,0.0,11
o75vlr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.2,0.41,0.0,0.0,12
o776wc,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.92,0.01,13
o781cv,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.13,0.0,0.15,0.0,0.0,0.06,5
o788gp,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.05,0.0,0.0,0.11,0.05,0.59,0.05,0.0,12
o798cb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.41,0.0,0.46,0.0,0.0,0.0,0.0,10
o7ack0,0.05,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.15,0.08,0.17,0.0,0.18,0.06,0.08,5
o7ag33,0.0,0.0,0.0,0.03,0.0,0.29,0.0,0.0,0.0,0.24,0.0,0.09,0.33,0.0,0.0,12
o7ar9z,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.19,0.0,0.13,0.0,0.0,0.17,0.0,5
o7avf0,0.05,0.0,0.0,0.02,0.25,0.08,0.02,0.36,0.04,0.1,0.07,0.0,0.0,0.02,0.0,7
o7bpsq,0.0,0.0,0.05,0.0,0.39,0.28,0.0,0.1,0.0,0.09,0.0,0.0,0.0,0.0,0.08,4
o7c0qo,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.23,0.54,14
o7ddu9,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,9
o7dknh,0.0,0.0,0.0,0.0,0.25,0.1,0.0,0.31,0.0,0.0,0.0,0.31,0.0,0.0,0.0,7
o7drie,0.0,0.0,0.03,0.0,0.14,0.0,0.0,0.08,0.4,0.0,0.11,0.0,0.0,0.19,0.05,8
o7fjbr,0.03,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.1,0.15,0.0,0.29,0.0,0.08,0.28,11
o7fw89,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.51,0.0,0.0,12
o7l00z,0.02,0.0,0.16,0.0,0.41,0.0,0.0,0.09,0.0,0.0,0.22,0.08,0.0,0.0,0.0,4
o7lxo6,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.84,0.01,0.01,0.01,0.01,0.01,0.01,8
o7mdor,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.18,0.16,0.0,11
o7mer2,0.0,0.0,0.0,0.0,0.51,0.0,0.06,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,4
o7oqb1,0.0,0.0,0.0,0.08,0.05,0.0,0.0,0.0,0.09,0.11,0.0,0.0,0.0,0.18,0.48,14
o7qlzq,0.0,0.0,0.0,0.0,0.14,0.36,0.0,0.0,0.0,0.0,0.0,0.09,0.33,0.07,0.0,5
o7t6f7,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.56,0.0,0.0,0.0,11
o7tw8y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.37,0.0,0.0,11
o7v232,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.09,0.15,0.11,0.17,0.0,0.37,14
o7vtbm,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
o7vv4v,0.03,0.03,0.03,0.03,0.03,0.03,0.53,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,6
o7vv52,0.0,0.0,0.0,0.06,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.16,0.0,0.16,4
o7wlx7,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.16,0.0,0.0,0.61,0.0,0.0,0.0,11
o7yarf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.0,0.02,0.0,0.16,0.0,0.0,8
o8016d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.66,0.0,0.0,12
o81f00,0.04,0.01,0.03,0.0,0.0,0.36,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.25,5
o81fr6,0.0,0.0,0.27,0.0,0.0,0.0,0.04,0.09,0.27,0.0,0.0,0.0,0.0,0.3,0.0,13
o81l04,0.0,0.01,0.0,0.0,0.04,0.35,0.01,0.0,0.04,0.0,0.0,0.54,0.0,0.0,0.0,11
o84kwg,0.11,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.21,0.0,0.0,0.0,8
o84nmg,0.0,0.0,0.0,0.0,0.27,0.32,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,11
o8730f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.78,0.0,0.0,0.0,0.0,10
o89y7d,0.01,0.0,0.09,0.0,0.19,0.19,0.0,0.21,0.05,0.0,0.14,0.03,0.1,0.0,0.0,7
o8b6ny,0.0,0.0,0.0,0.13,0.24,0.0,0.07,0.0,0.34,0.0,0.0,0.0,0.21,0.0,0.0,8
o8ccua,0.03,0.02,0.0,0.0,0.12,0.0,0.0,0.0,0.27,0.13,0.0,0.0,0.15,0.0,0.27,8
o8iu86,0.0,0.05,0.09,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.73,0.0,0.0,0.0,0.0,10
o8ks97,0.03,0.05,0.1,0.0,0.22,0.0,0.0,0.49,0.0,0.0,0.0,0.1,0.0,0.0,0.0,7
o8lei4,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.39,0.0,0.0,0.06,0.31,0.0,0.0,0.18,7
o8nlp4,0.0,0.01,0.0,0.23,0.27,0.0,0.0,0.1,0.16,0.0,0.0,0.0,0.22,0.0,0.0,4
o8ovzj,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.22,0.0,0.0,0.1,0.0,0.08,0.0,0.3,14
o8qsg8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.26,0.0,0.16,0.0,0.13,0.27,0.0,13
o8stak,0.06,0.0,0.0,0.0,0.0,0.31,0.0,0.14,0.0,0.13,0.0,0.17,0.0,0.18,0.0,5
o8tanf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,10
o8tniq,0.01,0.01,0.01,0.09,0.01,0.01,0.23,0.01,0.01,0.01,0.01,0.62,0.01,0.01,0.01,11
o8ziu8,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.17,0.0,0.09,0.0,0.0,0.43,0.0,0.21,12
o90kdd,0.0,0.02,0.0,0.16,0.23,0.0,0.0,0.0,0.23,0.0,0.0,0.35,0.0,0.0,0.0,11
o90r1u,0.01,0.01,0.01,0.01,0.84,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,4
o90uvo,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
o90vl9,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.81,14
o915yk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.5,0.0,0.0,0.0,11
o924kg,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.14,0.07,0.0,0.14,0.13,0.0,0.25,4
o92bf7,0.0,0.0,0.0,0.03,0.0,0.2,0.0,0.0,0.0,0.08,0.0,0.0,0.33,0.09,0.28,12
o945xj,0.0,0.0,0.0,0.0,0.0,0.57,0.04,0.0,0.0,0.06,0.31,0.0,0.0,0.0,0.0,5
o94ld4,0.0,0.03,0.0,0.0,0.0,0.17,0.0,0.24,0.53,0.0,0.0,0.0,0.0,0.0,0.0,8
o94lqw,0.0,0.0,0.0,0.05,0.18,0.14,0.0,0.08,0.14,0.0,0.0,0.0,0.09,0.16,0.15,4
o95bs9,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.26,0.0,0.0,0.0,0.0,8
o95bwx,0.02,0.0,0.05,0.0,0.18,0.45,0.0,0.08,0.07,0.0,0.0,0.0,0.0,0.15,0.0,5
o95ff3,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.19,0.31,0.0,0.0,0.0,0.18,0.0,0.0,8
o97v7v,0.0,0.12,0.0,0.0,0.25,0.14,0.12,0.0,0.0,0.21,0.0,0.15,0.0,0.0,0.0,4
o991ax,0.05,0.0,0.05,0.0,0.07,0.22,0.0,0.21,0.05,0.0,0.0,0.07,0.0,0.07,0.22,5
o991nf,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.06,0.13,0.0,0.0,0.0,0.19,7
o99mde,0.0,0.0,0.0,0.03,0.0,0.2,0.0,0.0,0.31,0.0,0.0,0.33,0.13,0.0,0.0,11
o9aoz3,0.01,0.01,0.33,0.01,0.01,0.01,0.01,0.01,0.01,0.51,0.01,0.01,0.01,0.11,0.01,9
o9auyn,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.87,0.01,0.01,0.01,0.01,0.01,0.01,0.01,7
o9bsx8,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.13,0.0,9
o9fj4z,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.43,0.0,0.0,12
o9fo7u,0.0,0.0,0.03,0.0,0.0,0.62,0.0,0.0,0.19,0.1,0.03,0.0,0.0,0.03,0.0,5
o9h6b7,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.18,0.11,0.0,0.3,0.25,13
o9hfoy,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.32,0.0,0.22,0.0,0.0,0.0,0.0,0.0,5
o9i8gr,0.0,0.0,0.16,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,5
o9jca0,0.0,0.0,0.12,0.03,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.26,0.28,0.1,0.0,12
o9kino,0.0,0.07,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,4
o9kxpl,0.0,0.0,0.0,0.0,0.0,0.23,0.01,0.0,0.0,0.0,0.0,0.17,0.29,0.04,0.27,12
o9mwm1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.21,0.0,0.0,0.0,0.0,0.0,0.49,14
o9rp49,0.0,0.06,0.0,0.0,0.59,0.21,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,4
o9tewv,0.0,0.0,0.15,0.0,0.15,0.19,0.0,0.2,0.22,0.0,0.03,0.0,0.0,0.05,0.0,8
o9to1x,0.0,0.02,0.11,0.0,0.3,0.2,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.06,0.11,4
o9u7j9,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.13,0.0,0.13,0.07,0.0,0.0,0.09,0.35,14
o9vcks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.12,0.32,0.11,0.0,0.17,0.0,0.0,9
o9vk3h,0.0,0.05,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.38,0.0,0.05,0.01,0.0,5
o9y3kr,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.69,0.14,0.0,12
o9zk5o,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.77,0.02,0.02,0.02,0.02,0.02,9
oa06d8,0.09,0.0,0.0,0.0,0.0,0.36,0.05,0.0,0.0,0.13,0.19,0.1,0.0,0.0,0.06,5
oa099x,0.0,0.05,0.34,0.2,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.14,0.0,0.0,0.0,2
oa4kmr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.35,11
oa7j09,0.0,0.0,0.09,0.0,0.29,0.0,0.0,0.47,0.0,0.14,0.0,0.0,0.0,0.0,0.0,7
oa7n83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.32,0.0,0.16,0.45,0.0,0.0,12
oa840e,0.0,0.0,0.1,0.05,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.2,0.14,12
oa8ovo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.53,0.0,0.0,12
oa9aq9,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.43,0.0,0.22,0.0,0.07,0.0,0.0,8
oa9q0g,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.12,0.11,0.0,0.12,0.55,0.0,0.07,12
oabt88,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.2,0.0,5
oabtlo,0.0,0.0,0.0,0.0,0.16,0.25,0.0,0.0,0.0,0.0,0.16,0.17,0.0,0.0,0.25,5
oacxnd,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.4,0.0,0.0,0.0,11
oad2hz,0.08,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.07,0.03,0.0,0.0,0.48,0.05,0.23,12
oahzmf,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.25,0.26,0.0,0.21,0.15,0.11,0.0,0.0,8
oahzn7,0.0,0.0,0.07,0.06,0.37,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,4
oai0z7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.41,0.16,0.0,0.0,8
oajmsq,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.13,0.23,0.0,0.0,0.0,0.07,5
oak18z,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.24,0.0,0.36,0.34,0.0,0.0,11
oakft1,0.0,0.0,0.0,0.0,0.17,0.38,0.0,0.0,0.0,0.29,0.0,0.0,0.15,0.0,0.0,5
oamdjb,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.12,0.0,0.28,0.25,0.0,0.0,0.0,0.0,2
oamfhh,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.13,0.0,0.29,0.32,0.0,0.0,0.0,0.0,10
oamjkq,0.0,0.0,0.26,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.17,0.29,0.0,0.0,0.0,11
oaml5h,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.38,0.29,0.0,0.06,11
oamod6,0.03,0.0,0.01,0.0,0.0,0.12,0.01,0.19,0.2,0.0,0.07,0.01,0.27,0.06,0.06,12
oan989,0.04,0.0,0.2,0.0,0.0,0.0,0.09,0.0,0.1,0.0,0.0,0.5,0.07,0.0,0.0,11
oanwcx,0.01,0.01,0.01,0.12,0.78,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,4
oaonjo,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.31,0.0,0.0,0.0,0.0,9
obe6iy,0.0,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.05,0.0,0.0,0.75,0.0,0.0,0.0,11
obema4,0.01,0.01,0.01,0.01,0.56,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.27,0.01,0.01,4
obfgph,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.29,0.38,0.0,0.0,0.0,0.0,0.09,0.12,8
obhjq8,0.03,0.0,0.04,0.0,0.05,0.26,0.0,0.08,0.37,0.06,0.0,0.0,0.0,0.1,0.0,8
obhq9d,0.12,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.11,0.19,0.0,0.0,0.0,0.17,0.26,14
obhrmj,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,9
objira,0.12,0.04,0.12,0.0,0.0,0.59,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
obkfb4,0.0,0.0,0.11,0.05,0.0,0.06,0.0,0.28,0.0,0.0,0.25,0.0,0.0,0.24,0.0,7
oblwo0,0.0,0.0,0.09,0.0,0.0,0.17,0.0,0.0,0.12,0.12,0.1,0.39,0.0,0.0,0.0,11
obod4t,0.01,0.01,0.22,0.01,0.01,0.01,0.01,0.01,0.01,0.68,0.01,0.01,0.01,0.01,0.01,9
obqzq3,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.35,0.01,0.01,0.01,0.57,14
obr3no,0.01,0.0,0.0,0.0,0.25,0.14,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
obrs3e,0.03,0.03,0.53,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,2
obt15l,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,4
obv7sa,0.0,0.0,0.1,0.0,0.44,0.0,0.0,0.0,0.14,0.0,0.0,0.21,0.0,0.0,0.1,4
obwti3,0.1,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.5,0.0,0.0,0.09,0.0,0.0,0.0,8
obxb5n,0.12,0.0,0.0,0.0,0.0,0.0,0.04,0.51,0.19,0.0,0.08,0.0,0.0,0.0,0.06,7
obxgbe,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.53,0.37,0.0,0.0,0.0,0.0,0.0,0.0,7
oby3cy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.24,0.36,8
obyvgx,0.06,0.0,0.0,0.05,0.0,0.07,0.0,0.35,0.0,0.0,0.0,0.0,0.21,0.16,0.09,7
oc09ch,0.07,0.0,0.0,0.0,0.0,0.1,0.0,0.4,0.0,0.2,0.0,0.0,0.21,0.0,0.0,7
oc1c9z,0.0,0.0,0.09,0.08,0.2,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,5
oc263y,0.0,0.0,0.35,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,11
oc2e7s,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.56,0.0,0.19,0.0,0.0,0.09,0.0,8
oc2ltd,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.54,0.0,0.08,0.0,0.0,0.21,0.0,0.0,7
oc57vb,0.0,0.02,0.0,0.02,0.0,0.3,0.0,0.0,0.22,0.0,0.0,0.0,0.36,0.07,0.0,12
oc5f4c,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.18,0.15,0.0,0.3,0.0,0.0,0.0,4
oc7hhy,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,10
oc7htm,0.0,0.0,0.19,0.0,0.1,0.0,0.0,0.0,0.21,0.23,0.16,0.0,0.0,0.1,0.0,9
oc8d2x,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.16,0.17,8
oc8z8i,0.0,0.01,0.0,0.0,0.45,0.37,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.05,0.0,4
oca7i1,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.19,0.5,0.0,13
ocacls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.07,0.0,0.0,0.0,0.06,0.0,7
ocbmuc,0.03,0.02,0.02,0.0,0.0,0.25,0.01,0.07,0.12,0.03,0.0,0.0,0.23,0.06,0.15,5
oceie5,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.06,0.63,14
ocmf87,0.11,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.8,0.01,13
ocmvjq,0.0,0.03,0.0,0.0,0.28,0.33,0.0,0.07,0.0,0.0,0.0,0.18,0.0,0.11,0.0,5
ocoq7h,0.04,0.0,0.0,0.0,0.0,0.0,0.08,0.48,0.0,0.13,0.0,0.05,0.21,0.0,0.0,7
