,t0 medication,t1 chronic,t2 help,t3 else,t4 weight,t5 right,t6 covid,t7 week,t8 sex,t9 side,t10 woman,t11 nt,t12 told,t13 control,t14 cramp,t15 surgery,t16 really,t17 nt,t18 cyst,t19 amp,dominant_topic
bzhmut,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.33,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,8
bzhxol,0.05,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.05,0.0,0.0,0.09,0.44,0.0,0.02,0.16,0.0,0.13,0.0,0.0,12
bzjeda,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.76,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.13,11
bzjp92,0.0,0.0,0.0,0.11,0.0,0.16,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,17
bzmtjj,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.52,0.0,0.0,0.12,0.0,0.0,0.14,0.0,12
bzopmn,0.0,0.03,0.1,0.08,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.11,0.0,0.0,0.0,0.0,0.15,0.45,0.0,0.0,17
bzr1tj,0.0,0.0,0.26,0.05,0.58,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,4
bzwgkp,0.0,0.03,0.08,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.44,0.0,0.03,17
c05wg4,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.24,0.0,0.24,0.0,0.15,0.26,0.02,0.0,17
c0b2ho,0.33,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0
c0bjg3,0.0,0.0,0.0,0.0,0.07,0.36,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,14
c0kobh,0.02,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.13,0.0,0.0,0.57,0.0,0.0,17
c0lk0n,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.22,0.07,0.0,15
c0mica,0.0,0.0,0.0,0.04,0.0,0.26,0.0,0.09,0.11,0.06,0.17,0.0,0.0,0.17,0.09,0.0,0.0,0.0,0.0,0.0,5
c0mmj5,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.04,0.0,0.0,0.0,0.0,0.23,0.05,0.4,0.0,0.07,17
c0n0bu,0.0,0.0,0.0,0.0,0.13,0.64,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.06,0.1,0.0,0.0,0.0,0.0,5
c0ni79,0.03,0.0,0.1,0.0,0.11,0.08,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.1,0.18,0.1,0.0,0.0,11
c0o5nt,0.04,0.0,0.01,0.07,0.08,0.0,0.0,0.03,0.0,0.19,0.25,0.07,0.0,0.0,0.0,0.01,0.0,0.22,0.0,0.01,10
c0qu7f,0.0,0.0,0.19,0.0,0.0,0.13,0.0,0.0,0.17,0.0,0.08,0.0,0.0,0.11,0.0,0.0,0.0,0.32,0.0,0.0,17
c0rn1c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.39,0.0,0.0,0.0,14
c0wfko,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.6,0.0,0.0,0.17,0.0,0.0,14
c0xmm9,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.05,0.0,0.0,0.23,0.0,0.0,0.16,0.0,0.32,0.0,0.0,17
c11wdu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.18,0.12,0.41,0.09,0.0,0.0,0.03,0.1,14
c13f0o,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.39,0.0,0.0,15
c15fmb,0.0,0.06,0.0,0.0,0.22,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,17
c18k3x,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
c1br2p,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.15,0.0,0.0,0.0,0.0,0.15,0.0,0.16,0.06,0.0,0.27,0.02,0.0,17
c1d3a9,0.0,0.0,0.0,0.0,0.35,0.29,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.22,0.0,0.0,4
c1h98h,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.4,0.12,0.0,0.0,0.24,0.06,0.0,0.11,0.0,0.0,0.0,0.0,0.0,7
c1ipas,0.0,0.0,0.0,0.0,0.14,0.27,0.0,0.28,0.0,0.0,0.0,0.19,0.0,0.01,0.0,0.0,0.11,0.0,0.0,0.01,7
c1k6dw,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,19
c1kt0e,0.01,0.01,0.01,0.28,0.01,0.01,0.01,0.01,0.01,0.18,0.01,0.01,0.01,0.01,0.4,0.01,0.01,0.01,0.01,0.01,14
c1kwcm,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.17,0.22,0.46,0.07,0.0,17
c1lm14,0.0,0.0,0.06,0.0,0.29,0.3,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,5
c1ng7g,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,15
c1sp1u,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.18,0.0,0.05,0.16,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,17
c1ural,0.01,0.02,0.07,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.72,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.04,10
c1v0zf,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.09,0.06,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,2
c1vx15,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.88,0.01,0.01,17
c23zow,0.0,0.0,0.0,0.0,0.26,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.33,0.0,0.14,0.0,0.02,0.0,14
c250fu,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.56,0.0,0.0,0.19,0.0,15
c26uqv,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.65,0.0,0.0,17
c2744e,0.0,0.0,0.0,0.05,0.22,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.15,0.02,0.0,15
c28hn5,0.0,0.0,0.0,0.0,0.13,0.21,0.0,0.0,0.0,0.0,0.13,0.38,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,11
c28wov,0.0,0.0,0.29,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,5
c292v5,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.07,0.0,0.07,0.1,0.0,0.1,0.11,0.14,0.17,0.0,0.11,0.0,0.0,15
c2a118,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,5
c2bj22,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.07,0.0,0.0,0.0,0.42,0.0,0.0,17
c2cnv7,0.04,0.0,0.05,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.52,0.05,0.0,17
c2e599,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.23,0.14,0.0,0.0,0.0,0.0,11
c2ea1h,0.02,0.02,0.02,0.02,0.68,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,4
c2jlho,0.02,0.0,0.0,0.0,0.03,0.4,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.2,0.0,0.04,0.0,0.0,5
c2meqe,0.01,0.01,0.01,0.32,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.53,0.01,0.01,0.01,0.01,0.01,14
c2r1y9,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,11
c2rah3,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.47,0.0,0.0,0.0,0.0,15
c2td47,0.0,0.0,0.0,0.0,0.06,0.31,0.0,0.13,0.0,0.03,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.31,0.0,0.0,5
c2zhug,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.09,16
c2zprp,0.11,0.01,0.01,0.01,0.79,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,4
c338r6,0.33,0.01,0.29,0.26,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0
c35wya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.24,0.0,0.0,0.0,0.0,12
c37qqn,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.22,0.21,0.28,0.0,18
c3c6y8,0.0,0.0,0.0,0.0,0.09,0.23,0.0,0.0,0.08,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.11,0.0,0.0,0.0,12
c3ddn1,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.11,0.0,0.05,0.0,0.16,0.0,0.0,0.21,0.05,0.16,0.0,0.0,0.0,5
c3eida,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.12,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
c3jlbq,0.0,0.0,0.0,0.11,0.0,0.44,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
c3ksy3,0.0,0.05,0.15,0.0,0.21,0.0,0.0,0.26,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,7
c46r70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.38,0.0,0.32,0.02,0.05,15
c48t1k,0.0,0.0,0.26,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.04,4
c4d9o1,0.0,0.0,0.0,0.0,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.16,0.0,0.2,0.0,0.0,5
c4e6is,0.03,0.0,0.06,0.0,0.0,0.06,0.0,0.17,0.0,0.09,0.05,0.07,0.0,0.09,0.23,0.0,0.14,0.0,0.0,0.0,14
c4h1hj,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.27,0.09,0.0,0.0,0.0,0.14,0.0,0.12,0.0,0.0,0.0,0.18,8
c4hxeq,0.0,0.0,0.33,0.0,0.04,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,15
c4ol7b,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.54,0.03,0.0,17
c51y85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.05,0.0,15
c52z1t,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.07,0.0,0.0,0.3,0.09,0.0,0.0,0.0,0.12,0.02,13
c5a1ul,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.11,0.0,0.32,0.0,0.0,0.23,0.0,0.0,0.0,13
c5actl,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.2,0.0,0.06,0.0,15
c5czn4,0.0,0.0,0.03,0.0,0.0,0.11,0.0,0.15,0.0,0.0,0.0,0.2,0.05,0.03,0.14,0.04,0.14,0.0,0.07,0.03,11
c5gknr,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.14,0.35,0.03,0.0,0.0,0.17,0.0,0.0,0.0,12
c5jy33,0.0,0.0,0.05,0.0,0.0,0.24,0.0,0.22,0.42,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
c5otld,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
c5pbxs,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.22,0.26,0.0,0.0,0.33,0.0,0.0,0.0,0.0,15
c5ufp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.23,0.0,0.0,0.32,0.0,0.41,0.0,0.0,17
c5xbgv,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.23,0.0,0.0,0.3,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,4
c5zfy9,0.09,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.32,0.3,0.11,0.0,0.0,0.0,14
c60kei,0.0,0.0,0.0,0.08,0.24,0.0,0.0,0.31,0.26,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,7
c644mg,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.38,0.11,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.24,0.1,0.0,0.0,7
c65hxh,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.19,0.17,0.0,0.0,0.0,0.0,0.0,7
c65my8,0.0,0.0,0.0,0.0,0.04,0.59,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,5
c67dxe,0.01,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.05,0.0,0.11,0.46,0.02,0.0,0.0,0.0,0.31,0.0,0.0,12
c685vj,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.61,0.0,0.0,0.0,16
c6ba0k,0.0,0.0,0.0,0.19,0.09,0.0,0.0,0.0,0.12,0.0,0.0,0.24,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,15
c6f85k,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,17
c6s2f9,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.07,0.0,0.15,0.0,0.49,0.0,0.0,17
c6zv7n,0.0,0.0,0.12,0.09,0.0,0.13,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.06,0.0,0.04,0.0,7
c75f94,0.0,0.0,0.0,0.04,0.13,0.0,0.0,0.0,0.31,0.0,0.04,0.1,0.0,0.0,0.22,0.0,0.15,0.0,0.0,0.0,8
c75jcd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.09,8
c760s4,0.0,0.02,0.0,0.05,0.13,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
c77bda,0.0,0.0,0.18,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.28,0.0,0.19,0.0,0.07,0.0,0.0,0.0,12
c78hln,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,16
c7spo6,0.12,0.0,0.13,0.0,0.08,0.0,0.0,0.15,0.0,0.0,0.0,0.18,0.0,0.06,0.06,0.0,0.17,0.0,0.0,0.05,11
c7w38l,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.78,0.01,0.12,0.01,16
c7xep0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.16,0.0,0.0,0.0,0.0,5
c7yy08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.05,0.47,0.0,0.0,0.35,0.0,0.0,14
c80l7r,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,5
c8cifa,0.01,0.01,0.01,0.37,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.53,0.01,0.01,0.01,16
c8l5rb,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.11,0.12,0.0,0.14,0.13,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,15
c8ptzh,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.15,0.0,0.0,0.0,0.0,0.09,0.0,12
c8rzpx,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,14
c8vaya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.13,0.0,0.03,0.0,0.36,0.0,0.0,0.36,0.0,0.0,0.0,0.0,12
c8vhsa,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,2
c8wgjb,0.0,0.0,0.2,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.06,0.0,15
c903mz,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.75,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.16,7
c97sv5,0.0,0.0,0.0,0.0,0.01,0.11,0.0,0.1,0.09,0.0,0.01,0.02,0.12,0.03,0.11,0.0,0.0,0.31,0.07,0.0,17
c98ets,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.42,0.0,0.0,0.0,0.12,0.0,0.1,0.0,0.0,11
c9aih8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.27,0.0,0.0,0.0,0.34,0.0,0.0,0.05,0.0,15
c9cxpu,0.0,0.0,0.05,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.05,0.11,0.0,0.29,0.09,0.0,0.26,0.03,0.0,14
c9egl5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,11
c9jjfm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.02,0.09,0.05,0.0,0.17,10
c9mizi,0.0,0.0,0.34,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,4
c9nj6l,0.0,0.0,0.2,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.17,0.16,0.0,0.34,0.0,0.0,0.0,0.0,0.0,14
c9nw7h,0.0,0.0,0.17,0.0,0.0,0.04,0.0,0.24,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,8
c9o8ne,0.3,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,14
c9rwdz,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.21,0.0,0.0,0.05,15
c9ztdm,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.34,0.0,0.0,0.0,0.14,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,7
ca1ldx,0.08,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.43,0.0,0.0,0.0,16
ca2e87,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.07,0.0,0.0,0.31,0.18,0.0,0.0,0.1,0.21,0.0,0.0,12
ca304r,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.38,0.0,0.0,0.0,0.0,0.28,0.0,0.14,0.0,0.04,10
ca3wnf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.07,0.04,0.0,0.0,0.18,0.06,0.1,0.07,0.0,0.25,0.0,0.0,17
ca7xkr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.36,0.28,0.0,0.0,0.16,0.0,0.0,0.0,0.0,11
cabo09,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,11
cac6ns,0.0,0.0,0.0,0.0,0.24,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.08,0.0,5
cacxdt,0.0,0.0,0.2,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.22,0.0,0.04,0.17,0.0,0.0,0.0,4
caf1tb,0.0,0.02,0.0,0.0,0.0,0.42,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,5
cagn7n,0.0,0.0,0.14,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.09,0.11,0.29,0.0,0.0,14
cajlv9,0.05,0.0,0.0,0.27,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
capqtv,0.02,0.02,0.35,0.02,0.02,0.02,0.02,0.02,0.02,0.35,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,2
caqh69,0.24,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.45,0.01,0.01,0.01,0.01,0.01,0.01,0.19,0.01,11
carc45,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.11,0.0,0.0,0.32,0.0,0.09,0.0,0.0,0.0,0.0,2
carc8c,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.34,0.0,0.0,15
cazn8e,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.05,0.0,0.16,0.0,0.07,0.23,0.0,0.0,0.37,0.0,0.0,17
cb5ls9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.17,0.0,0.41,0.0,0.0,17
cb7jg6,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.23,0.0,0.04,0.0,0.0,0.11,0.0,0.0,0.54,0.0,0.0,0.0,0.0,15
cb7ruy,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.26,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.59,0.01,0.01,0.01,16
cb914u,0.0,0.0,0.0,0.05,0.0,0.14,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.27,0.0,0.0,7
cb92b6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.15,0.06,0.0,0.0,0.0,0.24,0.09,0.0,0.11,0.0,0.0,0.0,7
cb9dfv,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,10
cb9qj4,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.09,0.0,0.73,0.0,0.0,17
cba4dq,0.01,0.01,0.21,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.56,0.01,0.01,0.01,0.01,0.01,14
cbgmnk,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.13,0.0,0.0,0.52,0.0,0.0,0.0,0.05,15
cbhkoy,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.22,0.0,0.0,0.0,0.0,0.17,0.14,0.18,0.0,0.11,10
cbjm1o,0.03,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.04,2
cbr21u,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.3,0.0,0.13,0.0,0.0,0.0,0.0,0.16,0.24,0.0,0.0,0.03,8
cbzb43,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.27,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
cc063t,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.02,0.35,0.0,0.0,0.44,0.0,0.08,0.0,0.0,15
cc0l1s,0.02,0.0,0.07,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.11,0.06,0.0,0.0,0.0,0.1,0.0,0.43,0.0,0.0,17
cc1c3v,0.0,0.0,0.0,0.08,0.0,0.04,0.0,0.0,0.38,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.29,0.0,0.02,0.0,8
