,t0 medication,t1 chronic,t2 help,t3 else,t4 weight,t5 right,t6 covid,t7 week,t8 sex,t9 side,t10 woman,t11 nt,t12 told,t13 control,t14 cramp,t15 surgery,t16 really,t17 nt,t18 cyst,t19 amp,dominant_topic
ho9riy,0.04,0.0,0.11,0.0,0.0,0.0,0.0,0.14,0.0,0.15,0.0,0.0,0.0,0.1,0.13,0.1,0.22,0.0,0.0,0.0,16
hoa5f6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.04,0.0,0.3,0.06,0.0,0.0,0.0,0.39,0.0,0.0,17
hobq2k,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.17,0.0,0.15,0.0,0.56,0.0,0.0,0.0,0.05,0.0,0.03,0.0,12
hobu8l,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,15
hod5gf,0.04,0.0,0.09,0.0,0.0,0.0,0.02,0.11,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.58,0.0,0.0,0.02,0.0,15
hodvt6,0.09,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.1,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
hoeoxd,0.13,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.31,0.12,0.0,0.0,0.0,0.0,0.0,0.0,12
hoezpj,0.03,0.0,0.0,0.0,0.0,0.04,0.0,0.38,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.33,0.0,0.0,7
hoff3h,0.0,0.0,0.0,0.03,0.0,0.0,0.01,0.29,0.0,0.0,0.0,0.0,0.12,0.01,0.14,0.11,0.09,0.19,0.0,0.0,7
hog4ru,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.21,0.03,0.11,0.0,0.0,0.19,0.02,0.0,7
homp3y,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,5
honui1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,10
honvhz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,14
honws0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.16,0.0,0.0,0.02,5
hoo970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.19,0.13,0.07,0.0,0.44,0.0,0.0,0.0,0.0,15
hophds,0.0,0.06,0.0,0.0,0.0,0.18,0.06,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
hoq1pi,0.0,0.0,0.09,0.07,0.0,0.0,0.0,0.1,0.14,0.11,0.0,0.15,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,12
hoscgp,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.09,0.0,0.0,0.2,0.29,0.21,0.0,0.0,0.0,0.0,14
hotwvf,0.0,0.0,0.26,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.17,0.0,0.09,0.04,0.0,11
hownqq,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.06,0.22,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,5
hp0tmf,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.1,0.46,0.0,0.0,0.0,0.0,15
hp1tgz,0.09,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.2,0.25,0.0,0.18,0.0,0.0,0.0,0.0,0.0,12
hp1vyr,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
hp34cg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.09,0.0,15
hp38o3,0.02,0.0,0.1,0.0,0.31,0.09,0.0,0.0,0.0,0.05,0.11,0.04,0.08,0.0,0.08,0.0,0.09,0.0,0.0,0.02,4
hp7fwl,0.0,0.0,0.2,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.36,0.0,0.2,0.0,0.0,0.11,0.07,0.0,0.0,0.0,10
hp7jva,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.72,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,8
hp9may,0.0,0.0,0.13,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.12,0.0,0.0,0.08,0.0,0.56,0.0,0.0,0.0,0.0,15
hp9si6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.0,0.16,0.0,0.0,15
hpdaj7,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.36,0.0,0.0,0.0,12
hpdrbe,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.09,0.0,0.5,0.03,0.05,0.2,0.05,0.04,0.0,0.0,12
hpf8kw,0.0,0.0,0.12,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.26,0.0,0.18,0.0,16
hpihw1,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.67,0.03,0.0,17
hpj0op,0.01,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.03,0.03,0.08,0.04,0.28,0.09,0.14,0.09,0.0,0.11,0.02,0.01,12
hpjeww,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.33,0.17,0.26,0.0,0.0,0.0,0.0,0.0,12
hpkvus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.48,0.0,0.32,0.0,0.0,15
hpm0bz,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.31,0.08,0.0,0.0,16
hpmn9x,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.21,0.56,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
hpmtrc,0.02,0.0,0.0,0.0,0.1,0.0,0.0,0.26,0.0,0.0,0.11,0.08,0.18,0.15,0.0,0.1,0.0,0.0,0.0,0.0,7
hpmvgk,0.0,0.0,0.08,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.2,0.0,0.0,15
hpogw5,0.0,0.0,0.0,0.04,0.0,0.19,0.0,0.0,0.32,0.04,0.0,0.0,0.0,0.08,0.18,0.14,0.0,0.0,0.0,0.0,8
hpoz3v,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,14
hpozh6,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,14
hpp1vr,0.0,0.0,0.12,0.0,0.0,0.33,0.0,0.11,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,5
hpppti,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.09,0.0,0.62,0.0,0.0,0.0,0.0,0.0,14
hpw3nz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.29,0.0,0.51,0.0,0.0,0.0,0.0,0.0,14
hpw42b,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.22,0.19,0.0,0.0,0.0,7
hq0x8s,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.3,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
hq3xu7,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.09,0.1,0.45,0.0,0.0,0.0,0.0,0.24,0.03,0.0,12
hq95m6,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.15,0.06,0.0,0.0,0.0,0.0,0.17,0.26,0.0,0.0,0.09,0.21,15
hq9vhi,0.0,0.0,0.0,0.0,0.07,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.16,0.02,0.29,0.18,0.0,0.25,0.0,0.0,14
hqb9bv,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.17,0.0,0.08,0.0,0.0,0.0,0.17,0.0,0.28,0.0,0.21,0.0,0.0,15
hqhr0u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.05,0.0,0.59,0.0,0.0,17
hqj5cm,0.0,0.0,0.13,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,11
hqjile,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.42,0.0,0.0,0.37,0.0,0.0,14
hqpjxq,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.26,0.36,0.0,0.0,17
hqpq96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.41,0.0,0.31,0.0,0.1,0.09,0.0,0.0,12
hqw40n,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.37,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.12,0.0,0.0,0.12,0.0,7
hqy2dd,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.5,0.21,0.0,17
hr1ctf,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.16,0.11,0.02,0.0,0.03,0.0,0.26,0.0,0.0,0.13,0.26,0.0,0.0,13
hr1s6y,0.05,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.13,15
hrbmzh,0.0,0.01,0.0,0.06,0.03,0.21,0.0,0.0,0.26,0.0,0.07,0.0,0.0,0.01,0.31,0.0,0.0,0.0,0.02,0.0,14
hrenqf,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,5
hrgyw6,0.01,0.01,0.01,0.14,0.01,0.19,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.52,0.01,0.01,0.01,16
hrhml7,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.11,0.06,0.01,0.0,0.12,0.2,0.08,0.03,0.06,0.0,0.0,0.11,0.0,5
hrj4sx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.07,0.0,0.36,0.0,0.0,0.0,11
hrm7bo,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.18,0.0,15
hrn7rt,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.11,0.32,0.0,0.0,0.0,0.0,0.0,0.11,0.16,0.0,0.0,10
hrnxbd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.67,0.0,0.0,17
hrqnx1,0.0,0.0,0.18,0.05,0.0,0.4,0.0,0.0,0.0,0.0,0.1,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
hrrkhy,0.0,0.01,0.0,0.36,0.09,0.2,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.16,0.0,0.0,0.03,3
hrs80e,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.1,0.08,0.0,0.19,0.0,0.52,0.06,0.0,17
hrtbci,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.28,0.2,0.12,0.14,0.0,0.0,0.0,0.0,0.0,11
hrviar,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.16,0.0,0.07,0.0,0.0,0.14,0.11,0.3,0.0,0.0,0.0,0.0,0.0,14
hrw0ip,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.31,0.03,0.0,0.1,0.0,0.37,0.02,0.0,17
hryfjn,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.39,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,8
hryuv4,0.02,0.01,0.0,0.03,0.03,0.09,0.0,0.0,0.02,0.0,0.06,0.16,0.34,0.01,0.08,0.03,0.1,0.0,0.03,0.0,12
hrzcss,0.0,0.0,0.16,0.06,0.0,0.0,0.0,0.16,0.0,0.11,0.0,0.0,0.0,0.0,0.36,0.07,0.0,0.0,0.0,0.06,14
hrzgfp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.69,0.0,0.0,0.0,16
hs0v1i,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.08,0.15,0.0,0.0,0.16,0.08,0.34,0.0,0.01,17
hs2x6h,0.05,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,5
hs3how,0.0,0.0,0.35,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.12,0.0,0.33,0.0,0.0,0.0,2
hs3j6a,0.0,0.0,0.01,0.08,0.0,0.0,0.0,0.08,0.32,0.01,0.0,0.0,0.18,0.06,0.1,0.0,0.0,0.16,0.0,0.0,8
hs8gbc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.22,0.1,0.0,0.0,0.0,0.0,0.05,0.51,0.0,0.05,17
hsahfr,0.0,0.0,0.04,0.0,0.01,0.35,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.22,0.0,0.0,0.26,0.0,0.02,5
hsaute,0.01,0.01,0.26,0.01,0.01,0.01,0.01,0.01,0.4,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.2,0.01,8
hscg5r,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.31,0.0,0.0,0.0,0.17,0.06,0.09,0.21,0.0,0.0,0.0,0.0,0.02,7
hsgr2o,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.49,0.06,0.0,0.0,0.04,15
hshakl,0.0,0.01,0.08,0.0,0.0,0.0,0.0,0.35,0.0,0.03,0.0,0.0,0.0,0.04,0.43,0.05,0.0,0.0,0.0,0.0,14
hsj3uh,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.23,0.0,0.0,0.0,8
hsjy67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.22,0.0,0.13,0.6,0.0,0.0,17
hslzf9,0.01,0.01,0.39,0.14,0.01,0.01,0.01,0.24,0.13,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2
hsmkx2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.2,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
hspboj,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.23,0.0,0.12,0.05,0.0,0.0,0.18,0.0,0.0,0.27,0.0,0.0,17
hspbui,0.01,0.01,0.61,0.01,0.01,0.01,0.01,0.01,0.01,0.21,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2
hsscrf,0.0,0.0,0.0,0.0,0.15,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
hsvl6o,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.39,0.0,0.0,0.0,16
hsw0rz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.25,0.12,0.09,0.0,0.0,0.0,0.0,0.0,7
hsye8k,0.13,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.09,0.0,0.21,0.0,0.27,0.0,0.0,17
ht54qi,0.0,0.0,0.07,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.13,0.0,0.23,0.0,0.0,5
ht5axr,0.0,0.0,0.15,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,3
ht5tjh,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.48,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,7
ht6nt5,0.04,0.02,0.13,0.11,0.0,0.31,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.08,5
htapl3,0.05,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.07,0.29,0.0,0.41,0.0,0.0,17
htarim,0.02,0.0,0.0,0.0,0.06,0.0,0.0,0.13,0.07,0.05,0.0,0.0,0.0,0.08,0.11,0.0,0.1,0.37,0.0,0.0,17
htbnk9,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,8
hth5wv,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.15,0.0,0.0,5
htioaf,0.01,0.01,0.17,0.01,0.01,0.01,0.01,0.01,0.26,0.33,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.14,0.01,9
htk4dn,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.25,0.01,0.64,0.01,0.01,0.01,0.01,0.01,0.01,0.01,12
htopnq,0.02,0.0,0.0,0.0,0.09,0.07,0.0,0.0,0.19,0.0,0.07,0.18,0.14,0.0,0.0,0.22,0.0,0.0,0.01,0.0,15
htr48e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.31,0.0,0.0,14
htsl9z,0.01,0.01,0.12,0.01,0.01,0.01,0.01,0.01,0.76,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,8
htvayi,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.16,0.0,0.56,0.03,0.0,0.0,0.0,0.14,0.0,0.01,12
htweom,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.9,0.01,0.01,0.01,0.01,15
hty9xi,0.0,0.02,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.2,0.08,0.14,0.0,0.23,0.0,0.0,0.0,16
hu1oqi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.04,0.12,0.45,0.0,0.0,0.34,0.0,0.0,14
hu2k02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.26,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.05,0.0,14
hu97b2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.35,0.0,0.0,0.11,0.0,0.0,0.11,0.11,12
hubyv0,0.02,0.0,0.0,0.0,0.0,0.06,0.0,0.15,0.0,0.0,0.1,0.0,0.02,0.02,0.0,0.08,0.12,0.43,0.0,0.0,17
huf9ol,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.11,0.1,0.0,0.6,0.0,0.0,0.0,0.0,0.0,14
hujzj3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.23,0.0,0.0,0.17,0.0,0.3,0.0,0.0,17
hukblw,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.12,0.0,15
hul2ya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.05,0.0,0.19,0.0,0.0,7
hur6m8,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.19,0.1,0.3,0.0,0.0,17
huta5w,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.08,0.0,0.4,0.0,0.0,0.0,0.0,15
huypqt,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.07,0.0,0.17,0.27,0.0,0.0,0.1,8
huz3pr,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.59,0.0,0.0,0.08,0.0,0.0,14
huzn82,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.06,0.0,0.28,0.0,0.0,0.0,0.03,12
huzuet,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.25,0.0,0.0,0.0,4
hv06uc,0.0,0.0,0.28,0.11,0.0,0.0,0.0,0.08,0.4,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,8
hv2x70,0.03,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.14,0.0,0.0,0.21,0.25,0.0,0.0,0.0,0.0,8
hv65bb,0.01,0.01,0.53,0.01,0.01,0.19,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.16,2
hva6hs,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.34,0.06,0.15,0.0,0.0,0.0,0.05,0.0,12
hvagvo,0.01,0.01,0.55,0.01,0.01,0.01,0.01,0.01,0.01,0.35,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2
hvc6fp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.16,0.3,0.0,0.0,0.37,0.09,0.0,0.0,0.0,0.0,14
hvci1z,0.0,0.0,0.2,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,11
hvdm1z,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.45,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,11
hvermn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.55,0.0,0.0,0.0,16
hvfm0r,0.0,0.0,0.1,0.0,0.0,0.6,0.0,0.12,0.0,0.0,0.06,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.04,0.0,5
hvj70g,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,14
hvjo4a,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.44,0.01,0.0,0.0,0.0,0.29,0.04,0.0,12
hvl5dj,0.0,0.01,0.03,0.06,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,14
hvmjqc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.28,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,15
hvnha8,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.13,0.1,0.01,0.04,0.11,0.14,0.06,0.03,0.08,0.03,0.0,0.0,0.01,5
hvofl1,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.19,0.07,0.0,0.07,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,5
hvp2zp,0.0,0.0,0.0,0.26,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,14
hvq6h6,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.07,0.0,0.0,0.0,0.33,0.34,0.0,0.0,0.0,0.21,0.0,0.0,0.0,12
hvqxki,0.0,0.0,0.05,0.0,0.0,0.16,0.0,0.0,0.42,0.0,0.09,0.16,0.0,0.09,0.0,0.03,0.0,0.0,0.0,0.0,8
hvv58h,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.0,0.0,0.0,0.0,15
hvwdu7,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.14,0.0,0.0,16
hvwedh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
hvwibj,0.0,0.05,0.39,0.12,0.0,0.0,0.0,0.0,0.0,0.07,0.09,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,2
hvy8ed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.15,0.39,0.0,0.0,0.0,0.0,0.0,7
hvz2e6,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.23,0.0,0.08,0.0,0.12,0.21,0.0,0.0,12
hw0u2k,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.14,0.0,0.0,0.14,0.0,0.0,0.16,0.07,0.34,0.04,0.0,17
hw12jf,0.0,0.0,0.13,0.0,0.16,0.0,0.0,0.36,0.13,0.05,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,7
hw1j5r,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.25,0.11,0.0,0.0,0.0,10
