,t0 amp,t1 period,t2 nt,t3 sex,t4 symptom,t5 feel,t6 nt,t7 endometriosis,t8 control,t9 surgery,t10 day,t11 cyst,t12 pelvic,t13 advice,t14 else,dominant_topic
bpdw19,0.0,0.0,0.33,0.0,0.18,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.28,2
bpfh40,0.22,0.06,0.0,0.03,0.0,0.0,0.0,0.11,0.39,0.0,0.0,0.0,0.0,0.09,0.09,8
bpgmw9,0.19,0.0,0.16,0.1,0.0,0.0,0.14,0.0,0.0,0.0,0.16,0.09,0.15,0.0,0.0,0
bpgt1v,0.0,0.0,0.11,0.17,0.0,0.0,0.0,0.0,0.26,0.41,0.0,0.0,0.05,0.0,0.0,9
bpi0g3,0.16,0.0,0.31,0.0,0.0,0.06,0.0,0.0,0.28,0.0,0.0,0.0,0.13,0.0,0.04,2
bpik20,0.0,0.0,0.0,0.0,0.0,0.18,0.49,0.0,0.0,0.25,0.0,0.07,0.0,0.0,0.0,6
bpkeaq,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.22,0.01,0.01,0.16,0.01,0.01,0.57,0.01,13
bplmz7,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,8
bpmir2,0.0,0.0,0.0,0.0,0.54,0.26,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
bpq41w,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.24,0.15,9
bpt8vm,0.0,0.17,0.12,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,14
bpu5hl,0.0,0.0,0.0,0.09,0.0,0.0,0.29,0.0,0.0,0.27,0.26,0.09,0.0,0.0,0.0,6
bpubtz,0.0,0.18,0.09,0.0,0.1,0.0,0.0,0.0,0.22,0.0,0.0,0.39,0.0,0.0,0.0,11
bpw356,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.56,0.05,0.0,0.0,0.0,10
bpxsut,0.05,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.12,0.0,2
bpy49j,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.42,0.0,0.33,0.0,0.11,0.0,9
bpz0sb,0.01,0.01,0.01,0.01,0.21,0.01,0.01,0.01,0.01,0.01,0.01,0.14,0.01,0.01,0.58,14
bq2olk,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.02,0.23,0.18,0.0,8
bq46oo,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.58,0.0,0.0,0.06,0.07,10
bq5ixw,0.0,0.0,0.74,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
bq62r9,0.03,0.26,0.06,0.0,0.25,0.09,0.03,0.0,0.03,0.05,0.18,0.02,0.0,0.0,0.0,1
bq7c8p,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,10
bqan7f,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.22,0.0,0.0,0.25,0.0,8
bqanrd,0.01,0.01,0.01,0.01,0.21,0.01,0.01,0.19,0.01,0.01,0.51,0.01,0.01,0.01,0.01,10
bqbvbk,0.03,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.37,0.0,0.27,0.1,0.0,10
bqgks4,0.03,0.8,0.0,0.03,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.05,0.0,0.0,1
bqh5yq,0.02,0.0,0.33,0.12,0.0,0.15,0.15,0.0,0.09,0.0,0.13,0.0,0.0,0.0,0.0,2
bqi5e6,0.01,0.01,0.01,0.01,0.01,0.53,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.33,0.01,5
bqkjtq,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.0,0.0,1
bqrudh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.17,0.0,7
bqv6t6,0.0,0.18,0.0,0.0,0.0,0.0,0.54,0.0,0.14,0.0,0.0,0.0,0.0,0.12,0.0,6
bqwlxt,0.0,0.18,0.0,0.0,0.08,0.22,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.32,14
bqziqe,0.0,0.31,0.17,0.31,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
br6347,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.14,0.36,0.0,0.0,0.0,0.0,3
br6i46,0.0,0.0,0.31,0.0,0.0,0.16,0.0,0.09,0.0,0.43,0.0,0.0,0.0,0.0,0.0,9
br7axf,0.0,0.0,0.48,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
brakoz,0.0,0.18,0.0,0.25,0.0,0.0,0.17,0.0,0.15,0.0,0.0,0.0,0.2,0.04,0.0,3
bre70w,0.0,0.51,0.0,0.0,0.06,0.0,0.24,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.06,1
brengy,0.03,0.0,0.0,0.03,0.0,0.19,0.0,0.0,0.0,0.49,0.21,0.03,0.0,0.0,0.0,9
brg2t0,0.26,0.0,0.12,0.0,0.0,0.0,0.0,0.09,0.0,0.43,0.0,0.08,0.0,0.0,0.0,9
brghv6,0.0,0.0,0.3,0.13,0.03,0.44,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
bruds1,0.0,0.0,0.0,0.0,0.5,0.1,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.15,0.15,4
brurmv,0.01,0.01,0.45,0.01,0.01,0.01,0.01,0.01,0.01,0.47,0.01,0.01,0.01,0.01,0.01,9
brw6jq,0.0,0.0,0.0,0.0,0.0,0.21,0.34,0.0,0.35,0.0,0.0,0.0,0.0,0.09,0.0,8
brymau,0.0,0.26,0.0,0.0,0.06,0.0,0.0,0.02,0.06,0.18,0.17,0.17,0.08,0.0,0.0,1
bs0kgc,0.0,0.36,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.08,0.0,1
bs1ub7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.32,0.0,0.0,0.0,0.51,14
bs27ey,0.0,0.69,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,1
bs49la,0.07,0.0,0.26,0.0,0.0,0.0,0.0,0.21,0.0,0.44,0.0,0.0,0.0,0.0,0.0,9
bs4nyt,0.08,0.0,0.32,0.06,0.0,0.0,0.07,0.0,0.18,0.29,0.0,0.0,0.0,0.0,0.0,2
bs6q4m,0.0,0.28,0.0,0.0,0.1,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,14
bs7uy3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.27,0.0,0.0,0.0,0.5,14
bsb6uy,0.0,0.27,0.12,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
bsb797,0.01,0.01,0.43,0.01,0.5,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,4
bsdj45,0.0,0.15,0.11,0.03,0.0,0.0,0.02,0.06,0.02,0.11,0.34,0.13,0.0,0.03,0.0,10
bsi5y3,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.07,0.0,1
bskd9c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.53,0.25,0.0,0.05,0.12,0.0,9
bsny46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.47,0.04,0.12,0.0,0.18,0.0,0.0,8
bszooc,0.07,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.09,0.0,0.17,0.0,0.0,0.0,1
bt3qiu,0.0,0.0,0.0,0.09,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.43,14
bt4805,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.1,0.3,0.0,0.0,0.0,0.0,1
bt91xr,0.03,0.28,0.0,0.0,0.0,0.0,0.0,0.12,0.28,0.14,0.0,0.1,0.03,0.0,0.0,1
btk15n,0.0,0.0,0.12,0.0,0.0,0.23,0.15,0.0,0.13,0.16,0.0,0.17,0.0,0.04,0.0,5
btlftp,0.0,0.57,0.0,0.03,0.0,0.0,0.0,0.0,0.17,0.0,0.13,0.03,0.06,0.0,0.0,1
btm50r,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.1,0.0,0.0,0.0,10
btpxxx,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.13,0.0,0.0,9
btr22p,0.0,0.17,0.09,0.0,0.0,0.09,0.47,0.0,0.0,0.0,0.0,0.1,0.04,0.0,0.04,6
btug8g,0.08,0.0,0.0,0.0,0.25,0.14,0.0,0.0,0.0,0.38,0.0,0.06,0.0,0.0,0.07,9
bu1xpy,0.0,0.0,0.15,0.26,0.0,0.08,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
bu2u74,0.09,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.36,0.18,0.16,0.0,0.0,0.0,0.0,8
bu3swx,0.21,0.0,0.2,0.0,0.0,0.0,0.0,0.16,0.42,0.0,0.0,0.0,0.0,0.0,0.0,8
bu5p0h,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.23,0.11,0.0,0.0,0.0,0.38,0.0,13
bu5ptl,0.0,0.0,0.0,0.0,0.03,0.15,0.03,0.0,0.14,0.13,0.17,0.14,0.21,0.0,0.0,12
bu6ywo,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,8
bu7gp2,0.11,0.0,0.08,0.0,0.0,0.17,0.0,0.0,0.0,0.58,0.0,0.0,0.05,0.0,0.0,9
buaqxh,0.0,0.09,0.4,0.0,0.0,0.0,0.0,0.06,0.14,0.12,0.09,0.05,0.04,0.0,0.0,2
bucdv1,0.0,0.05,0.36,0.13,0.0,0.0,0.0,0.0,0.21,0.0,0.24,0.0,0.0,0.0,0.0,2
buci7s,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.68,0.01,0.01,0.01,0.25,0.01,9
budkcg,0.02,0.09,0.33,0.0,0.0,0.0,0.0,0.17,0.05,0.11,0.0,0.02,0.1,0.11,0.0,2
bufuz9,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.54,0.02,0.02,0.02,0.02,0.02,0.02,0.25,7
buhdc9,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.29,0.29,0.0,0.0,0.0,0.0,0.0,0.1,4
bukq4p,0.0,0.0,0.53,0.0,0.0,0.22,0.0,0.15,0.0,0.0,0.09,0.0,0.0,0.0,0.0,2
bupkew,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.07,0.0,7
buukd8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.88,0.0,0.0,0.0,0.0,0.0,9
bv1fqw,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.2,0.0,0.0,0.0,2
bvlu68,0.0,0.33,0.16,0.15,0.16,0.0,0.0,0.04,0.12,0.0,0.0,0.03,0.0,0.0,0.0,1
bvnxl6,0.0,0.64,0.0,0.0,0.11,0.0,0.2,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,1
bvsrhl,0.0,0.34,0.12,0.0,0.05,0.0,0.22,0.0,0.0,0.0,0.07,0.0,0.0,0.04,0.15,1
bvy5c6,0.03,0.0,0.0,0.13,0.0,0.0,0.12,0.1,0.09,0.0,0.13,0.32,0.05,0.0,0.04,11
bw45us,0.0,0.07,0.23,0.0,0.0,0.24,0.16,0.0,0.12,0.0,0.13,0.0,0.06,0.0,0.0,5
bw6jv7,0.0,0.0,0.14,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,14
bw6q14,0.26,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.08,0.0,0.0,10
bwdf1n,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.24,0.0,8
bwgdy9,0.0,0.0,0.0,0.0,0.0,0.17,0.27,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.34,14
bwh7ad,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.09,0.0,0.0,0.0,8
bwihzb,0.0,0.91,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
bwkde9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.38,0.08,0.0,0.0,0.0,7
bwlho7,0.0,0.08,0.0,0.0,0.0,0.28,0.0,0.0,0.22,0.17,0.24,0.0,0.0,0.0,0.0,5
bwqrdj,0.0,0.0,0.16,0.0,0.03,0.0,0.0,0.0,0.27,0.53,0.0,0.0,0.0,0.0,0.0,9
bwsed6,0.15,0.0,0.0,0.0,0.0,0.43,0.18,0.0,0.0,0.07,0.0,0.0,0.0,0.14,0.0,5
bwubeo,0.0,0.54,0.0,0.0,0.0,0.14,0.17,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,1
bwwqp1,0.0,0.0,0.16,0.0,0.23,0.0,0.26,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,8
bwxgke,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.17,0.0,0.0,0.0,0.0,0.29,0.0,0.22,12
bwz8u0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,8
bx3a74,0.0,0.0,0.28,0.2,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,5
bx3yig,0.0,0.11,0.0,0.05,0.16,0.0,0.0,0.14,0.14,0.0,0.08,0.19,0.12,0.0,0.0,11
bx4e3f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.41,0.19,13
bxaztt,0.0,0.0,0.0,0.24,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.14,4
bxg2kj,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.17,0.56,0.0,0.0,0.0,0.0,0.13,0.0,8
bxl8xb,0.0,0.0,0.27,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.34,0.0,13
bxnoow,0.0,0.23,0.33,0.0,0.0,0.0,0.0,0.26,0.12,0.0,0.05,0.0,0.0,0.0,0.0,2
bxoewf,0.15,0.1,0.26,0.0,0.02,0.1,0.13,0.0,0.0,0.1,0.06,0.0,0.07,0.0,0.0,2
bxpfip,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.13,0.0,0.0,0.0,0.0,0.32,0.0,0.0,6
bxpkvm,0.0,0.43,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,1
bxtmqt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.25,0.0,0.12,0.0,9
bxvzov,0.0,0.0,0.0,0.0,0.04,0.49,0.34,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,5
bxwmkd,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,6
bxwx97,0.01,0.01,0.01,0.01,0.53,0.01,0.01,0.01,0.01,0.01,0.01,0.26,0.01,0.01,0.15,4
bxxeo0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.69,0.02,0.02,0.02,0.02,0.02,9
by2h43,0.0,0.0,0.0,0.32,0.29,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
by6qc6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.35,0.0,0.48,0.0,0.0,0.0,11
by8yg8,0.07,0.0,0.0,0.0,0.14,0.13,0.0,0.0,0.17,0.05,0.28,0.0,0.0,0.16,0.0,10
byenim,0.0,0.45,0.18,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
byfub2,0.13,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.48,0.0,13
bygfnx,0.0,0.4,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.2,1
byj1nn,0.0,0.1,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.13,0.1,0.0,9
byoonz,0.0,0.0,0.19,0.0,0.0,0.28,0.0,0.0,0.0,0.19,0.16,0.0,0.0,0.0,0.18,5
byplzv,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.07,0.0,0.56,0.0,0.0,0.0,0.0,10
byqtll,0.0,0.34,0.22,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.06,0.0,0.09,0.0,1
byqwcm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.76,0.0,13
byv2mw,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.23,10
byv7w4,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.22,0.0,0.0,0.14,0.0,0.23,7
bz7fss,0.01,0.01,0.14,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.75,0.01,13
bz95zl,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.84,0.01,0.01,12
bz9ugw,0.0,0.09,0.0,0.23,0.09,0.0,0.07,0.0,0.0,0.44,0.0,0.06,0.0,0.0,0.0,9
bzehpd,0.0,0.22,0.0,0.0,0.34,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.11,0.17,0.0,4
bzhmut,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,5
bzhxol,0.0,0.0,0.09,0.0,0.0,0.15,0.38,0.06,0.0,0.0,0.12,0.2,0.0,0.0,0.0,6
bzjeda,0.01,0.01,0.01,0.01,0.01,0.18,0.4,0.12,0.01,0.01,0.01,0.01,0.01,0.01,0.22,6
bzjp92,0.0,0.0,0.31,0.0,0.13,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.05,0.0,0.0,7
bzmtjj,0.0,0.0,0.0,0.12,0.05,0.0,0.0,0.0,0.0,0.2,0.4,0.2,0.0,0.0,0.0,10
bzopmn,0.05,0.0,0.53,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,2
bzr1tj,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
bzwgkp,0.05,0.0,0.16,0.04,0.23,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.09,0.16,0.0,8
c05wg4,0.04,0.08,0.31,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.13,0.04,0.09,0.06,0.0,2
c0b2ho,0.01,0.01,0.01,0.01,0.01,0.01,0.46,0.01,0.01,0.01,0.01,0.01,0.01,0.47,0.01,13
c0bjg3,0.0,0.53,0.0,0.06,0.19,0.0,0.0,0.0,0.0,0.0,0.03,0.09,0.06,0.04,0.0,1
c0kobh,0.0,0.34,0.32,0.0,0.0,0.0,0.14,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.0,1
c0lk0n,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.07,0.0,0.0,0.0,9
c0mica,0.0,0.1,0.0,0.04,0.08,0.0,0.0,0.15,0.38,0.0,0.0,0.0,0.03,0.03,0.17,8
c0mmj5,0.16,0.0,0.45,0.0,0.0,0.0,0.0,0.16,0.0,0.07,0.0,0.15,0.0,0.0,0.0,2
c0n0bu,0.0,0.21,0.0,0.05,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.25,0.0,0.08,11
c0ni79,0.0,0.0,0.11,0.07,0.0,0.33,0.14,0.0,0.0,0.0,0.0,0.04,0.0,0.16,0.15,5
c0o5nt,0.25,0.0,0.08,0.0,0.03,0.0,0.07,0.32,0.07,0.04,0.14,0.01,0.0,0.0,0.0,7
c0qu7f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.48,0.0,0.0,0.0,0.2,0.0,0.0,8
c0rn1c,0.0,0.2,0.0,0.0,0.0,0.32,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.16,5
c0wfko,0.0,0.5,0.0,0.0,0.14,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,1
c0xmm9,0.07,0.0,0.35,0.13,0.0,0.04,0.18,0.0,0.0,0.16,0.0,0.06,0.0,0.0,0.0,2
c11wdu,0.09,0.29,0.0,0.0,0.0,0.0,0.0,0.05,0.47,0.08,0.0,0.02,0.0,0.0,0.0,8
c13f0o,0.0,0.0,0.31,0.0,0.06,0.0,0.0,0.0,0.0,0.58,0.0,0.03,0.0,0.0,0.0,9
c15fmb,0.0,0.0,0.59,0.11,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,2
c18k3x,0.0,0.51,0.0,0.37,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
c1br2p,0.0,0.0,0.0,0.0,0.12,0.13,0.3,0.0,0.0,0.19,0.0,0.08,0.09,0.07,0.0,6
c1d3a9,0.0,0.11,0.07,0.0,0.31,0.0,0.04,0.0,0.26,0.0,0.0,0.05,0.07,0.0,0.09,4
c1h98h,0.0,0.0,0.0,0.03,0.06,0.0,0.51,0.0,0.0,0.13,0.26,0.0,0.0,0.0,0.0,6
c1ipas,0.0,0.01,0.0,0.0,0.23,0.1,0.21,0.01,0.03,0.0,0.17,0.0,0.21,0.0,0.03,4
c1k6dw,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
c1kt0e,0.01,0.52,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.35,1
c1kwcm,0.0,0.0,0.45,0.0,0.0,0.12,0.0,0.05,0.12,0.11,0.0,0.13,0.0,0.0,0.01,2
c1lm14,0.0,0.0,0.0,0.0,0.2,0.27,0.0,0.0,0.0,0.0,0.0,0.03,0.08,0.0,0.4,14
c1ng7g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.24,0.06,0.0,0.16,0.0,9
c1sp1u,0.0,0.15,0.54,0.0,0.24,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
c1ural,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.12,0.0,0.0,0.0,0.0,7
c1v0zf,0.0,0.0,0.25,0.24,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.14,0.12,2
c1vx15,0.01,0.01,0.72,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.18,0.01,0.01,2
c23zow,0.0,0.19,0.0,0.05,0.4,0.09,0.0,0.03,0.15,0.0,0.0,0.0,0.0,0.0,0.08,4
c250fu,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.15,0.5,0.0,0.21,0.0,0.0,0.0,9
c26uqv,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,2
c2744e,0.0,0.0,0.0,0.0,0.37,0.0,0.12,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,9
c28hn5,0.0,0.08,0.0,0.0,0.12,0.25,0.0,0.0,0.0,0.0,0.25,0.06,0.0,0.0,0.23,5
c28wov,0.0,0.0,0.0,0.21,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.11,0.18,0.0,4
c292v5,0.05,0.03,0.11,0.02,0.11,0.0,0.0,0.0,0.52,0.0,0.0,0.16,0.0,0.0,0.0,8
c2a118,0.0,0.0,0.0,0.0,0.11,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.22,0.0,12
c2bj22,0.1,0.0,0.13,0.0,0.0,0.0,0.0,0.16,0.08,0.29,0.2,0.0,0.0,0.0,0.0,9
c2cnv7,0.02,0.0,0.26,0.0,0.0,0.05,0.14,0.0,0.22,0.0,0.0,0.13,0.0,0.1,0.08,2
c2e599,0.0,0.11,0.0,0.12,0.0,0.0,0.27,0.0,0.0,0.07,0.0,0.0,0.0,0.13,0.3,14
c2ea1h,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.77,0.02,0.02,12
c2jlho,0.02,0.0,0.0,0.0,0.17,0.0,0.13,0.0,0.0,0.49,0.0,0.11,0.08,0.0,0.0,9
c2meqe,0.01,0.01,0.01,0.01,0.4,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.46,14
c2r1y9,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,14
c2rah3,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.53,0.09,0.0,0.0,0.17,0.0,9
c2td47,0.05,0.0,0.0,0.04,0.08,0.0,0.18,0.0,0.26,0.25,0.0,0.04,0.09,0.0,0.0,8
c2zhug,0.0,0.0,0.0,0.0,0.18,0.59,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
c2zprp,0.01,0.01,0.01,0.01,0.01,0.25,0.28,0.01,0.01,0.01,0.01,0.01,0.27,0.13,0.01,6
c338r6,0.61,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.28,0.01,0.01,0.01,0.01,0.01,0.01,0
c35wya,0.0,0.0,0.39,0.0,0.0,0.12,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.34,0.0,2
c37qqn,0.0,0.0,0.0,0.11,0.0,0.24,0.0,0.0,0.0,0.29,0.0,0.35,0.0,0.0,0.0,11
c3c6y8,0.0,0.16,0.07,0.08,0.0,0.14,0.0,0.0,0.15,0.0,0.23,0.02,0.14,0.0,0.0,10
c3ddn1,0.0,0.0,0.19,0.06,0.09,0.0,0.43,0.0,0.0,0.0,0.0,0.09,0.12,0.0,0.0,6
c3eida,0.12,0.0,0.0,0.13,0.0,0.12,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.14,10
c3jlbq,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.09,0.06,0.11,1
c3ksy3,0.0,0.0,0.0,0.0,0.1,0.31,0.0,0.18,0.21,0.0,0.0,0.03,0.0,0.15,0.0,5
c46r70,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.38,0.0,0.5,0.0,0.0,0.0,0.0,0.0,9
c48t1k,0.07,0.0,0.0,0.0,0.12,0.2,0.0,0.0,0.14,0.0,0.0,0.0,0.17,0.28,0.0,13
