,t0 amp,t1 period,t2 nt,t3 sex,t4 symptom,t5 feel,t6 nt,t7 endometriosis,t8 control,t9 surgery,t10 day,t11 cyst,t12 pelvic,t13 advice,t14 else,dominant_topic
gsg12a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.18,8
gsgn6x,0.0,0.2,0.0,0.04,0.04,0.09,0.0,0.0,0.0,0.27,0.0,0.36,0.0,0.0,0.0,11
gsgu2y,0.0,0.0,0.0,0.0,0.0,0.2,0.16,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.47,14
gsip3j,0.06,0.18,0.27,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.11,0.0,0.0,7
gskhte,0.01,0.01,0.01,0.01,0.01,0.52,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1,0.31,5
gsoax0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.16,0.21,4
gsquu8,0.0,0.08,0.32,0.0,0.0,0.0,0.03,0.1,0.24,0.0,0.0,0.07,0.0,0.11,0.05,2
gsxej2,0.01,0.32,0.16,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.06,0.0,0.07,8
gt075l,0.02,0.28,0.0,0.0,0.08,0.26,0.13,0.07,0.0,0.0,0.16,0.0,0.0,0.0,0.0,1
gt0m4n,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.11,0.32,0.2,0.0,0.2,0.13,0.0,9
gt0ntp,0.0,0.0,0.25,0.16,0.09,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.19,0.08,0.03,2
gt6zyo,0.0,0.25,0.35,0.0,0.14,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.13,0.0,0.0,2
gtazto,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.16,0.22,0.05,0.0,0.0,9
gtfsq3,0.0,0.0,0.0,0.0,0.0,0.08,0.15,0.17,0.1,0.38,0.0,0.0,0.0,0.0,0.1,9
gtp1g2,0.0,0.16,0.18,0.0,0.05,0.05,0.2,0.0,0.0,0.25,0.0,0.01,0.09,0.0,0.0,9
gtr9ou,0.0,0.0,0.18,0.0,0.05,0.0,0.0,0.18,0.0,0.44,0.05,0.08,0.0,0.0,0.0,9
gufqdb,0.0,0.0,0.32,0.0,0.0,0.22,0.1,0.27,0.0,0.0,0.0,0.0,0.0,0.06,0.0,2
gugiua,0.02,0.0,0.22,0.0,0.0,0.0,0.36,0.0,0.27,0.04,0.0,0.0,0.03,0.06,0.0,6
gulgnc,0.0,0.0,0.0,0.0,0.27,0.0,0.14,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.31,14
guwakv,0.0,0.24,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,5
guyig0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.12,0.0,0.48,0.0,0.0,0.06,0.14,0.0,9
gv5xyv,0.0,0.0,0.0,0.09,0.04,0.21,0.0,0.0,0.0,0.14,0.0,0.0,0.11,0.0,0.4,14
gvbya7,0.11,0.0,0.0,0.0,0.13,0.05,0.27,0.0,0.25,0.07,0.0,0.0,0.0,0.11,0.0,6
gvdgkp,0.0,0.31,0.42,0.03,0.0,0.11,0.0,0.06,0.0,0.0,0.0,0.07,0.0,0.0,0.0,2
gvdhsh,0.0,0.0,0.25,0.2,0.15,0.0,0.11,0.0,0.05,0.09,0.0,0.03,0.03,0.09,0.0,2
gveb1q,0.0,0.0,0.84,0.0,0.0,0.06,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,2
gvi3m9,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.55,0.0,0.0,0.0,0.0,10
gvj2wm,0.0,0.29,0.08,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.14,0.09,0.0,0.0,8
gvkog9,0.0,0.0,0.0,0.0,0.46,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,4
gw10zz,0.0,0.19,0.0,0.0,0.25,0.09,0.0,0.05,0.2,0.0,0.0,0.0,0.22,0.0,0.0,4
gw16ei,0.0,0.0,0.27,0.0,0.0,0.0,0.1,0.0,0.0,0.27,0.0,0.17,0.18,0.0,0.0,2
gw1kkw,0.03,0.28,0.21,0.07,0.0,0.08,0.0,0.0,0.28,0.05,0.0,0.0,0.0,0.0,0.0,1
gw1w2t,0.01,0.37,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.51,14
gw4rhc,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.15,0.0,0.28,7
gw7x0e,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.6,14
gwab3o,0.04,0.0,0.0,0.0,0.0,0.17,0.22,0.0,0.11,0.2,0.0,0.02,0.24,0.0,0.0,12
gwhnp9,0.0,0.16,0.0,0.0,0.04,0.0,0.16,0.0,0.24,0.16,0.0,0.0,0.0,0.0,0.23,8
gwjxjg,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.31,0.0,0.23,0.0,0.13,0.0,0.0,0.1,7
gwkscs,0.0,0.14,0.0,0.0,0.04,0.3,0.33,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
gwkvtb,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.32,11
gwmil1,0.03,0.36,0.0,0.0,0.0,0.0,0.0,0.08,0.32,0.09,0.0,0.12,0.0,0.0,0.0,1
gwrqas,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.07,0.7,0.0,0.0,0.09,0.0,0.0,0.0,8
gwt7ae,0.0,0.0,0.33,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.34,0.0,0.16,0.0,0.0,10
gwtxuz,0.0,0.0,0.15,0.0,0.0,0.3,0.2,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,10
gwu4dw,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.0,2
gwuwpm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.5,0.0,13
gwuwq2,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.32,0.26,0.0,0.24,0.0,0.0,0.0,8
gwv2o5,0.01,0.51,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.42,0.01,0.01,0.01,0.01,1
gwwrp5,0.02,0.08,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.12,0.42,0.07,0.06,0.0,0.0,10
gx6zd3,0.0,0.09,0.2,0.0,0.03,0.0,0.18,0.0,0.22,0.12,0.0,0.0,0.16,0.0,0.0,8
gx7zet,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.18,0.0,0.0,0.15,0.0,2
gxcp7a,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.0,9
gxd8yw,0.0,0.0,0.0,0.0,0.34,0.0,0.14,0.0,0.0,0.0,0.0,0.08,0.0,0.4,0.0,13
gxklqz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.36,0.04,0.0,0.1,0.22,10
gxmh5u,0.0,0.15,0.0,0.19,0.18,0.0,0.0,0.0,0.17,0.1,0.0,0.03,0.15,0.0,0.02,3
gxmtd2,0.0,0.41,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,1
gxn1tb,0.01,0.01,0.01,0.01,0.01,0.36,0.01,0.25,0.01,0.01,0.01,0.01,0.01,0.01,0.32,5
gxutbk,0.06,0.05,0.09,0.0,0.0,0.0,0.06,0.0,0.29,0.15,0.07,0.14,0.04,0.0,0.04,8
gxwtt5,0.0,0.11,0.0,0.19,0.32,0.0,0.14,0.04,0.0,0.0,0.0,0.0,0.19,0.0,0.0,4
gxxdfy,0.05,0.0,0.0,0.0,0.27,0.0,0.0,0.49,0.18,0.0,0.0,0.0,0.0,0.0,0.0,7
gxzyse,0.0,0.56,0.08,0.11,0.0,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,1
gy0muo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.48,0.0,0.0,0.21,0.0,0.0,9
gy45ll,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.14,0.61,0.0,0.0,0.02,0.05,0.0,0.0,8
gy5hwu,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.84,0.01,0.01,0.01,0.01,0.01,0.01,0.01,7
gy9qi3,0.18,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.3,0.0,0.0,0.0,0.14,0.17,0.0,8
gy9sr0,0.05,0.59,0.13,0.0,0.16,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,1
gyaup8,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.11,0.0,0.04,0.0,0.11,0.26,1
gybiec,0.0,0.12,0.09,0.0,0.0,0.0,0.0,0.07,0.57,0.0,0.0,0.0,0.0,0.14,0.0,8
gycjg0,0.0,0.0,0.21,0.0,0.07,0.05,0.0,0.0,0.0,0.47,0.11,0.03,0.0,0.06,0.0,9
gyedqt,0.0,0.14,0.0,0.0,0.11,0.0,0.24,0.0,0.32,0.0,0.0,0.0,0.05,0.0,0.13,8
gygbiw,0.0,0.16,0.16,0.0,0.0,0.0,0.09,0.0,0.29,0.0,0.0,0.06,0.09,0.0,0.14,8
gyleqb,0.01,0.01,0.01,0.01,0.01,0.01,0.58,0.01,0.01,0.01,0.01,0.01,0.24,0.01,0.01,6
gym34b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.14,9
gysvmf,0.0,0.0,0.0,0.0,0.09,0.36,0.36,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,5
gyy7bw,0.0,0.0,0.62,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,2
gz44yk,0.0,0.19,0.0,0.0,0.3,0.0,0.07,0.06,0.17,0.04,0.0,0.08,0.09,0.0,0.0,4
gz7fmo,0.03,0.43,0.0,0.0,0.0,0.0,0.24,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.07,1
gz9o9e,0.07,0.04,0.0,0.03,0.3,0.0,0.12,0.07,0.0,0.0,0.0,0.11,0.26,0.0,0.0,4
gzbfxg,0.0,0.1,0.4,0.02,0.0,0.0,0.15,0.12,0.0,0.0,0.0,0.0,0.0,0.2,0.0,2
gzcmc0,0.0,0.58,0.0,0.0,0.2,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,1
gzg9qx,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.42,0.12,0.0,0.0,0.0,0.14,0.0,8
gzmf3w,0.0,0.57,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,1
gznq28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.33,0.38,0.0,13
gzrqyk,0.1,0.0,0.22,0.0,0.0,0.0,0.3,0.0,0.0,0.15,0.0,0.0,0.0,0.22,0.0,6
gzvdph,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.7,0.0,0.0,0.0,11
gzx1so,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2
gzx23a,0.05,0.36,0.0,0.0,0.0,0.0,0.2,0.0,0.3,0.0,0.0,0.0,0.08,0.0,0.0,1
gzzizj,0.0,0.0,0.0,0.0,0.0,0.18,0.1,0.0,0.0,0.49,0.21,0.0,0.0,0.0,0.0,9
h02v9v,0.0,0.53,0.0,0.0,0.0,0.09,0.07,0.1,0.12,0.0,0.0,0.06,0.02,0.0,0.0,1
h03e1y,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.07,0.37,0.19,0.0,0.0,0.13,0.0,9
h03eul,0.0,0.19,0.12,0.0,0.0,0.0,0.22,0.0,0.26,0.0,0.21,0.0,0.0,0.0,0.0,8
h09m7y,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.33,0.01,0.01,0.01,0.01,0.01,0.01,0.59,14
h0da2s,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.84,0.01,0.01,0.01,0.01,10
h0gxzc,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.57,0.15,0.0,0.0,0.0,0.0,0.0,0.0,7
h0i7nh,0.01,0.0,0.12,0.0,0.0,0.0,0.0,0.03,0.21,0.63,0.0,0.0,0.0,0.0,0.0,9
h0isah,0.0,0.0,0.24,0.0,0.0,0.24,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,8
h0itta,0.01,0.01,0.01,0.24,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.67,14
h0iz9u,0.26,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.62,0.01,13
h0ja9p,0.21,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.08,0.05,0.0,0.17,10
h0ky4i,0.0,0.42,0.17,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,1
h0kzht,0.01,0.01,0.01,0.01,0.01,0.01,0.32,0.01,0.01,0.01,0.01,0.01,0.01,0.32,0.3,6
h0mmgp,0.02,0.0,0.22,0.0,0.0,0.22,0.08,0.0,0.0,0.16,0.29,0.0,0.0,0.0,0.0,10
h0p3w4,0.01,0.0,0.06,0.0,0.1,0.0,0.0,0.0,0.18,0.18,0.38,0.1,0.0,0.0,0.0,10
h0q26s,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.32,0.14,0.0,0.08,0.08,0.05,0.02,8
h0t6pp,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.69,0.02,0.02,0.02,0.02,0.02,0.02,0.02,7
h0t894,0.08,0.28,0.0,0.11,0.1,0.0,0.14,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.24,1
h0tojz,0.0,0.48,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,1
h0u8bm,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.07,0.0,0.0,0.0,0.0,2
h0vgam,0.0,0.0,0.28,0.0,0.0,0.0,0.31,0.0,0.29,0.0,0.0,0.1,0.0,0.0,0.0,6
h0x123,0.0,0.35,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.15,0.0,0.03,0.0,0.0,0.07,6
h0x2qo,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.14,0.49,0.0,0.0,0.0,0.0,10
h0yef8,0.0,0.45,0.0,0.0,0.03,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,1
h13lpc,0.0,0.0,0.44,0.08,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.03,2
h15cpf,0.02,0.1,0.16,0.0,0.29,0.0,0.0,0.22,0.0,0.0,0.0,0.2,0.0,0.0,0.0,4
h7761e,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0
h78wab,0.02,0.1,0.0,0.01,0.0,0.0,0.0,0.0,0.08,0.32,0.25,0.0,0.06,0.14,0.0,9
h79fzj,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.23,0.0,0.0,0.16,0.0,0.0,7
h7ai5a,0.0,0.48,0.24,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.07,0.0,0.0,0.0,1
h7cln8,0.0,0.58,0.0,0.0,0.15,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.14,0.0,1
h7dedi,0.0,0.61,0.0,0.0,0.0,0.26,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,1
h7ebl1,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.13,0.32,14
h7jvo3,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.36,0.0,0.0,0.45,0.0,0.0,0.0,0.0,10
h7k3cz,0.0,0.08,0.0,0.0,0.16,0.0,0.0,0.2,0.28,0.0,0.0,0.23,0.06,0.0,0.0,8
h7n420,0.01,0.01,0.25,0.01,0.01,0.01,0.01,0.33,0.01,0.01,0.01,0.01,0.01,0.36,0.01,13
h7oxf9,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.3,0.0,0.35,0.0,0.23,0.0,0.0,0.0,9
h7qo7y,0.24,0.01,0.01,0.01,0.01,0.01,0.24,0.01,0.2,0.01,0.01,0.26,0.01,0.01,0.01,11
h7qwl9,0.0,0.34,0.12,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.27,0.0,0.0,1
h7wjue,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.22,0.3,0.0,0.05,0.0,0.02,10
h7zgva,0.03,0.19,0.0,0.0,0.0,0.0,0.25,0.0,0.48,0.0,0.0,0.03,0.0,0.0,0.02,8
h80tgm,0.0,0.43,0.0,0.0,0.0,0.13,0.2,0.0,0.0,0.0,0.0,0.15,0.0,0.08,0.0,1
h89u5y,0.0,0.0,0.0,0.0,0.15,0.13,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.54,14
h89zrx,0.12,0.0,0.0,0.08,0.0,0.0,0.0,0.46,0.0,0.0,0.33,0.0,0.0,0.0,0.0,7
h8ckwa,0.0,0.2,0.2,0.0,0.17,0.1,0.0,0.0,0.03,0.0,0.12,0.0,0.05,0.0,0.13,1
h8etdr,0.01,0.01,0.01,0.01,0.32,0.01,0.01,0.01,0.01,0.01,0.34,0.01,0.01,0.11,0.16,10
h8f5ij,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.81,0.01,0.01,0.01,0.01,0.01,9
h8fze7,0.0,0.0,0.0,0.0,0.0,0.1,0.21,0.55,0.0,0.0,0.11,0.0,0.0,0.0,0.0,7
h8j4yw,0.0,0.0,0.09,0.0,0.0,0.14,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.23,0.0,9
h8jqaq,0.0,0.18,0.0,0.17,0.08,0.09,0.0,0.0,0.14,0.0,0.29,0.0,0.04,0.0,0.0,10
h8wevd,0.0,0.37,0.0,0.0,0.0,0.05,0.17,0.08,0.2,0.13,0.0,0.0,0.0,0.0,0.0,1
h92syc,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,2
h94q12,0.1,0.0,0.44,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,2
h98b8k,0.0,0.49,0.42,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
h99ks6,0.0,0.15,0.18,0.0,0.0,0.0,0.06,0.08,0.38,0.0,0.13,0.0,0.0,0.0,0.0,8
h99x4l,0.0,0.44,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.05,1
h9a7u8,0.0,0.0,0.11,0.0,0.1,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.05,0.41,14
h9emyl,0.0,0.22,0.0,0.0,0.0,0.16,0.44,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
h9jjb7,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.08,6
h9mtx9,0.0,0.31,0.16,0.04,0.2,0.0,0.12,0.11,0.0,0.04,0.0,0.0,0.02,0.0,0.0,1
h9nd8u,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.27,0.0,9
h9o1ip,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,2
h9pu1t,0.09,0.07,0.0,0.0,0.0,0.0,0.16,0.0,0.25,0.08,0.19,0.0,0.15,0.0,0.0,8
h9rptn,0.0,0.49,0.0,0.0,0.19,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
h9v6pk,0.0,0.37,0.13,0.0,0.13,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
h9xtq4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.76,0.0,0.0,0.0,0.0,0.0,0.0,8
h9ynfh,0.0,0.23,0.0,0.0,0.2,0.0,0.0,0.23,0.0,0.0,0.31,0.0,0.0,0.0,0.0,10
ha1yfl,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,5
haa44o,0.01,0.01,0.01,0.01,0.01,0.01,0.24,0.01,0.01,0.01,0.01,0.01,0.01,0.31,0.39,14
habmu3,0.0,0.32,0.09,0.0,0.07,0.0,0.0,0.0,0.0,0.07,0.17,0.08,0.15,0.0,0.04,1
hacoxc,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.24,0.0,2
had9gl,0.0,0.0,0.0,0.0,0.09,0.0,0.21,0.07,0.34,0.14,0.0,0.02,0.0,0.0,0.12,8
hae26h,0.0,0.0,0.42,0.0,0.28,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
haje70,0.0,0.23,0.22,0.0,0.34,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
hajptv,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.87,0.0,0.0,0.05,0.0,0.0,9
han71q,0.05,0.04,0.22,0.0,0.12,0.31,0.0,0.06,0.16,0.03,0.0,0.0,0.0,0.0,0.0,5
hanqv7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.3,0.5,0.0,0.0,0.0,0.0,0.0,9
hat73g,0.0,0.14,0.15,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.29,0.03,0.06,0.12,11
haucaf,0.0,0.12,0.0,0.06,0.06,0.14,0.0,0.0,0.24,0.23,0.0,0.08,0.0,0.07,0.0,8
haulwy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.7,0.0,0.0,0.0,0.0,0.0,9
hawu5j,0.0,0.09,0.17,0.0,0.07,0.0,0.2,0.0,0.18,0.0,0.09,0.08,0.12,0.0,0.0,6
hayanq,0.01,0.01,0.01,0.22,0.01,0.01,0.01,0.66,0.01,0.01,0.01,0.01,0.01,0.01,0.01,7
hb0rwo,0.05,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.27,0.21,0.0,0.37,0.0,0.0,0.0,11
hb7bbx,0.0,0.73,0.0,0.08,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.09,0.0,0.0,1
hb8yfj,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.84,0.0,0.0,0.0,0.0,0.0,9
hbgp8r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,8
hbhlkf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.52,0.0,13
hbi5jy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.51,0.0,0.0,0.26,0.0,0.0,9
hbovfp,0.0,0.0,0.25,0.1,0.0,0.15,0.0,0.37,0.0,0.0,0.0,0.08,0.0,0.0,0.0,7
hbr8ri,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.12,0.16,0.0,0.0,0.0,5
hbv36z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.24,0.16,0.17,0.0,0.0,0.13,0.0,7
hbzdy9,0.0,0.0,0.33,0.29,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.1,0.0,2
hc15yp,0.0,0.36,0.0,0.06,0.04,0.0,0.17,0.0,0.13,0.03,0.0,0.0,0.1,0.1,0.0,1
hc3odm,0.1,0.0,0.12,0.0,0.0,0.29,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.21,5
hc52gr,0.0,0.23,0.24,0.11,0.0,0.0,0.19,0.0,0.0,0.06,0.0,0.0,0.17,0.0,0.0,2
hc53uc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
hc5ofm,0.0,0.0,0.11,0.0,0.0,0.05,0.0,0.0,0.81,0.0,0.0,0.02,0.0,0.0,0.0,8
hc60lt,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.03,0.0,0.0,8
hc8w9e,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.49,0.0,0.1,0.13,0.0,0.04,9
hcaj67,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.27,0.14,0.02,0.0,0.0,2
hccwmc,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.36,0.02,0.02,0.02,0.36,0.02,0.02,0.02,7
hch49b,0.07,0.76,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,1
hchnk5,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.39,0.19,13
hcithn,0.01,0.34,0.01,0.32,0.01,0.01,0.01,0.01,0.01,0.01,0.27,0.01,0.01,0.01,0.01,1
hct9dv,0.0,0.6,0.0,0.0,0.0,0.08,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
hcv81k,0.01,0.01,0.01,0.01,0.01,0.01,0.54,0.01,0.36,0.01,0.01,0.01,0.01,0.01,0.01,6
hcvgfz,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.56,0.34,0.01,12
hcwc9o,0.01,0.01,0.01,0.01,0.01,0.87,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,5
hcy6qo,0.0,0.35,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.09,0.0,0.06,0.13,6
hd47gg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.1,0.0,0.11,0.0,10
hd5m6n,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.4,0.19,0.0,0.0,0.26,0.0,9
hd8zqs,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.3,0.0,0.0,0.0,9
hd9p88,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.05,0.0,0.0,0.11,7
hd9z66,0.0,0.0,0.0,0.12,0.0,0.0,0.33,0.0,0.04,0.0,0.33,0.05,0.04,0.05,0.04,6
hdchlb,0.0,0.31,0.0,0.14,0.0,0.12,0.08,0.0,0.0,0.15,0.15,0.0,0.0,0.05,0.0,1
