,t0 amp,t1 period,t2 nt,t3 period,t4 ultrasound,t5 surgery,t6 control,t7 help,t8 doctor,t9 surgery,dominant_topic
jdgdni,0.0,0.73,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
jdj0la,0.0,0.0,0.09,0.0,0.04,0.0,0.12,0.27,0.48,0.0,8
jdjefb,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.58,0.0,0.0,7
jdjyxw,0.0,0.3,0.09,0.19,0.14,0.0,0.28,0.0,0.0,0.0,1
jdl57d,0.01,0.01,0.61,0.01,0.01,0.01,0.31,0.01,0.01,0.01,2
jdlaus,0.0,0.0,0.0,0.0,0.18,0.0,0.21,0.26,0.27,0.08,8
jdm6ac,0.01,0.33,0.0,0.27,0.12,0.0,0.0,0.0,0.26,0.0,1
jdpjm2,0.01,0.0,0.47,0.01,0.06,0.0,0.0,0.06,0.31,0.08,2
jdqja4,0.0,0.0,0.0,0.35,0.0,0.0,0.16,0.11,0.0,0.36,9
jdqysg,0.0,0.43,0.13,0.09,0.0,0.0,0.0,0.05,0.3,0.0,1
jdsqxb,0.0,0.15,0.17,0.52,0.0,0.0,0.0,0.0,0.0,0.13,3
jdu6pd,0.0,0.08,0.32,0.08,0.0,0.04,0.15,0.32,0.0,0.0,2
jdve09,0.0,0.58,0.0,0.0,0.0,0.05,0.35,0.0,0.0,0.0,1
jdvotk,0.0,0.52,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.33,1
jdw47l,0.23,0.0,0.13,0.34,0.0,0.0,0.27,0.0,0.0,0.0,3
jdxvbv,0.15,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.43,0.0,8
jdyhgz,0.0,0.19,0.0,0.36,0.44,0.0,0.0,0.0,0.0,0.0,4
je1ex5,0.04,0.0,0.3,0.0,0.0,0.35,0.08,0.0,0.23,0.0,5
jem6nu,0.01,0.26,0.09,0.06,0.26,0.01,0.28,0.02,0.0,0.0,6
jep7v8,0.01,0.12,0.01,0.01,0.01,0.01,0.01,0.74,0.1,0.01,7
jerqtg,0.0,0.0,0.29,0.08,0.0,0.11,0.52,0.0,0.0,0.0,6
jerrs6,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.16,0.17,0.43,9
jes39v,0.01,0.01,0.01,0.01,0.22,0.58,0.01,0.01,0.15,0.01,5
jesety,0.01,0.13,0.0,0.09,0.08,0.0,0.3,0.12,0.15,0.12,6
jeuhlm,0.01,0.37,0.01,0.01,0.01,0.01,0.01,0.55,0.01,0.01,7
jez6xx,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.83,0.0,8
jezg5g,0.0,0.22,0.39,0.0,0.0,0.0,0.0,0.39,0.0,0.0,2
jezsov,0.04,0.0,0.0,0.0,0.0,0.0,0.22,0.25,0.35,0.13,8
jf2bom,0.01,0.01,0.01,0.47,0.23,0.01,0.01,0.25,0.01,0.01,3
jf2m9c,0.0,0.0,0.06,0.0,0.45,0.15,0.26,0.0,0.07,0.0,4
jf2vd1,0.01,0.01,0.23,0.01,0.01,0.01,0.01,0.31,0.41,0.01,8
jf36g6,0.0,0.0,0.2,0.28,0.17,0.17,0.1,0.0,0.07,0.0,3
jf4l2h,0.05,0.0,0.0,0.43,0.0,0.0,0.13,0.0,0.33,0.06,3
jf5706,0.0,0.36,0.0,0.0,0.0,0.0,0.22,0.0,0.06,0.35,1
jf8k7v,0.0,0.0,0.0,0.52,0.0,0.0,0.18,0.07,0.0,0.22,3
jf8xck,0.05,0.09,0.02,0.0,0.03,0.14,0.11,0.0,0.33,0.23,8
jf8z8b,0.0,0.44,0.13,0.16,0.0,0.0,0.16,0.1,0.01,0.0,1
jfa1tk,0.0,0.11,0.0,0.04,0.0,0.0,0.29,0.0,0.55,0.0,8
jfe2eb,0.07,0.11,0.01,0.01,0.01,0.19,0.01,0.01,0.01,0.59,9
jfebg5,0.0,0.0,0.31,0.0,0.35,0.0,0.0,0.0,0.3,0.05,4
jffhkz,0.0,0.34,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.14,6
jfl28a,0.01,0.51,0.01,0.25,0.01,0.01,0.01,0.19,0.01,0.01,1
jflfub,0.05,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.42,0.06,6
jflmqc,0.0,0.21,0.0,0.08,0.31,0.0,0.12,0.0,0.27,0.0,4
jfml4l,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.1,0.15,0.04,2
jfo4ug,0.01,0.27,0.35,0.01,0.01,0.01,0.01,0.01,0.01,0.34,2
jfqb3o,0.0,0.11,0.0,0.62,0.0,0.0,0.26,0.0,0.0,0.0,3
jfqlld,0.0,0.05,0.0,0.0,0.39,0.03,0.2,0.0,0.12,0.19,4
jfqudt,0.01,0.36,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.6,9
jfticu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,7
jftl9c,0.04,0.12,0.0,0.24,0.24,0.1,0.0,0.25,0.0,0.0,7
jfwh8u,0.0,0.0,0.0,0.1,0.0,0.41,0.0,0.0,0.0,0.45,9
jfxwor,0.0,0.0,0.27,0.0,0.0,0.0,0.42,0.0,0.29,0.0,6
jfzi4h,0.03,0.0,0.0,0.45,0.0,0.07,0.12,0.06,0.19,0.07,3
jg1j4d,0.0,0.31,0.0,0.0,0.06,0.29,0.14,0.0,0.0,0.18,1
jg1wjg,0.0,0.19,0.54,0.0,0.0,0.11,0.0,0.15,0.0,0.0,2
jg234x,0.0,0.0,0.0,0.06,0.15,0.14,0.13,0.0,0.52,0.0,8
jg3xaa,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.51,0.01,0.43,7
jg8njw,0.0,0.42,0.13,0.0,0.18,0.0,0.0,0.26,0.0,0.0,1
jg8uib,0.01,0.01,0.29,0.67,0.01,0.01,0.01,0.01,0.01,0.01,3
jg9bqx,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.24,0.0,2
jgb1n5,0.01,0.01,0.01,0.11,0.01,0.34,0.01,0.1,0.01,0.41,9
jgbheo,0.0,0.51,0.25,0.0,0.0,0.0,0.19,0.04,0.0,0.0,1
jgbu60,0.0,0.17,0.0,0.0,0.0,0.0,0.46,0.0,0.36,0.0,6
jgby8b,0.0,0.17,0.0,0.0,0.0,0.0,0.46,0.0,0.36,0.0,6
jgdbvl,0.0,0.04,0.35,0.0,0.0,0.0,0.0,0.12,0.48,0.0,8
jgf4cx,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.77,0.03,0.03,7
jgfrho,0.0,0.18,0.0,0.25,0.0,0.16,0.41,0.0,0.0,0.0,6
jgjwo3,0.0,0.0,0.34,0.12,0.0,0.09,0.3,0.1,0.0,0.05,2
jgmn97,0.02,0.1,0.15,0.32,0.35,0.0,0.01,0.06,0.0,0.0,4
jgpcl1,0.01,0.73,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.23,1
jgumf3,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.48,0.0,0.16,7
jh0i8l,0.0,0.7,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,1
jh2xlz,0.04,0.0,0.21,0.25,0.0,0.0,0.0,0.0,0.29,0.19,8
jh6j83,0.0,0.0,0.51,0.0,0.23,0.02,0.02,0.0,0.08,0.13,2
jhj1mw,0.0,0.41,0.1,0.1,0.22,0.0,0.16,0.0,0.0,0.0,1
jhk02h,0.66,0.0,0.0,0.16,0.0,0.0,0.0,0.16,0.0,0.0,0
jhkt2t,0.1,0.4,0.18,0.24,0.0,0.0,0.0,0.08,0.0,0.0,1
jhl35d,0.01,0.0,0.0,0.0,0.07,0.0,0.03,0.0,0.5,0.38,8
jhmy5z,0.09,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
jhqt7v,0.0,0.1,0.34,0.0,0.0,0.53,0.0,0.0,0.0,0.0,5
jhr6ng,0.0,0.29,0.0,0.0,0.47,0.0,0.0,0.0,0.23,0.0,4
jhs5os,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.36,0.0,0.0,4
ji050w,0.0,0.66,0.0,0.0,0.04,0.0,0.11,0.0,0.19,0.0,1
ji20mt,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.93,0.01,0.01,7
ji2ki6,0.0,0.25,0.0,0.29,0.0,0.0,0.22,0.16,0.0,0.08,3
ji2ywq,0.0,0.44,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.4,1
ji3fo5,0.0,0.0,0.41,0.0,0.0,0.31,0.0,0.26,0.0,0.0,2
ji80p3,0.04,0.15,0.24,0.06,0.28,0.08,0.0,0.05,0.0,0.11,4
ji8i9k,0.0,0.25,0.0,0.14,0.0,0.0,0.36,0.06,0.0,0.18,6
jieagg,0.0,0.0,0.24,0.19,0.56,0.0,0.0,0.0,0.0,0.0,4
jij0cr,0.0,0.05,0.0,0.0,0.11,0.0,0.46,0.0,0.37,0.0,6
jijco3,0.0,0.0,0.16,0.0,0.41,0.0,0.26,0.17,0.0,0.0,4
jims1r,0.11,0.0,0.0,0.0,0.0,0.0,0.48,0.27,0.12,0.0,6
jimvp8,0.0,0.0,0.27,0.51,0.0,0.05,0.0,0.16,0.0,0.0,3
jin8lc,0.06,0.35,0.0,0.0,0.08,0.0,0.19,0.31,0.0,0.0,1
jiryy9,0.0,0.27,0.21,0.0,0.0,0.0,0.07,0.04,0.41,0.0,8
jitp5l,0.0,0.22,0.0,0.13,0.0,0.0,0.6,0.04,0.0,0.0,6
jiwswu,0.0,0.0,0.13,0.29,0.44,0.0,0.12,0.0,0.0,0.0,4
jixxgk,0.01,0.06,0.0,0.24,0.4,0.08,0.03,0.09,0.0,0.08,4
jiyj4f,0.0,0.0,0.05,0.0,0.38,0.3,0.0,0.0,0.0,0.26,4
jj1422,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.6,9
jj4veb,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.62,0.11,0.0,7
jj5aac,0.0,0.61,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.21,1
jj6j7e,0.0,0.23,0.3,0.13,0.26,0.07,0.0,0.0,0.0,0.0,2
jj6rvs,0.0,0.0,0.0,0.19,0.13,0.1,0.1,0.1,0.06,0.31,9
jj8c89,0.0,0.07,0.0,0.42,0.15,0.0,0.0,0.0,0.0,0.35,3
jj9qe4,0.0,0.37,0.0,0.3,0.09,0.0,0.0,0.0,0.22,0.0,1
jjar9i,0.0,0.12,0.07,0.77,0.0,0.0,0.0,0.0,0.0,0.04,3
jjb9oh,0.22,0.0,0.12,0.0,0.0,0.37,0.0,0.0,0.07,0.21,5
jjd4j4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,7
jjezxe,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.47,0.23,0.0,7
jjis2l,0.0,0.51,0.0,0.0,0.22,0.0,0.0,0.0,0.26,0.0,1
jjjy7i,0.0,0.7,0.0,0.12,0.0,0.14,0.0,0.0,0.0,0.0,1
jjot68,0.0,0.24,0.18,0.22,0.14,0.11,0.0,0.02,0.09,0.0,1
jjp0re,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.33,0.47,9
jjuv1n,0.01,0.01,0.01,0.01,0.01,0.16,0.01,0.01,0.01,0.75,9
jjvd56,0.02,0.04,0.16,0.0,0.36,0.13,0.02,0.02,0.24,0.0,4
jjxknu,0.0,0.0,0.0,0.33,0.18,0.0,0.0,0.13,0.35,0.0,8
jjygcp,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,9
jk2g2j,0.15,0.0,0.0,0.0,0.0,0.35,0.3,0.19,0.0,0.0,5
jk4up3,0.0,0.49,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.39,1
jk9nfx,0.0,0.1,0.16,0.12,0.53,0.0,0.06,0.0,0.0,0.04,4
jkcepr,0.0,0.67,0.0,0.06,0.0,0.0,0.0,0.26,0.0,0.0,1
jkcrmn,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.86,0.0,0.0,7
jkdk8z,0.0,0.42,0.0,0.0,0.0,0.21,0.34,0.0,0.0,0.0,1
jkdsvd,0.01,0.01,0.01,0.01,0.5,0.01,0.01,0.01,0.01,0.4,4
jke95m,0.0,0.25,0.0,0.0,0.0,0.04,0.61,0.09,0.0,0.0,6
jkfnnu,0.05,0.15,0.0,0.0,0.0,0.09,0.0,0.23,0.37,0.12,8
jkgipt,0.0,0.0,0.56,0.15,0.0,0.26,0.0,0.0,0.0,0.0,2
jkhcsb,0.0,0.0,0.3,0.12,0.0,0.07,0.2,0.0,0.31,0.0,8
jkhd9w,0.08,0.22,0.0,0.57,0.0,0.0,0.0,0.0,0.12,0.0,3
jkjj9p,0.01,0.43,0.01,0.01,0.01,0.01,0.01,0.51,0.01,0.01,7
jkl71u,0.0,0.08,0.0,0.08,0.16,0.0,0.0,0.0,0.55,0.12,8
jklfu7,0.0,0.16,0.0,0.0,0.13,0.0,0.0,0.0,0.62,0.09,8
jkm708,0.01,0.2,0.57,0.19,0.01,0.01,0.01,0.01,0.01,0.01,2
jkn9ey,0.07,0.0,0.3,0.29,0.0,0.0,0.0,0.33,0.0,0.0,7
jko785,0.1,0.19,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.5,9
jkpwtx,0.04,0.23,0.0,0.0,0.17,0.0,0.18,0.0,0.26,0.11,8
jkq4x7,0.0,0.0,0.52,0.46,0.0,0.0,0.0,0.0,0.0,0.0,2
jkrvas,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.43,3
jl2bgb,0.01,0.01,0.01,0.01,0.22,0.01,0.01,0.01,0.22,0.52,9
jl49su,0.0,0.0,0.2,0.0,0.26,0.24,0.0,0.0,0.0,0.28,9
jl71y0,0.0,0.34,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,3
jl77k3,0.0,0.46,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,4
jlb2jg,0.01,0.01,0.73,0.01,0.21,0.01,0.01,0.01,0.01,0.01,2
jlz0vf,0.0,0.53,0.0,0.07,0.16,0.0,0.0,0.04,0.21,0.0,1
jm5cae,0.0,0.09,0.27,0.25,0.19,0.11,0.0,0.0,0.0,0.09,2
jm982l,0.0,0.21,0.17,0.07,0.0,0.0,0.0,0.16,0.0,0.38,9
jmal90,0.0,0.25,0.0,0.18,0.1,0.17,0.0,0.0,0.16,0.13,1
jmcjha,0.0,0.12,0.0,0.06,0.0,0.0,0.26,0.0,0.56,0.0,8
jmcwum,0.0,0.0,0.61,0.24,0.0,0.0,0.0,0.0,0.14,0.0,2
jmdz3u,0.0,0.8,0.0,0.07,0.0,0.0,0.0,0.0,0.12,0.0,1
jme97h,0.0,0.0,0.0,0.15,0.56,0.0,0.0,0.0,0.27,0.0,4
jmemsr,0.01,0.01,0.01,0.01,0.5,0.35,0.01,0.01,0.01,0.12,4
jmgehs,0.0,0.07,0.0,0.16,0.0,0.0,0.6,0.16,0.0,0.0,6
jmguuj,0.0,0.0,0.11,0.51,0.0,0.26,0.0,0.0,0.12,0.0,3
jml29n,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.47,9
jmlpap,0.05,0.0,0.0,0.1,0.51,0.13,0.0,0.0,0.0,0.19,4
jmp5gy,0.0,0.0,0.0,0.66,0.17,0.0,0.0,0.0,0.0,0.15,3
jmuka0,0.0,0.0,0.31,0.0,0.47,0.11,0.0,0.0,0.0,0.11,4
jmw0n6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.23,8
jmxdco,0.38,0.01,0.34,0.23,0.01,0.01,0.01,0.01,0.01,0.01,0
jmzuk8,0.0,0.45,0.0,0.29,0.19,0.0,0.0,0.06,0.0,0.0,1
jn1i0e,0.0,0.15,0.09,0.47,0.28,0.0,0.0,0.0,0.0,0.0,3
jn8181,0.0,0.0,0.2,0.46,0.0,0.0,0.0,0.0,0.0,0.31,3
jn8ugw,0.0,0.05,0.15,0.11,0.14,0.0,0.29,0.08,0.18,0.0,6
jn98pr,0.0,0.55,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,1
jnafbi,0.0,0.0,0.06,0.0,0.0,0.31,0.0,0.27,0.2,0.14,5
jndelg,0.01,0.01,0.42,0.01,0.01,0.01,0.01,0.01,0.52,0.01,8
jndfpt,0.1,0.0,0.13,0.09,0.15,0.0,0.0,0.0,0.46,0.07,8
jnet5b,0.0,0.0,0.0,0.0,0.28,0.0,0.26,0.0,0.26,0.2,4
jnfscg,0.17,0.01,0.01,0.01,0.01,0.01,0.78,0.01,0.01,0.01,6
jngr5i,0.02,0.02,0.23,0.02,0.02,0.02,0.02,0.02,0.02,0.61,9
jnh6x2,0.0,0.0,0.34,0.0,0.07,0.0,0.0,0.55,0.0,0.03,7
jniawg,0.03,0.0,0.14,0.0,0.36,0.08,0.1,0.0,0.0,0.28,4
jnitw9,0.01,0.01,0.01,0.01,0.01,0.01,0.38,0.57,0.01,0.01,7
jnjm2i,0.11,0.0,0.0,0.0,0.0,0.3,0.0,0.32,0.0,0.24,7
jnlp44,0.0,0.0,0.16,0.0,0.06,0.0,0.0,0.0,0.64,0.11,8
jnmgjz,0.0,0.0,0.0,0.0,0.41,0.0,0.28,0.14,0.0,0.16,4
jnozrt,0.0,0.0,0.42,0.0,0.0,0.39,0.0,0.0,0.17,0.0,2
jnutm3,0.0,0.0,0.27,0.09,0.17,0.06,0.0,0.04,0.0,0.36,9
jnvy9n,0.01,0.01,0.01,0.87,0.01,0.01,0.01,0.01,0.01,0.01,3
jnxser,0.01,0.01,0.53,0.22,0.01,0.2,0.01,0.01,0.01,0.01,2
jnxzo9,0.0,0.0,0.26,0.0,0.0,0.12,0.34,0.0,0.0,0.26,6
jnyc6e,0.0,0.25,0.0,0.15,0.14,0.0,0.0,0.0,0.45,0.0,8
jo2who,0.0,0.0,0.64,0.0,0.0,0.0,0.14,0.0,0.0,0.21,2
jo4zrt,0.02,0.85,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
jo69rd,0.08,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.18,0.53,9
jo72f7,0.0,0.31,0.0,0.36,0.12,0.04,0.07,0.0,0.1,0.0,3
jpau2n,0.0,0.48,0.0,0.21,0.0,0.0,0.0,0.28,0.0,0.0,1
jpdp74,0.0,0.0,0.2,0.0,0.0,0.0,0.37,0.19,0.0,0.23,6
jpeshg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.64,9
jpgs5t,0.01,0.01,0.01,0.29,0.01,0.01,0.01,0.3,0.01,0.35,9
jphbr1,0.01,0.63,0.07,0.03,0.0,0.07,0.07,0.0,0.12,0.0,1
jphwbr,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.14,0.41,0.0,1
jpiio3,0.0,0.0,0.16,0.07,0.19,0.0,0.0,0.0,0.41,0.17,8
jpiskw,0.01,0.01,0.01,0.01,0.01,0.44,0.52,0.01,0.01,0.01,6
jpk1pl,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.48,3
jplo1y,0.01,0.01,0.01,0.53,0.4,0.01,0.01,0.01,0.01,0.01,3
jpm5cf,0.0,0.11,0.53,0.0,0.04,0.0,0.19,0.0,0.12,0.0,2
jpm80l,0.0,0.0,0.12,0.54,0.33,0.0,0.0,0.0,0.0,0.0,3
jps59l,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.54,0.41,0.01,7
jpu0ji,0.07,0.46,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.13,1
jpuq2n,0.24,0.65,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.07,1
jpz1he,0.11,0.51,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.22,1
jq3975,0.0,0.0,0.0,0.0,0.09,0.35,0.0,0.55,0.0,0.0,7
jq5fg8,0.04,0.0,0.27,0.08,0.0,0.0,0.07,0.0,0.35,0.18,8
jq5qe9,0.0,0.31,0.0,0.25,0.1,0.0,0.34,0.0,0.0,0.0,6
jq99qy,0.25,0.12,0.17,0.0,0.0,0.0,0.0,0.45,0.0,0.0,7
jq9kbl,0.01,0.01,0.01,0.01,0.01,0.71,0.01,0.19,0.01,0.01,5
jqcmx8,0.0,0.75,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
jqdgoy,0.0,0.49,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.17,1
jqez05,0.03,0.0,0.2,0.0,0.0,0.12,0.29,0.0,0.35,0.0,8
jqfe5u,0.0,0.46,0.0,0.25,0.28,0.0,0.0,0.0,0.0,0.0,1
jqffs5,0.0,0.23,0.2,0.33,0.14,0.0,0.0,0.0,0.09,0.0,3
jqfv5r,0.0,0.53,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.26,1
jqhf41,0.03,0.0,0.19,0.0,0.0,0.12,0.31,0.0,0.34,0.0,8
jqkdnf,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.31,0.0,0.0,6
jqnqk3,0.0,0.0,0.0,0.17,0.14,0.48,0.0,0.0,0.0,0.2,5
jqq2cm,0.01,0.89,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1
jqqx6b,0.03,0.0,0.3,0.22,0.19,0.06,0.08,0.0,0.13,0.0,2
jqsjy4,0.02,0.25,0.0,0.0,0.15,0.0,0.31,0.0,0.25,0.0,6
jqtc4o,0.0,0.32,0.27,0.19,0.0,0.0,0.14,0.0,0.07,0.0,1
jqu815,0.0,0.0,0.48,0.23,0.0,0.0,0.0,0.27,0.0,0.0,2
jquzcu,0.01,0.9,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1
jqvxzq,0.14,0.0,0.0,0.1,0.29,0.0,0.45,0.0,0.0,0.0,6
jqxsvt,0.01,0.17,0.01,0.01,0.01,0.24,0.01,0.01,0.01,0.53,9
jqxypc,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.44,0.0,0.38,7
jqz8is,0.01,0.01,0.89,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2
jr0t7q,0.05,0.0,0.12,0.73,0.0,0.0,0.08,0.0,0.0,0.0,3
jr0yd8,0.49,0.01,0.01,0.01,0.01,0.01,0.43,0.01,0.01,0.01,0
jr1qqx,0.0,0.11,0.22,0.0,0.0,0.0,0.52,0.0,0.0,0.14,6
jr1ujk,0.0,0.44,0.0,0.13,0.0,0.28,0.0,0.0,0.0,0.13,1
jr2609,0.06,0.0,0.47,0.0,0.18,0.1,0.04,0.0,0.15,0.0,2
jr3p86,0.0,0.47,0.0,0.0,0.0,0.0,0.2,0.16,0.16,0.0,1
jr3ubx,0.23,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.58,9
jr4d1f,0.11,0.0,0.15,0.0,0.17,0.0,0.0,0.0,0.11,0.46,9
jr4rnx,0.0,0.0,0.45,0.25,0.0,0.0,0.15,0.13,0.0,0.0,2
jr5d8u,0.24,0.0,0.0,0.57,0.0,0.06,0.0,0.0,0.1,0.0,3
jr656a,0.28,0.27,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0
jr6b3t,0.07,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2
jr8col,0.01,0.01,0.01,0.01,0.26,0.01,0.01,0.69,0.01,0.01,7
jr9aco,0.0,0.14,0.16,0.16,0.0,0.18,0.15,0.1,0.0,0.11,5
jrcuxy,0.0,0.34,0.17,0.15,0.15,0.0,0.09,0.0,0.1,0.0,1
jrd41u,0.0,0.13,0.0,0.0,0.17,0.28,0.0,0.0,0.0,0.41,9
jremqb,0.0,0.39,0.0,0.33,0.0,0.0,0.11,0.0,0.15,0.0,1
jrh93a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.1,7
jrh993,0.0,0.34,0.28,0.0,0.0,0.0,0.0,0.1,0.0,0.26,1
jri7f2,0.11,0.12,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.5,9
jrjchg,0.0,0.21,0.0,0.1,0.14,0.0,0.54,0.0,0.0,0.0,6
jrkvyd,0.0,0.71,0.0,0.0,0.14,0.0,0.0,0.14,0.0,0.0,1
jrkxd5,0.0,0.0,0.19,0.25,0.0,0.0,0.42,0.14,0.0,0.0,6
jrljzg,0.01,0.01,0.75,0.01,0.01,0.01,0.01,0.01,0.01,0.2,2
jrmp74,0.19,0.01,0.09,0.3,0.39,0.01,0.01,0.01,0.01,0.01,4
jrpuzj,0.0,0.27,0.59,0.03,0.0,0.0,0.0,0.11,0.0,0.0,2
jrq4ew,0.02,0.0,0.13,0.21,0.0,0.07,0.46,0.1,0.0,0.0,6
jrqeyo,0.03,0.11,0.32,0.11,0.13,0.1,0.03,0.0,0.0,0.17,2
jrqz5g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.55,0.06,8
jrsw4c,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.2,0.11,6
jrt4va,0.21,0.0,0.0,0.0,0.19,0.0,0.0,0.29,0.29,0.0,7
jrumtg,0.0,0.62,0.0,0.2,0.0,0.0,0.0,0.0,0.17,0.0,1
jrwr84,0.0,0.0,0.33,0.32,0.13,0.0,0.04,0.02,0.0,0.17,2
js02od,0.0,0.29,0.32,0.11,0.28,0.0,0.0,0.0,0.0,0.0,2
js0h9y,0.0,0.0,0.0,0.19,0.27,0.0,0.0,0.0,0.0,0.52,9
js11kh,0.09,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.0,0.0,6
js211f,0.0,0.54,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.14,1
js2133,0.01,0.01,0.28,0.01,0.3,0.01,0.13,0.26,0.01,0.01,4
js6v1u,0.0,0.0,0.41,0.2,0.0,0.0,0.0,0.0,0.38,0.0,2
js769g,0.06,0.27,0.0,0.14,0.0,0.0,0.11,0.08,0.32,0.0,8
js8m2m,0.0,0.18,0.0,0.0,0.0,0.39,0.41,0.0,0.0,0.0,6
js9ik3,0.0,0.26,0.0,0.0,0.25,0.0,0.07,0.0,0.0,0.41,9
jsa0os,0.0,0.0,0.34,0.0,0.03,0.0,0.0,0.0,0.28,0.36,9
jscact,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.27,0.0,0.56,9
jscoxo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,9
jse5b1,0.0,0.0,0.21,0.0,0.0,0.27,0.0,0.03,0.11,0.38,9
jsllay,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.14,0.16,0.06,2
jsmivy,0.0,0.0,0.32,0.0,0.12,0.0,0.0,0.0,0.44,0.1,8
jsmu9f,0.0,0.0,0.6,0.17,0.1,0.11,0.0,0.0,0.0,0.0,2
jsmyjv,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.77,0.03,0.03,7
jsnen1,0.01,0.01,0.01,0.92,0.01,0.01,0.01,0.01,0.01,0.01,3
jsof44,0.0,0.0,0.31,0.43,0.09,0.14,0.0,0.0,0.0,0.0,3
jsofl1,0.01,0.01,0.01,0.01,0.01,0.01,0.41,0.44,0.01,0.11,7
jsopkd,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.56,0.01,0.38,7
jstlnb,0.01,0.47,0.47,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1
jsuwvk,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.33,0.0,0.44,9
jsv2qj,0.0,0.0,0.39,0.0,0.0,0.29,0.0,0.16,0.0,0.15,2
jsvcah,0.01,0.01,0.52,0.38,0.01,0.01,0.01,0.01,0.01,0.01,2
