,t0 amp,t1 feel,t2 know,t3 feel,t4 ultrasound,t5 work,t6 nt,t7 doctor,t8 year,t9 surgery,t10 weight,t11 hysterectomy,t12 help,t13 gynaecologist,t14 period,t15 control,t16 lap,t17 endometriosis,t18 period,t19 share,dominant_topic
nnsym7,0.0,0.0,0.26,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.42,19
nntfh7,0.1,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.05,0.05,0.0,0.22,0.0,0.0,0.0,0.3,0.0,18
nnwkss,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,9
no04dl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.27,0.31,0.08,0.14,0.0,0.0,15
no1ec1,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.17,0.0,0.15,0.0,0.32,0.0,18
no2mhd,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.07,0.0,0.32,0.07,0.06,0.0,0.17,0.0,14
no3y5v,0.0,0.0,0.17,0.19,0.0,0.0,0.06,0.0,0.31,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.07,0.0,0.06,0.0,8
no45pq,0.0,0.08,0.08,0.0,0.23,0.0,0.0,0.12,0.28,0.0,0.0,0.0,0.0,0.01,0.0,0.07,0.09,0.05,0.0,0.0,8
no4ba6,0.0,0.29,0.0,0.22,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.11,0.23,0.0,1
no6d8y,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.4,0.14,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
nobk4n,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.09,0.15,0.11,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.38,0.0,18
noc2eb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,9
nocdj6,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.67,0.0,0.0,0.0,0.0,15
noe0vm,0.0,0.48,0.14,0.0,0.0,0.02,0.0,0.08,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,1
noe8uw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.12,0.0,0.0,0.0,0.16,0.43,0.0,0.0,0.0,16
noek35,0.0,0.26,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,11
nohy9a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.12,0.0,15
nome60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,9
nomhsz,0.0,0.0,0.18,0.33,0.0,0.0,0.05,0.08,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.2,0.0,0.0,3
nommps,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,15
nony4d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.14,0.0,0.0,15
npml7s,0.0,0.0,0.0,0.0,0.49,0.0,0.22,0.0,0.0,0.21,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
npnz62,0.0,0.52,0.26,0.04,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
npo65x,0.0,0.12,0.0,0.1,0.0,0.0,0.0,0.0,0.31,0.19,0.0,0.0,0.0,0.0,0.0,0.12,0.07,0.0,0.0,0.08,8
nppqgi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.2,0.12,0.27,0.0,0.0,0.33,19
npqcl3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.3,0.0,8
nq074m,0.0,0.0,0.24,0.0,0.09,0.0,0.0,0.09,0.14,0.0,0.0,0.0,0.0,0.01,0.0,0.21,0.0,0.0,0.17,0.05,2
nq0ftx,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.0,0.0,15
nq203i,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.16,0.41,0.0,0.0,0.0,0.0,15
nq2cka,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,16
nq2y78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.21,0.0,0.0,0.0,0.39,0.0,0.22,0.0,0.0,15
nq3sot,0.0,0.23,0.29,0.06,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,19
nq456n,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,2
nq5xp0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.46,0.0,0.18,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
nq78mb,0.0,0.64,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
nq7lk3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
nq94t5,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.13,0.11,0.08,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,7
nqa1fr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.14,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.09,9
nqabnh,0.0,0.11,0.0,0.35,0.05,0.0,0.0,0.14,0.0,0.0,0.0,0.06,0.0,0.01,0.0,0.06,0.06,0.0,0.14,0.0,3
nqaowr,0.0,0.0,0.0,0.02,0.35,0.0,0.06,0.09,0.27,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.06,0.0,0.09,0.0,4
nqbnfq,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.23,0.0,0.21,0.22,0.18,15
nqc2hj,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,1
nqhjuc,0.06,0.0,0.0,0.07,0.15,0.0,0.07,0.0,0.0,0.0,0.19,0.08,0.03,0.0,0.0,0.0,0.0,0.12,0.23,0.0,18
nqjp2b,0.01,0.01,0.01,0.01,0.81,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,4
nqlvrs,0.0,0.0,0.0,0.21,0.42,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.16,0.0,0.13,0.0,0.0,0.0,4
nqlxmz,0.0,0.0,0.11,0.0,0.0,0.0,0.03,0.22,0.14,0.0,0.0,0.23,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.15,11
nqm7s4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.06,0.0,0.0,0.0,0.31,0.0,0.15,0.0,0.0,9
nqmp7k,0.0,0.0,0.81,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
nqnlu9,0.0,0.09,0.0,0.02,0.17,0.0,0.0,0.08,0.16,0.16,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,10
nqnwwk,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.58,0.0,0.1,17
nqoqzc,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.1,0.26,0.0,0.0,0.34,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,11
nqpunv,0.0,0.11,0.0,0.0,0.05,0.0,0.34,0.0,0.26,0.0,0.03,0.08,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,6
nqqogg,0.01,0.0,0.38,0.0,0.0,0.03,0.11,0.07,0.22,0.0,0.06,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.01,2
nquuox,0.0,0.32,0.0,0.0,0.0,0.0,0.07,0.0,0.13,0.0,0.17,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,1
nqxeh0,0.0,0.2,0.12,0.12,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.28,0.0,0.0,0.0,0.0,15
nqypy2,0.0,0.0,0.0,0.05,0.16,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.04,0.0,0.45,0.0,18
nqzoah,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,1
nr1rkb,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.31,0.07,0.0,0.49,0.0,18
nr1rn1,0.01,0.01,0.01,0.01,0.01,0.01,0.41,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.49,0.01,0.01,17
nr2oeq,0.01,0.41,0.0,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.1,0.0,0.08,0.0,0.0,0.0,1
nr2r7v,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.1,0.19,0.38,0.0,0.0,0.02,0.0,0.0,0.07,0.07,0.0,0.0,0.06,9
nr3538,0.02,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,1
nr3a20,0.01,0.19,0.0,0.0,0.0,0.0,0.0,0.14,0.17,0.0,0.04,0.0,0.0,0.0,0.0,0.12,0.22,0.09,0.0,0.0,16
nr3tkw,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.19,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
nr46jf,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,2
nr61kt,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.81,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,9
nr6owl,0.0,0.0,0.13,0.0,0.17,0.0,0.0,0.0,0.0,0.12,0.0,0.1,0.0,0.04,0.0,0.15,0.0,0.0,0.29,0.0,18
nraj3i,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,8
nregh6,0.02,0.08,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.27,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.08,0.19,0.06,9
nrg9it,0.0,0.18,0.25,0.2,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,2
nrhvay,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,1
nrk7pq,0.0,0.08,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.12,0.22,14
nrm50f,0.0,0.0,0.06,0.13,0.22,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.26,0.0,18
nrm5bd,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,3
nrn3l3,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.41,0.03,0.0,0.0,0.0,0.0,0.5,0.0,0.03,0.0,0.0,15
nrppdo,0.0,0.0,0.22,0.11,0.02,0.0,0.07,0.0,0.03,0.0,0.07,0.0,0.0,0.01,0.03,0.14,0.05,0.14,0.0,0.11,2
nrq0b2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.3,0.0,15
nrq4mr,0.0,0.0,0.0,0.0,0.0,0.01,0.07,0.14,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,18
nrqs7l,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.16,0.24,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,4
nrry03,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.77,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
nrshl7,0.0,0.25,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.11,0.0,0.0,0.09,0.0,0.0,10
nrwffw,0.0,0.1,0.0,0.57,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.24,0.0,0.0,0.0,0.0,0.0,3
nrwi5k,0.0,0.44,0.37,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,1
nrxgr9,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,7
ns6p7g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.16,0.0,0.0,9
nsggrz,0.0,0.0,0.15,0.0,0.0,0.0,0.14,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.19,0.09,0.25,0.0,18
nshxn8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.15,17
nsjdri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.14,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.53,0.0,18
nsmadx,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,3
nsmekc,0.0,0.0,0.25,0.02,0.0,0.0,0.06,0.0,0.16,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.1,0.17,0.0,0.0,2
nsmlp4,0.0,0.21,0.14,0.0,0.0,0.05,0.3,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.09,0.0,0.0,0.1,0.0,6
nsn7lt,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.09,8
nsoghk,0.0,0.12,0.0,0.0,0.4,0.03,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.08,0.0,0.0,0.0,4
nsqx8v,0.0,0.0,0.0,0.21,0.0,0.02,0.38,0.0,0.0,0.18,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.13,0.0,6
nsu0zm,0.0,0.0,0.0,0.16,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,4
nsuq4m,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.13,0.0,0.35,0.1,0.07,0.0,0.01,0.17,0.0,0.0,0.07,0.0,0.0,9
nsv83a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.06,0.17,0.11,0.0,0.44,0.0,0.0,17
nsvw4e,0.02,0.15,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.32,0.4,0.0,0.0,0.0,0.0,15
nt03lt,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.1,0.0,2
nt1jzz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.02,0.0,0.22,0.0,0.2,0.51,0.0,18
nt4h7d,0.0,0.0,0.0,0.03,0.04,0.0,0.0,0.12,0.16,0.0,0.0,0.0,0.0,0.0,0.07,0.11,0.0,0.0,0.44,0.04,18
nt6lgs,0.01,0.01,0.01,0.5,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.2,0.01,0.01,0.01,0.01,0.21,0.01,0.01,0.01,3
nt74zj,0.01,0.01,0.44,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.14,0.32,2
nt755z,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.28,0.0,0.07,0.0,0.0,0.07,0.0,0.0,0.0,0.14,0.0,9
ntlr2k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,9
ntomar,0.0,0.23,0.24,0.0,0.05,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,14
ntonu5,0.01,0.04,0.0,0.26,0.18,0.0,0.0,0.0,0.0,0.23,0.0,0.04,0.0,0.0,0.06,0.0,0.0,0.0,0.18,0.0,3
ntoq86,0.01,0.0,0.16,0.02,0.0,0.0,0.0,0.0,0.04,0.55,0.0,0.03,0.0,0.0,0.0,0.0,0.05,0.0,0.12,0.0,9
ntqxe7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.02,0.0,0.29,0.0,0.39,0.16,0.0,17
ntrgcs,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.03,0.02,0.24,0.0,0.0,0.0,0.17,0.06,0.0,0.0,8
ntrw4f,0.0,0.05,0.34,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.52,0.0,0.0,0.0,0.0,15
ntuswt,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.46,0.0,0.0,0.0,0.0,0.0,14
ntw9mo,0.0,0.0,0.18,0.12,0.44,0.0,0.0,0.07,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
ntx1zn,0.0,0.0,0.0,0.14,0.32,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.44,0.0,18
ntxj1k,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.09,0.0,0.19,0.0,0.0,0.0,0.0,0.0,10
ntxj97,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.05,0.0,0.0,8
ntxwf1,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.32,0.37,0.0,0.0,0.0,0.0,0.06,0.15,0.0,0.0,0.0,10
ntzmoa,0.01,0.28,0.01,0.01,0.01,0.01,0.01,0.38,0.01,0.01,0.01,0.15,0.01,0.01,0.01,0.11,0.01,0.01,0.01,0.01,7
nu2vv6,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.35,0.05,0.37,0.0,0.01,0.0,0.0,0.03,0.1,0.0,0.06,11
nu3t58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.14,0.0,0.0,0.77,0.0,18
nu4aaa,0.0,0.0,0.09,0.0,0.0,0.0,0.04,0.25,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,9
nu5l0w,0.0,0.11,0.0,0.0,0.0,0.0,0.2,0.12,0.0,0.34,0.17,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
nu7civ,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.3,0.15,6
nu97rt,0.0,0.22,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,14
nu9fsw,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.14,0.0,0.09,7
nu9zg6,0.0,0.16,0.0,0.08,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.57,0.0,18
nua4wt,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,14
nubp4r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.58,0.0,0.14,0.0,0.0,0.0,14
nujb2t,0.01,0.01,0.01,0.9,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3
nuk4tn,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.15,0.21,0.0,0.0,0.0,0.0,0.0,0.44,0.13,0.0,0.0,16
nupez9,0.0,0.08,0.14,0.0,0.0,0.0,0.09,0.07,0.24,0.0,0.06,0.0,0.0,0.01,0.16,0.0,0.0,0.0,0.15,0.0,8
nuqdmm,0.0,0.0,0.0,0.0,0.0,0.03,0.09,0.43,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,7
nurftw,0.0,0.0,0.0,0.1,0.07,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.24,0.0,0.0,8
nuzew5,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.15,0.0,0.0,0.0,7
nv42wo,0.0,0.13,0.19,0.18,0.06,0.0,0.12,0.0,0.0,0.0,0.15,0.0,0.0,0.02,0.0,0.13,0.0,0.0,0.0,0.0,2
nva9hn,0.08,0.0,0.12,0.07,0.0,0.04,0.02,0.1,0.0,0.0,0.01,0.0,0.06,0.02,0.0,0.21,0.05,0.0,0.0,0.23,19
nvertq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.36,0.0,0.0,0.39,0.0,18
nvewhj,0.0,0.0,0.0,0.12,0.14,0.0,0.0,0.17,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,16
nvgjil,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.21,0.17,0.0,0.0,0.0,1
nvgvfp,0.0,0.06,0.0,0.08,0.05,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.51,0.0,18
nvk78i,0.0,0.18,0.0,0.18,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.23,0.0,4
nvl5cb,0.0,0.0,0.0,0.14,0.09,0.0,0.0,0.0,0.17,0.02,0.05,0.0,0.04,0.0,0.08,0.0,0.12,0.0,0.29,0.0,18
nvlgs2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.66,0.07,18
nvlr37,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.15,0.15,0.02,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.25,0.08,4
nvlydd,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.09,0.13,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.55,0.0,18
nvru9w,0.0,0.34,0.24,0.0,0.0,0.03,0.0,0.12,0.18,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.08,0.0,0.0,1
nvtxl9,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.03,0.0,0.3,0.0,0.24,0.07,0.0,0.0,14
nvupca,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.14,2
nvvk9g,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.06,0.0,0.0,0.0,0.0,0.35,0.05,0.0,0.0,9
nvwkkv,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.3,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.6,0.01,0.01,0.01,16
nvxe9p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.33,0.26,0.13,0.08,0.0,0.0,14
nvxvgu,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.41,0.15,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.07,0.1,0.07,8
nvy6u9,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.1,0.0,0.5,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,9
nvzj4f,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.37,0.24,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,9
nw29ta,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.05,0.28,0.0,0.0,0.08,0.0,0.0,0.14,0.03,0.0,0.0,0.26,0.0,8
nw3e8x,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,18
nw7kg4,0.0,0.0,0.09,0.07,0.0,0.0,0.07,0.06,0.13,0.15,0.28,0.01,0.05,0.0,0.02,0.0,0.05,0.0,0.0,0.02,10
