,t0 amp,t1 feel,t2 know,t3 feel,t4 ultrasound,t5 work,t6 nt,t7 doctor,t8 year,t9 surgery,t10 weight,t11 hysterectomy,t12 help,t13 gynaecologist,t14 period,t15 control,t16 lap,t17 endometriosis,t18 period,t19 share,dominant_topic
dl8pzh,0.0,0.0,0.0,0.0,0.1,0.0,0.04,0.14,0.0,0.25,0.0,0.13,0.0,0.0,0.1,0.05,0.0,0.0,0.14,0.04,9
dl9e4v,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.17,0.01,0.01,0.01,0.01,0.2,0.01,0.16,0.01,0.39,0.01,0.01,0.01,16
dl9lf0,0.02,0.1,0.0,0.0,0.04,0.06,0.0,0.4,0.18,0.0,0.0,0.0,0.05,0.0,0.0,0.13,0.0,0.0,0.0,0.0,7
dlackl,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.3,0.0,0.48,19
dll2w8,0.02,0.06,0.0,0.13,0.0,0.0,0.05,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.44,0.0,18
dlp881,0.0,0.0,0.52,0.0,0.0,0.0,0.25,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
dlqtua,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.19,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.07,0.04,8
dlxexk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.11,0.0,0.53,0.0,0.08,17
dm5f88,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.09,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.04,14
dm5ohh,0.0,0.05,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.05,0.65,0.0,18
dmcpo0,0.0,0.04,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.01,0.0,0.05,0.03,0.41,0.0,0.15,17
dmdpu3,0.0,0.08,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
dmglmv,0.0,0.27,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.49,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
dmgom6,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,3
dmgqqk,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.13,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,8
dmicv5,0.0,0.07,0.48,0.0,0.07,0.0,0.0,0.0,0.0,0.17,0.0,0.15,0.0,0.01,0.0,0.04,0.0,0.0,0.0,0.0,2
dmlgf1,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.06,0.0,0.0,0.22,0.0,0.22,0.0,0.0,0.0,2
dmny86,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.07,0.19,0.09,0.05,0.04,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,4
dmpaw5,0.0,0.19,0.38,0.0,0.17,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
dms1cd,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.06,0.0,0.31,0.02,0.0,0.0,0.0,0.0,0.18,0.0,0.18,0.02,0.1,9
dn12tx,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.1,0.1,0.25,0.0,0.0,0.0,0.0,0.14,0.0,0.05,0.0,0.3,0.0,18
dn25rr,0.0,0.0,0.0,0.0,0.04,0.0,0.05,0.0,0.0,0.17,0.0,0.14,0.0,0.01,0.06,0.09,0.07,0.05,0.33,0.0,18
dn2wfy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.25,0.0,0.59,19
dn70ay,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.36,0.02,0.0,0.05,0.0,0.0,0.0,0.0,0.07,0.0,0.41,0.0,18
dnhxyw,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.05,0.0,0.0,0.0,0.0,0.14,0.0,0.56,0.0,18
dnjrag,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.02,0.0,0.0,0.0,0.04,0.04,0.47,0.17,18
dnk3rk,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.68,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,7
dnlbse,0.0,0.07,0.0,0.11,0.0,0.0,0.1,0.1,0.23,0.0,0.19,0.0,0.0,0.0,0.0,0.03,0.0,0.05,0.12,0.0,8
dnleyp,0.0,0.0,0.0,0.11,0.0,0.0,0.05,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.13,0.0,0.08,0.0,8
dnom4l,0.0,0.0,0.0,0.05,0.0,0.02,0.08,0.17,0.25,0.0,0.0,0.04,0.0,0.01,0.0,0.0,0.09,0.0,0.28,0.0,18
dnwcbb,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.04,0.0,0.0,0.24,0.0,2
do0psu,0.0,0.0,0.25,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
doad52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.22,0.0,0.29,0.04,0.0,0.0,0.04,0.0,0.13,0.21,0.0,11
dof2cl,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.35,0.0,0.34,17
dog9wq,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.0,0.0,0.0,16
dogh7i,0.0,0.28,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,2
dol4pa,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.2,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.11,0.0,0.09,8
dorl4d,0.0,0.16,0.0,0.02,0.17,0.01,0.0,0.0,0.21,0.0,0.04,0.0,0.0,0.0,0.08,0.0,0.02,0.0,0.26,0.02,18
doyw34,0.0,0.15,0.13,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.24,0.0,0.0,0.0,15
dp8hy1,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.1,0.0,0.12,0.0,0.0,0.24,2
dpdzr2,0.0,0.32,0.0,0.08,0.27,0.02,0.09,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,1
dpzsoz,0.0,0.0,0.0,0.0,0.04,0.0,0.1,0.0,0.38,0.19,0.0,0.0,0.04,0.02,0.0,0.0,0.12,0.11,0.0,0.0,8
dq7558,0.0,0.62,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.2,0.0,0.0,0.02,0.0,0.07,0.0,0.0,0.0,0.0,0.0,1
dq7t1i,0.06,0.0,0.0,0.0,0.0,0.0,0.08,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.31,19
dq8xm5,0.0,0.0,0.18,0.0,0.0,0.0,0.08,0.03,0.2,0.0,0.08,0.07,0.01,0.0,0.02,0.11,0.02,0.02,0.17,0.0,8
dqae89,0.0,0.0,0.0,0.12,0.0,0.02,0.14,0.28,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,9
dqc8zr,0.0,0.05,0.0,0.0,0.41,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.09,0.02,0.0,0.0,0.0,0.0,0.0,0.0,6
dqduxz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.62,0.0,18
dqi1eh,0.0,0.08,0.24,0.0,0.0,0.01,0.0,0.07,0.0,0.0,0.0,0.05,0.03,0.0,0.0,0.03,0.0,0.12,0.38,0.0,18
dqifqh,0.0,0.08,0.0,0.04,0.13,0.0,0.06,0.0,0.52,0.0,0.0,0.0,0.02,0.0,0.0,0.13,0.0,0.0,0.0,0.0,8
dqnfty,0.0,0.0,0.09,0.08,0.0,0.0,0.13,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,8
dqnmhk,0.0,0.0,0.09,0.08,0.0,0.0,0.13,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,8
dqpz7j,0.03,0.19,0.0,0.0,0.03,0.01,0.15,0.19,0.35,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
dqtj5h,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.27,0.0,0.16,0.0,0.0,0.0,0.0,0.0,3
dqtl8i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.52,0.04,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.04,0.0,9
dqtnxp,0.0,0.0,0.12,0.0,0.13,0.0,0.0,0.24,0.0,0.18,0.0,0.05,0.0,0.01,0.0,0.05,0.0,0.06,0.17,0.0,7
dqvd34,0.0,0.63,0.1,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
dqzc8j,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.0,14
dr12qu,0.0,0.0,0.0,0.0,0.09,0.0,0.05,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.22,0.0,0.0,9
dr2a15,0.0,0.0,0.08,0.0,0.1,0.04,0.0,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,8
dr4drj,0.0,0.07,0.0,0.0,0.06,0.0,0.0,0.12,0.22,0.0,0.0,0.0,0.0,0.01,0.0,0.13,0.0,0.0,0.38,0.0,18
dra3vf,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.56,0.0,0.16,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
drfh1b,0.13,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.2,0.01,0.01,0.01,0.23,0.01,0.01,0.34,19
drtaxi,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.58,0.0,0.0,0.09,0.0,0.25,0.0,0.0,0.0,0.0,0.0,9
dryruw,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.37,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
ds1lgm,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.1,0.0,0.29,0.0,0.0,0.0,0.0,0.18,0.0,0.36,0.0,0.0,0.0,16
ds1nq7,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.1,0.2,2
ds5g45,0.0,0.0,0.42,0.0,0.0,0.01,0.1,0.0,0.26,0.0,0.03,0.08,0.01,0.01,0.0,0.0,0.0,0.05,0.0,0.0,2
ds75qf,0.0,0.08,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.69,0.0,18
ds7gbs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.43,0.08,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,8
dsn5lr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.42,0.0,0.36,0.0,0.0,0.13,14
dsqb0a,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.1,15
dsqb3k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.06,0.44,0.0,18
dss1kw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,8
dsx8ia,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.05,0.14,0.24,0.19,0.0,9
dsxdkw,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,2
dt2ftp,0.0,0.1,0.0,0.03,0.0,0.0,0.0,0.0,0.08,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,18
dt2ugi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.23,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,7
dt3nvj,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.05,0.12,0.0,0.0,2
dt3u61,0.0,0.0,0.22,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.2,0.0,0.0,0.0,14
dt95wb,0.02,0.08,0.08,0.0,0.0,0.02,0.0,0.0,0.0,0.14,0.03,0.13,0.04,0.0,0.09,0.0,0.02,0.11,0.24,0.0,18
dt98x9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.22,0.0,9
dt9f7m,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.22,0.0,0.0,0.36,0.0,0.0,17
dtajra,0.02,0.18,0.0,0.2,0.0,0.01,0.24,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.18,0.0,0.04,0.0,0.0,0.0,6
dtazmp,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.15,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.12,2
dtfpuq,0.0,0.0,0.22,0.11,0.41,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.03,4
dtkj51,0.01,0.06,0.0,0.06,0.16,0.0,0.02,0.0,0.2,0.0,0.0,0.07,0.0,0.0,0.39,0.0,0.02,0.0,0.0,0.01,14
dtp2b5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.18,0.12,0.0,0.62,19
dttele,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.36,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
dub1u8,0.0,0.21,0.0,0.11,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.13,0.0,0.0,0.0,8
duo7n3,0.0,0.0,0.0,0.18,0.11,0.0,0.0,0.05,0.0,0.0,0.18,0.0,0.0,0.0,0.11,0.0,0.17,0.14,0.0,0.06,3
duoceg,0.03,0.0,0.14,0.0,0.0,0.0,0.07,0.25,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.17,7
duqf1x,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.31,0.0,0.19,0.2,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,7
duvbe3,0.0,0.0,0.13,0.0,0.0,0.01,0.0,0.07,0.0,0.0,0.04,0.21,0.0,0.0,0.0,0.29,0.23,0.0,0.0,0.02,15
dv15bf,0.0,0.27,0.0,0.0,0.1,0.04,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,8
dvbpta,0.0,0.08,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,2
dvdrys,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.16,0.0,0.1,0.0,0.0,0.0,0.29,0.0,0.13,0.1,0.0,15
dvecc5,0.0,0.06,0.0,0.27,0.0,0.0,0.0,0.22,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.3,0.0,18
dvek0f,0.0,0.0,0.11,0.0,0.3,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.02,0.0,0.0,0.08,0.17,0.0,0.05,4
dvkzgg,0.0,0.24,0.04,0.0,0.0,0.05,0.0,0.0,0.36,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.18,0.0,8
dvn2go,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.22,0.53,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,9
dvpl5z,0.0,0.1,0.0,0.1,0.3,0.0,0.0,0.0,0.0,0.27,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.04,4
dvqbgb,0.0,0.0,0.0,0.09,0.14,0.0,0.04,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
dvymrp,0.0,0.0,0.0,0.03,0.07,0.0,0.05,0.14,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.26,0.1,18
dvzwvz,0.0,0.0,0.0,0.0,0.04,0.0,0.17,0.09,0.0,0.11,0.0,0.06,0.0,0.03,0.0,0.12,0.07,0.1,0.19,0.02,18
dw0wxv,0.0,0.0,0.25,0.04,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.04,0.07,0.0,0.11,0.0,0.0,0.12,0.21,0.0,2
dw2gax,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.19,0.0,0.0,0.05,0.35,0.17,0.18,0.0,0.0,0.0,14
dw2hbv,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,19
dw3ts4,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.58,0.0,18
dw7y9i,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.76,19
dwavdz,0.0,0.35,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.36,0.0,0.02,0.0,0.0,0.0,14
dwbie9,0.01,0.23,0.08,0.0,0.07,0.02,0.0,0.0,0.3,0.12,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
dwdfbk,0.31,0.22,0.16,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0
dwe1fk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.12,16
dww03z,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.0,0.57,0.0,0.04,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,8
dwwi6n,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.23,16
dx7i85,0.0,0.0,0.0,0.0,0.17,0.0,0.12,0.35,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,7
dx9c38,0.0,0.18,0.36,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.14,0.25,0.0,2
dxdm5d,0.0,0.0,0.15,0.0,0.0,0.0,0.09,0.0,0.0,0.36,0.04,0.16,0.0,0.0,0.0,0.0,0.0,0.11,0.09,0.0,9
dxe2i5,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.19,0.07,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,16
dxj98j,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.27,0.15,0.15,0.0,16
dxjex9,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.05,0.0,0.16,0.12,0.0,0.0,2
dxk1jq,0.0,0.07,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.42,0.0,0.09,0.0,0.0,0.12,0.0,0.0,0.0,0.15,0.0,9
dxlx32,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.03,0.0,0.13,0.0,0.0,0.44,0.0,18
dxtoty,0.0,0.29,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.11,3
dxupa9,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,8
dxvg7a,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.39,0.01,0.01,0.01,0.18,0.01,0.01,0.34,12
dy09fb,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.18,0.0,0.2,0.0,0.0,11
dy0vjw,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.11,0.0,0.3,0.03,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,11
dy6z6b,0.0,0.19,0.11,0.04,0.13,0.0,0.08,0.0,0.1,0.0,0.0,0.01,0.0,0.0,0.2,0.0,0.0,0.08,0.06,0.0,14
dybeys,0.0,0.35,0.21,0.0,0.0,0.03,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,1
dydv2i,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.44,0.25,0.0,0.0,0.0,0.0,14
dyf82t,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.54,0.0,0.0,0.0,0.0,0.24,14
dyfis3,0.0,0.26,0.0,0.0,0.17,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.03,0.0,0.0,0.0,0.0,14
dyieak,0.0,0.0,0.0,0.0,0.21,0.01,0.15,0.28,0.26,0.0,0.07,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
dyipd2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.05,0.0,0.0,0.0,0.0,0.0,0.74,0.0,18
dyj7st,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.11,0.29,0.36,0.0,0.01,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,9
dymms1,0.0,0.0,0.13,0.0,0.0,0.0,0.05,0.24,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.1,17
dyon4t,0.1,0.0,0.0,0.23,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.15,0.32,0.03,18
dyq0js,0.0,0.13,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.28,0.0,0.0,0.0,0.0,0.0,2
dywat4,0.0,0.27,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.06,0.0,0.0,0.0,0.14,0.0,0.0,0.0,2
dz1ab5,0.12,0.0,0.26,0.0,0.0,0.0,0.05,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.17,2
dz2sel,0.05,0.0,0.31,0.0,0.05,0.0,0.0,0.2,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,2
dz5wam,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.35,0.2,0.01,0.01,0.01,0.01,0.01,0.32,0.01,0.01,10
dz5yx9,0.0,0.49,0.0,0.0,0.0,0.05,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,1
dzc1cf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.13,0.0,0.0,0.74,0.0,18
dzgy8u,0.0,0.0,0.0,0.0,0.37,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.12,0.09,4
dzmz5x,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.43,0.0,0.0,0.0,16
dzquc3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.14,11
dzqzs1,0.0,0.37,0.0,0.27,0.0,0.0,0.23,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
dzwggh,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.43,0.0,0.26,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,9
dzyfej,0.02,0.13,0.27,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.1,0.0,0.0,15
e069ri,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,14
e09v2c,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
e0cf2n,0.0,0.0,0.0,0.08,0.0,0.03,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.03,0.49,0.0,0.0,0.0,0.18,0.0,14
e0it9f,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.12,0.0,0.07,0.42,0.0,0.0,0.0,0.0,0.0,14
e0jtyp,0.0,0.06,0.15,0.0,0.0,0.0,0.25,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.11,0.0,0.0,0.0,0.2,0.0,6
