,t0 really,t1 symptom,t2 hour,t3 cyst,t4 life,t5 weight,t6 flare,t7 help,t8 back,t9 surgery,t10 endometriosis,t11 cramp,t12 lap,t13 bleeding,t14 pill,t15 didn,t16 want,t17 appointment,t18 ultrasound,t19 control,dominant_topic
epepcj,0.0,0.0,0.05,0.0,0.19,0.0,0.02,0.0,0.13,0.0,0.01,0.46,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.03,11
epf54f,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.22,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,4
epfajl,0.26,0.0,0.0,0.0,0.18,0.0,0.0,0.09,0.0,0.0,0.16,0.18,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.07,0
epgtoq,0.09,0.0,0.17,0.0,0.26,0.0,0.14,0.2,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,4
ephaqc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.18,0.0,0.17,0.0,0.0,0.0,0.07,0.19,0.0,0.0,0.0,7
epinze,0.05,0.0,0.08,0.0,0.0,0.02,0.0,0.0,0.1,0.0,0.0,0.36,0.0,0.11,0.08,0.02,0.0,0.0,0.13,0.03,11
epj5re,0.19,0.0,0.0,0.0,0.0,0.0,0.05,0.1,0.0,0.0,0.0,0.0,0.24,0.0,0.37,0.03,0.0,0.0,0.0,0.0,14
epqc87,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
epqe5c,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.16,0.11,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.24,0.3,0.0,18
epqlpz,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.07,0.12,0.05,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.17,4
eprcpw,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.2,0.04,0.0,0.28,0.0,0.08,0.0,0.0,0.0,0.16,0.0,0.0,11
eprsen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.22,0.0,0.0,0.0,0.25,0.04,0.0,11
eprxeo,0.01,0.01,0.01,0.01,0.01,0.01,0.2,0.01,0.01,0.01,0.01,0.01,0.01,0.11,0.01,0.01,0.01,0.01,0.23,0.38,19
epsozo,0.01,0.13,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.37,0.01,0.39,0.01,0.01,0.01,0.01,15
ept7jn,0.0,0.0,0.0,0.0,0.09,0.01,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.16,0.58,0.0,0.0,17
epta2m,0.48,0.07,0.0,0.0,0.0,0.09,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
epum5o,0.06,0.08,0.11,0.13,0.07,0.0,0.0,0.0,0.05,0.0,0.06,0.13,0.0,0.04,0.0,0.0,0.0,0.06,0.16,0.05,18
epv97o,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.24,0.0,0.0,0.0,0.14,0.13,11
epx9rt,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.12,0.32,0.0,0.0,0.19,0.0,0.0,0.06,0.0,0.0,0.0,0.09,0.0,8
epz49x,0.09,0.0,0.0,0.0,0.0,0.0,0.03,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.01,0.08,0.1,0.0,0.0,7
eq3438,0.51,0.0,0.1,0.0,0.18,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.1,0.0,0.0,0.0,0
eq4tsm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,17
eq7n99,0.0,0.0,0.0,0.0,0.0,0.22,0.17,0.0,0.0,0.0,0.1,0.13,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
eq7ork,0.0,0.06,0.0,0.0,0.0,0.0,0.17,0.0,0.24,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.16,13
eq7owk,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.14,0.0,0.0,0.17,0.0,0.0,0.0,0.4,0.0,0.21,0.0,0.0,0.0,14
eq7uwf,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.04,0.21,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.07,12
eq84hq,0.23,0.0,0.0,0.0,0.0,0.01,0.05,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.15,0.0,0.06,0.0,0.35,0.03,18
eq8a8p,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.1,0.0,0.05,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,4
eq8ag5,0.01,0.01,0.01,0.01,0.01,0.01,0.2,0.01,0.01,0.62,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,9
eq8m0x,0.32,0.0,0.07,0.0,0.0,0.0,0.12,0.0,0.0,0.04,0.0,0.24,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
eq9a2q,0.16,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,4
eqbts4,0.0,0.0,0.0,0.03,0.21,0.0,0.0,0.12,0.03,0.09,0.0,0.0,0.0,0.21,0.09,0.04,0.0,0.13,0.0,0.04,4
eqdzx2,0.26,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.59,0.01,0.01,0.01,16
eqf600,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,10
eqfw8w,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0
eqhxmo,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.19,0.16,0.0,0.05,0.0,0.0,0.0,0.0,7
eqmsn5,0.19,0.04,0.05,0.0,0.16,0.0,0.31,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.19,0.0,0.0,6
eqmu1e,0.0,0.0,0.0,0.1,0.28,0.0,0.0,0.0,0.0,0.44,0.08,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,9
eqnhtl,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.1,0.0,0.0,0.0,14
eqpg0y,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.11,0.1,0.0,0.0,0.0,0.05,0.0,0.02,0.21,0.0,0.0,0.0,4
eqqa0v,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,17
eqqqlj,0.0,0.05,0.0,0.03,0.18,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.02,0.19,0.41,0.0,0.0,17
eqytz2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.19,0.2,0.0,0.0,0.0,0.16,0
eqzpnt,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.09,0.22,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,4
er0z59,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.75,0.0,0.0,17
er3on0,0.4,0.0,0.0,0.0,0.0,0.0,0.07,0.23,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.05,0.0,0.0,0.19,0.0,0
er3qwd,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.19,0.06,0.0,0.12,0.0,0.0,0.0,0.1,0.15,0.0,0.0,4
er591h,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.1,13
er73dg,0.04,0.02,0.03,0.0,0.28,0.0,0.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.12,0.01,0.0,0.3,0.12,0.01,17
er90mk,0.0,0.04,0.0,0.0,0.19,0.0,0.0,0.08,0.0,0.09,0.0,0.14,0.07,0.0,0.05,0.0,0.0,0.15,0.16,0.02,4
erbb8z,0.0,0.0,0.0,0.0,0.44,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.01,0.0,0.0,0.23,0.12,0.0,4
erediu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,17
erg8jn,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.14,0.0,0.0,0.19,0.05,0.0,12
erj9ir,0.0,0.0,0.0,0.12,0.28,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.09,8
erjnbo,0.13,0.0,0.08,0.0,0.57,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.04,4
erl59l,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.32,0.0,0.0,12
erlnuw,0.17,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.14,0.01,0.01,0.01,0.48,0.01,0.01,0.11,0.01,0.01,0.01,13
erpbe8,0.31,0.0,0.1,0.0,0.33,0.0,0.0,0.0,0.1,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,4
erq5af,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.76,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,9
erugxg,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.0,18
eruz13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.25,0.0,17
ervdj0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.18,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
ervmd6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.32,0.0,0.0,0.0,0.14,0.0,0.24,0.0,0.0,0.0,10
erxhro,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.11,0.03,0.0,0.38,0.0,0.0,17
eryu8g,0.23,0.06,0.15,0.0,0.26,0.0,0.11,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,4
eryx16,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.21,17
erz2fs,0.0,0.0,0.03,0.06,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.05,0.03,0.0,0.0,0.04,0.11,0.0,0.03,4
erzue6,0.26,0.06,0.19,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0
es1ed0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.4,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.19,7
es1mzu,0.0,0.0,0.0,0.0,0.14,0.05,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.2,0.32,0.0,18
es1rgb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.14,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.28,0.21,0.05,17
es5t6z,0.0,0.05,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.0,0.0,0.0,16
es6npj,0.55,0.03,0.05,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0
es8um3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.09,0.28,0.0,0.0,0.0,0.0,0.11,0.0,0.17,0.0,9
esclk9,0.0,0.0,0.49,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.2,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
esen4g,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.3,0.0,0.0,0.0,2
esfimx,0.0,0.04,0.0,0.0,0.0,0.03,0.04,0.43,0.0,0.14,0.0,0.0,0.0,0.06,0.25,0.0,0.0,0.0,0.0,0.0,7
esii9d,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0
esj955,0.14,0.05,0.0,0.0,0.19,0.0,0.0,0.14,0.0,0.0,0.08,0.0,0.0,0.0,0.18,0.07,0.0,0.15,0.0,0.0,4
esk7ph,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.15,0.0,0.0,0.0,0.3,0.15,0.0,12
esljsj,0.0,0.07,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.31,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
esm7rj,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.93,0.0,0.0,17
esnw0i,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.16,0.43,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
esoye8,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.11,0.0,0.0,0.01,0.04,0.33,0.28,0.02,17
espceh,0.33,0.17,0.0,0.0,0.11,0.0,0.22,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
esr68t,0.0,0.0,0.27,0.0,0.09,0.0,0.1,0.0,0.05,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.27,0.0,2
estfo8,0.11,0.0,0.0,0.0,0.0,0.0,0.09,0.12,0.14,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,11
estu7c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.11,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.16,0.05,0.0,8
esu995,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.16,0.0,0.0,0.35,0.0,0.1,17
eswtnv,0.05,0.32,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.3,0.05,0.0,0.0,0.0,0.0,0.0,0.07,0.0,1
eswywq,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
esyesw,0.01,0.01,0.01,0.01,0.01,0.01,0.28,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.62,0.01,0.01,0.01,0.01,0.01,14
et16oo,0.0,0.02,0.0,0.0,0.16,0.0,0.0,0.05,0.02,0.3,0.07,0.21,0.07,0.0,0.0,0.0,0.0,0.0,0.1,0.0,9
et4zv7,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.76,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,9
et7rst,0.0,0.18,0.0,0.15,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.09,0.16,7
et8cvo,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.71,0.06,0.0,0.0,0.0,0.0,0.0,0.0,12
etbvsa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.51,0.0,18
eterl8,0.17,0.0,0.04,0.0,0.0,0.0,0.0,0.15,0.16,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.09,0.04,13
etfwuq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.19,0.0,0.15,0.0,0.0,0.14,0.0,0.28,0.0,0.0,17
etgk25,0.04,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.13,0.02,0.06,0.0,0.0,0.0,0.08,0.05,0.0,0.36,0.18,18
eti7db,0.0,0.05,0.0,0.0,0.26,0.06,0.15,0.15,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,4
etiwz3,0.0,0.0,0.0,0.07,0.06,0.0,0.0,0.0,0.11,0.0,0.0,0.56,0.0,0.0,0.0,0.02,0.0,0.16,0.0,0.0,11
etk5qd,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.25,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.64,0.01,0.01,17
etllkl,0.3,0.01,0.01,0.01,0.16,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.45,0.01,0.01,0.01,16
etw6zv,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.46,0.0,0.0,0.02,0.0,0.0,0.0,0.0,12
etxwjh,0.0,0.07,0.17,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,4
etyoc4,0.0,0.0,0.0,0.0,0.24,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.02,0.0,0.22,0.0,0.15,4
etz18t,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,7
etzxeg,0.17,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
etzy8q,0.42,0.0,0.04,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.05,0
eu0zf4,0.0,0.0,0.05,0.0,0.23,0.0,0.0,0.09,0.37,0.0,0.0,0.0,0.0,0.18,0.0,0.04,0.0,0.04,0.0,0.0,8
eu7k80,0.0,0.0,0.08,0.0,0.38,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,17
eubtgx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,10
euc4yw,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.31,0.0,0.0,0.2,0.0,0.08,0.0,0.0,0.0,0.0,0.12,0.16,8
euc8k6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,13
eui8wo,0.73,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
euoxur,0.33,0.0,0.05,0.04,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0
euq8er,0.14,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.06,0.0,0.43,0.0,0.04,17
euqczq,0.3,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.08,0.03,0.08,0.0,0.0,0.15,0.0,0.0,0.0,0.24,0.0,0.0,0
euqew8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.58,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
eusvh1,0.0,0.0,0.04,0.0,0.19,0.06,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.03,0.24,0.0,0.0,0.0,14
euu92b,0.0,0.0,0.24,0.0,0.0,0.04,0.0,0.1,0.09,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,16
euuknc,0.37,0.0,0.13,0.0,0.0,0.0,0.05,0.16,0.05,0.0,0.0,0.05,0.0,0.02,0.17,0.0,0.0,0.0,0.0,0.0,0
euuoyg,0.0,0.0,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.02,0.31,0.0,0.0,0.52,0.0,0.0,17
euv80d,0.38,0.0,0.0,0.0,0.0,0.0,0.17,0.21,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
euw927,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.18,0.0,0.0,0.04,0.0,0.0,0.0,0.41,0.21,18
euwy8j,0.22,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
euxhv9,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.25,0.3,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
euzpp9,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
ev0098,0.0,0.0,0.05,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.57,0.23,0.0,17
ev2l3q,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.03,0.0,0.36,0.0,0.26,0.0,0.0,0.03,0.0,0.0,0.0,0.0,10
ev620d,0.53,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ev6tji,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.29,0.0,0.0,0.17,8
ev7w7h,0.29,0.0,0.06,0.0,0.15,0.0,0.11,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0
ev8lze,0.12,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.19,0.0,0.08,0.1,0.0,0.0,0.06,0.0,0.09,0.0,0.18,0.0,8
ev9rwl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.19,0.0,0.0,0.0,7
evaocd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.16,10
evdxmy,0.0,0.0,0.04,0.0,0.22,0.0,0.09,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.21,0.0,14
eve4to,0.01,0.01,0.24,0.01,0.01,0.01,0.01,0.51,0.01,0.01,0.01,0.01,0.01,0.14,0.01,0.01,0.01,0.01,0.01,0.01,7
evevqu,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.1,9
evg9ve,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.09,0.05,0.0,0.39,0.12,0.0,17
evgkmt,0.0,0.12,0.0,0.0,0.03,0.0,0.0,0.09,0.0,0.0,0.03,0.22,0.0,0.01,0.08,0.0,0.0,0.28,0.08,0.06,17
evictc,0.17,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.09,0.09,0.0,0.0,0.32,0.0,0.0,0.0,16
evjaof,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.39,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,9
evlsrm,0.0,0.0,0.17,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
evmoyp,0.16,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.03,0.0,0.04,0.0,0.18,0.0,0.0,0.04,0.16,0.0,0.22,0.0,18
evmuis,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.27,0.11,0.1,0.27,0.02,0.0,0.0,0.06,0.05,11
evnzps,0.37,0.04,0.07,0.0,0.0,0.04,0.0,0.08,0.07,0.0,0.03,0.23,0.0,0.0,0.0,0.01,0.0,0.05,0.0,0.02,0
evqg0v,0.15,0.0,0.0,0.0,0.24,0.0,0.0,0.13,0.0,0.16,0.11,0.0,0.0,0.04,0.09,0.0,0.0,0.0,0.0,0.08,4
evqt94,0.0,0.0,0.28,0.13,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,9
evtdul,0.24,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.15,0.0,0.0,2
evtsaa,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.0,0.15,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.31,0.15,0.19,17
evy8i4,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.23,0.28,0.08,18
evyj58,0.0,0.0,0.0,0.0,0.34,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.32,0.0,0.08,4
evymji,0.44,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
evz776,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.52,0.0,0.0,17
ew2pr0,0.14,0.05,0.05,0.0,0.34,0.0,0.3,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
ew5le2,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.27,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,11
